employee_id,case_id,edge_timestamp
emp_000180,case_000091,2025-08-22T09:37:07
emp_000371,case_000092,2025-11-27T14:10:48
emp_000033,case_000093,2025-12-29T18:06:58
emp_000401,case_000094,2025-03-05T09:02:13
emp_000418,case_000095,2025-03-11T11:51:56
emp_000579,case_000096,2025-04-22T14:19:45
emp_000453,case_000097,2025-12-26T10:00:01
emp_000033,case_000098,2025-07-10T11:14:19
emp_000439,case_000099,2025-09-10T11:38:48
emp_000185,case_000100,2025-10-03T15:13:45
emp_000448,case_000101,2025-07-25T16:03:45
emp_000302,case_000102,2025-10-07T09:18:44
emp_000122,case_000103,2025-08-15T17:09:02
emp_000124,case_000104,2025-01-20T11:29:19
emp_000497,case_000105,2025-03-18T09:33:28
emp_000185,case_000106,2025-07-21T14:17:14
emp_000317,case_000107,2025-02-18T17:24:37
emp_000317,case_000108,2025-02-17T14:12:43
emp_000572,case_000109,2025-09-19T09:52:34
emp_000572,case_000110,2025-03-20T16:17:40
emp_000180,case_000111,2025-09-27T16:02:36
emp_000285,case_000112,2025-06-26T14:04:50
emp_000471,case_000113,2025-05-05T14:31:06
emp_000489,case_000114,2025-06-23T10:09:38
emp_000401,case_000115,2025-03-10T15:01:06
emp_000094,case_000116,2025-09-15T14:24:35
emp_000499,case_000117,2025-05-19T16:27:52
emp_000223,case_000118,2025-06-04T09:40:31
emp_000124,case_000119,2025-01-24T17:37:48
emp_000223,case_000120,2025-03-10T11:49:13
emp_000173,case_000121,2025-08-25T09:00:10
emp_000213,case_000122,2025-07-28T10:56:58
emp_000508,case_000123,2025-01-18T13:00:51
emp_000339,case_000124,2025-02-24T09:05:14
emp_000145,case_000125,2025-03-27T10:57:12
emp_000317,case_000126,2025-10-08T09:37:39
emp_000122,case_000127,2025-10-02T15:05:22
emp_000450,case_000128,2025-01-13T15:02:51
emp_000403,case_000129,2025-06-02T16:45:43
emp_000297,case_000130,2025-09-29T10:30:04
emp_000141,case_000131,2025-01-21T09:13:12
emp_000453,case_000132,2025-11-11T10:15:00
emp_000142,case_000133,2025-01-06T15:53:57
emp_000577,case_000134,2025-12-28T12:55:32
emp_000016,case_000135,2025-07-22T16:23:05
emp_000458,case_000136,2025-04-14T17:19:58
emp_000520,case_000137,2025-02-24T15:21:22
emp_000418,case_000138,2025-11-10T15:22:25
emp_000578,case_000139,2025-06-30T18:02:52
emp_000397,case_000140,2025-10-13T18:36:29
emp_000289,case_000141,2025-03-17T10:17:06
emp_000418,case_000142,2025-05-26T13:38:39
emp_000104,case_000143,2025-11-18T09:16:54
emp_000190,case_000144,2025-10-21T18:30:59
emp_000489,case_000145,2025-02-20T12:52:53
emp_000418,case_000146,2025-03-04T09:05:52
emp_000401,case_000147,2025-04-07T17:45:30
emp_000173,case_000148,2025-06-23T09:19:50
emp_000173,case_000149,2025-05-21T15:00:11
emp_000364,case_000150,2025-06-09T18:44:37
emp_000587,case_000151,2025-09-29T18:27:28
emp_000572,case_000152,2025-11-27T09:37:13
emp_000122,case_000153,2025-01-07T10:33:40
emp_000254,case_000154,2025-09-25T16:59:29
emp_000448,case_000155,2025-05-05T11:20:28
emp_000243,case_000156,2025-03-17T16:19:22
emp_000472,case_000157,2025-05-21T15:21:37
emp_000145,case_000158,2025-03-11T17:39:33
emp_000285,case_000159,2025-04-28T11:23:56
emp_000439,case_000160,2025-09-03T18:21:04
emp_000180,case_000161,2025-06-18T10:23:55
emp_000472,case_000162,2025-10-27T17:21:34
emp_000364,case_000163,2025-09-07T12:22:20
emp_000241,case_000164,2025-08-21T10:10:23
emp_000394,case_000165,2025-02-27T16:12:56
emp_000421,case_000166,2025-12-22T09:22:13
emp_000205,case_000167,2025-01-14T17:35:02
emp_000207,case_000168,2025-04-26T16:29:58
emp_000317,case_000169,2025-07-07T16:57:09
emp_000241,case_000170,2025-05-09T11:15:51
emp_000388,case_000171,2025-04-08T18:24:21
emp_000009,case_000172,2025-03-31T09:55:55
emp_000241,case_000173,2025-08-20T09:25:13
emp_000448,case_000174,2025-12-05T16:12:19
emp_000289,case_000175,2025-01-14T17:11:19
emp_000579,case_000176,2025-03-17T10:08:27
emp_000472,case_000177,2025-04-28T14:42:02
emp_000487,case_000178,2025-10-24T17:55:40
emp_000033,case_000179,2025-07-07T11:55:03
emp_000213,case_000180,2025-06-04T11:12:26
emp_000109,case_000181,2025-02-19T15:00:19
emp_000136,case_000182,2025-05-06T16:05:26
emp_000142,case_000183,2025-04-09T09:46:18
emp_000473,case_000184,2025-08-18T17:58:57
emp_000403,case_000185,2025-02-10T16:22:26
emp_000317,case_000186,2025-08-14T16:42:47
emp_000489,case_000187,2025-06-11T15:07:25
emp_000016,case_000188,2025-10-22T11:13:24
emp_000098,case_000189,2025-06-16T09:29:25
emp_000104,case_000190,2025-01-13T09:10:54
emp_000397,case_000191,2025-03-17T17:23:43
emp_000339,case_000192,2025-12-04T18:32:24
emp_000227,case_000193,2025-09-22T11:52:47
emp_000425,case_000194,2025-07-21T13:09:49
emp_000487,case_000195,2025-04-03T12:45:21
emp_000098,case_000196,2025-04-11T12:39:11
emp_000191,case_000197,2025-05-15T14:48:06
emp_000499,case_000198,2025-01-24T09:56:11
emp_000397,case_000199,2025-12-03T09:38:37
emp_000009,case_000200,2025-07-23T12:59:59
emp_000450,case_000201,2025-07-09T09:47:37
emp_000213,case_000202,2025-05-16T14:38:46
emp_000394,case_000203,2025-05-06T12:11:20
emp_000124,case_000204,2025-06-17T10:11:21
emp_000425,case_000205,2025-08-04T15:43:24
emp_000191,case_000206,2025-01-07T15:10:08
emp_000180,case_000207,2025-07-26T11:23:58
emp_000385,case_000208,2025-03-25T15:11:15
emp_000394,case_000209,2025-04-15T16:12:27
emp_000227,case_000210,2025-07-15T14:10:52
emp_000153,case_000211,2025-10-10T12:19:30
emp_000448,case_000212,2025-08-11T15:52:09
emp_000339,case_000213,2025-12-22T09:10:19
emp_000577,case_000214,2025-08-25T13:37:19
emp_000033,case_000215,2025-02-24T15:04:50
emp_000243,case_000216,2025-04-30T16:05:57
emp_000578,case_000217,2025-04-21T17:51:35
emp_000418,case_000218,2025-03-30T14:18:22
emp_000425,case_000219,2025-10-10T17:19:35
emp_000205,case_000220,2025-05-02T18:28:50
emp_000579,case_000221,2025-06-20T15:54:19
emp_000435,case_000222,2025-08-11T15:01:35
emp_000487,case_000223,2025-08-05T12:37:54
emp_000401,case_000224,2025-06-24T10:57:04
emp_000108,case_000225,2025-03-10T13:08:52
emp_000421,case_000226,2025-01-09T11:59:54
emp_000214,case_000227,2025-02-03T11:59:46
emp_000154,case_000228,2025-01-24T11:50:04
emp_000472,case_000229,2025-04-24T17:29:44
emp_000088,case_000230,2025-08-25T11:48:26
emp_000185,case_000231,2025-06-09T17:37:48
emp_000448,case_000232,2025-09-12T18:27:52
emp_000563,case_000233,2025-02-07T15:21:58
emp_000243,case_000234,2025-09-25T09:39:10
emp_000241,case_000235,2025-08-28T09:20:32
emp_000385,case_000236,2025-09-01T12:01:09
emp_000360,case_000237,2025-10-23T17:22:19
emp_000136,case_000238,2025-03-14T16:30:11
emp_000493,case_000239,2025-01-07T11:52:18
emp_000190,case_000240,2025-05-11T10:46:12
emp_000104,case_000241,2025-02-05T18:11:31
emp_000207,case_000242,2025-05-05T15:07:33
emp_000178,case_000243,2025-03-04T11:01:37
emp_000578,case_000244,2025-09-25T13:56:41
emp_000448,case_000245,2025-03-18T12:39:45
emp_000136,case_000246,2025-12-22T11:57:13
emp_000153,case_000247,2025-06-02T13:45:24
emp_000207,case_000248,2025-09-01T17:28:01
emp_000178,case_000249,2025-04-24T14:17:39
emp_000141,case_000250,2025-10-13T16:25:54
emp_000465,case_000251,2025-12-08T18:59:17
emp_000561,case_000252,2025-07-18T10:34:57
emp_000561,case_000253,2025-11-24T09:21:17
emp_000088,case_000254,2025-05-22T10:49:40
emp_000213,case_000255,2025-07-14T15:29:03
emp_000185,case_000256,2025-09-01T09:06:06
emp_000136,case_000257,2025-02-10T15:37:10
emp_000285,case_000258,2025-03-20T14:36:32
emp_000227,case_000259,2025-03-10T15:19:33
emp_000579,case_000260,2025-08-22T11:24:49
emp_000180,case_000261,2025-08-18T13:46:05
emp_000205,case_000262,2025-08-25T14:43:40
emp_000397,case_000263,2025-07-30T16:54:21
emp_000191,case_000264,2025-01-07T09:26:38
emp_000191,case_000265,2025-08-07T10:40:00
emp_000207,case_000266,2025-12-08T09:46:07
emp_000579,case_000267,2025-10-06T09:18:13
emp_000448,case_000268,2025-05-28T13:43:05
emp_000122,case_000269,2025-12-23T13:09:20
emp_000499,case_000270,2025-09-12T12:32:33
emp_000178,case_000271,2025-12-22T18:09:21
emp_000371,case_000272,2025-12-01T14:29:48
emp_000520,case_000273,2025-03-07T11:38:54
emp_000493,case_000274,2025-10-29T16:43:46
emp_000577,case_000275,2025-02-14T09:10:30
emp_000385,case_000276,2025-12-01T18:20:05
emp_000450,case_000277,2025-09-08T18:53:59
emp_000475,case_000278,2025-11-17T12:57:53
emp_000371,case_000279,2025-03-18T14:56:57
emp_000448,case_000280,2025-01-29T10:20:44
emp_000471,case_000281,2025-09-17T15:27:50
emp_000388,case_000282,2025-09-05T09:10:25
emp_000302,case_000283,2025-12-18T15:28:19
emp_000371,case_000284,2025-09-01T18:55:35
emp_000179,case_000285,2025-09-17T10:09:55
emp_000408,case_000286,2025-06-05T10:23:13
emp_000145,case_000287,2025-10-07T15:09:57
emp_000122,case_000288,2025-03-03T17:51:57
emp_000400,case_000289,2025-01-01T17:29:51
emp_000254,case_000290,2025-04-28T17:49:55
emp_000285,case_000291,2025-08-18T14:12:20
emp_000195,case_000292,2025-06-09T16:59:14
emp_000078,case_000293,2025-11-09T10:38:02
emp_000213,case_000294,2025-03-17T12:33:24
emp_000497,case_000295,2025-01-27T09:58:02
emp_000453,case_000296,2025-04-21T17:34:54
emp_000243,case_000297,2025-04-23T14:38:20
emp_000360,case_000298,2025-01-17T13:56:45
emp_000142,case_000299,2025-02-15T18:10:25
emp_000153,case_000300,2025-11-19T16:39:56
emp_000195,case_000301,2025-08-29T11:21:30
emp_000122,case_000302,2025-05-19T11:10:44
emp_000339,case_000303,2025-10-20T09:19:30
emp_000317,case_000304,2025-07-14T11:33:24
emp_000397,case_000305,2025-02-26T12:45:39
emp_000487,case_000306,2025-11-21T10:39:27
emp_000352,case_000307,2025-12-23T11:10:33
emp_000432,case_000308,2025-11-26T18:19:16
emp_000122,case_000309,2025-03-03T16:18:02
emp_000450,case_000310,2025-09-15T14:54:11
emp_000098,case_000311,2025-12-23T11:18:29
emp_000122,case_000312,2025-03-31T12:15:29
emp_000408,case_000313,2025-08-06T15:21:41
emp_000191,case_000314,2025-12-15T11:16:22
emp_000448,case_000315,2025-07-07T17:51:05
emp_000561,case_000316,2025-02-28T14:53:29
emp_000577,case_000317,2025-05-01T11:49:52
emp_000472,case_000318,2025-02-28T16:10:54
emp_000493,case_000319,2025-04-14T14:00:17
emp_000465,case_000320,2025-02-03T17:06:21
emp_000153,case_000321,2025-04-07T18:30:46
emp_000563,case_000322,2025-04-14T13:31:38
emp_000450,case_000323,2025-05-06T18:13:59
emp_000499,case_000324,2025-03-05T12:57:52
emp_000141,case_000325,2025-02-17T18:36:10
emp_000180,case_000326,2025-05-05T16:21:52
emp_000489,case_000327,2025-09-15T11:57:22
emp_000297,case_000328,2025-07-23T16:20:43
emp_000285,case_000329,2025-11-24T13:15:23
emp_000254,case_000330,2025-06-09T15:07:18
emp_000520,case_000331,2025-06-24T11:47:31
emp_000033,case_000332,2025-09-23T12:37:08
emp_000016,case_000333,2025-08-28T09:16:14
emp_000207,case_000334,2025-03-25T13:53:47
emp_000227,case_000335,2025-05-20T18:28:41
emp_000207,case_000336,2025-11-10T17:36:58
emp_000499,case_000337,2025-03-31T09:29:04
emp_000403,case_000338,2025-03-03T13:37:46
emp_000088,case_000339,2025-05-05T12:19:35
emp_000563,case_000340,2025-05-29T18:27:35
emp_000153,case_000341,2025-03-03T14:11:48
emp_000587,case_000342,2025-04-30T12:16:22
emp_000471,case_000343,2025-06-02T14:27:14
emp_000448,case_000344,2025-01-14T12:06:34
emp_000397,case_000345,2025-08-07T10:09:49
emp_000453,case_000346,2025-12-08T17:56:48
emp_000113,case_000347,2025-02-06T10:48:17
emp_000124,case_000348,2025-11-18T15:25:33
emp_000317,case_000349,2025-03-27T14:34:40
emp_000243,case_000350,2025-02-11T17:10:59
emp_000108,case_000351,2025-01-06T18:07:35
emp_000191,case_000352,2025-02-10T15:16:09
emp_000227,case_000353,2025-11-23T13:03:29
emp_000394,case_000354,2025-10-02T11:33:21
emp_000448,case_000355,2025-10-01T10:50:57
emp_000489,case_000356,2025-12-12T16:24:48
emp_000493,case_000357,2025-11-03T10:35:11
emp_000384,case_000358,2025-07-24T09:50:03
emp_000178,case_000359,2025-02-27T17:02:51
emp_000136,case_000360,2025-08-14T14:00:15
emp_000493,case_000361,2025-07-18T12:38:59
emp_000185,case_000362,2025-04-17T15:30:44
emp_000489,case_000363,2025-04-30T18:47:00
emp_000578,case_000364,2025-11-10T16:43:33
emp_000579,case_000365,2025-02-17T18:03:28
emp_000364,case_000366,2025-06-13T10:16:45
emp_000371,case_000367,2025-02-17T18:28:05
emp_000289,case_000368,2025-11-14T13:01:19
emp_000173,case_000369,2025-02-03T09:54:33
emp_000122,case_000370,2025-12-02T10:07:17
emp_000180,case_000371,2025-04-03T16:59:45
emp_000371,case_000372,2025-10-08T09:21:21
emp_000403,case_000373,2025-08-07T11:17:35
emp_000401,case_000374,2025-04-07T17:47:08
emp_000465,case_000375,2025-08-08T16:01:52
emp_000465,case_000376,2025-12-22T17:33:01
emp_000453,case_000377,2025-04-30T11:42:50
emp_000012,case_000378,2025-09-25T16:46:11
emp_000418,case_000379,2025-10-20T13:35:00
emp_000579,case_000380,2025-07-28T17:01:14
emp_000104,case_000381,2025-09-01T13:46:41
emp_000141,case_000382,2025-04-07T16:04:20
emp_000577,case_000383,2025-09-12T10:04:16
emp_000195,case_000384,2025-04-09T14:09:08
emp_000302,case_000385,2025-08-21T09:11:21
emp_000190,case_000386,2025-02-14T16:41:16
emp_000147,case_000387,2025-09-17T09:04:15
emp_000016,case_000388,2025-06-25T11:44:18
emp_000094,case_000389,2025-12-22T18:48:15
emp_000448,case_000390,2025-07-28T09:14:41
emp_000136,case_000391,2025-07-14T13:24:40
emp_000364,case_000392,2025-10-09T17:20:19
emp_000205,case_000393,2025-10-22T18:15:40
emp_000587,case_000394,2025-01-02T16:14:36
emp_000207,case_000395,2025-10-27T17:55:08
emp_000577,case_000396,2025-09-23T10:07:35
emp_000122,case_000397,2025-10-16T12:08:47
emp_000088,case_000398,2025-02-25T17:23:47
emp_000448,case_000399,2025-01-28T15:32:43
emp_000499,case_000400,2025-08-21T14:31:35
emp_000472,case_000401,2025-07-21T09:54:40
emp_000352,case_000402,2025-09-15T17:23:42
emp_000360,case_000403,2025-10-22T14:44:40
emp_000098,case_000404,2025-06-09T15:48:37
emp_000094,case_000405,2025-02-07T09:19:37
emp_000439,case_000406,2025-09-15T11:09:59
emp_000109,case_000407,2025-05-08T13:30:44
emp_000472,case_000408,2025-02-04T12:33:19
emp_000403,case_000409,2025-03-18T12:25:42
emp_000473,case_000410,2025-06-16T15:01:19
emp_000122,case_000411,2025-05-13T09:25:29
emp_000207,case_000412,2025-11-03T13:55:48
emp_000227,case_000413,2025-07-07T09:43:26
emp_000207,case_000414,2025-10-29T11:59:06
emp_000384,case_000415,2025-09-16T16:53:34
emp_000453,case_000416,2025-07-10T09:10:07
emp_000471,case_000417,2025-01-07T16:33:33
emp_000302,case_000418,2025-04-21T11:07:56
emp_000109,case_000419,2025-08-22T15:02:59
emp_000400,case_000420,2025-02-26T09:46:55
emp_000388,case_000421,2025-11-07T12:45:22
emp_000104,case_000422,2025-02-03T16:29:55
emp_000471,case_000423,2025-03-24T14:53:44
emp_000435,case_000424,2025-08-20T11:37:45
emp_000289,case_000425,2025-12-22T09:53:42
emp_000094,case_000426,2025-08-25T18:43:06
emp_000178,case_000427,2025-08-08T14:01:59
emp_000289,case_000428,2025-04-01T16:59:40
emp_000195,case_000429,2025-12-15T10:56:26
emp_000173,case_000430,2025-05-28T12:31:39
emp_000227,case_000431,2025-04-21T12:26:24
emp_000104,case_000432,2025-02-14T16:53:45
emp_000147,case_000433,2025-01-01T14:33:42
emp_000471,case_000434,2025-07-11T13:11:28
emp_000465,case_000435,2025-10-31T15:51:16
emp_000153,case_000436,2025-06-03T16:15:12
emp_000453,case_000437,2025-04-23T12:01:17
emp_000339,case_000438,2025-04-23T14:42:15
emp_000317,case_000439,2025-02-18T12:49:20
emp_000205,case_000440,2025-12-02T17:53:21
emp_000453,case_000441,2025-02-27T14:36:39
emp_000563,case_000442,2025-01-20T10:42:27
emp_000136,case_000443,2025-09-08T17:54:55
emp_000493,case_000444,2025-08-18T14:49:36
emp_000191,case_000445,2025-03-27T15:10:58
emp_000520,case_000446,2025-12-01T11:51:38
emp_000104,case_000447,2025-12-18T14:57:12
emp_000493,case_000448,2025-03-19T12:36:50
emp_000190,case_000449,2025-09-18T11:47:55
emp_000179,case_000450,2025-06-05T15:09:22
emp_000254,case_000451,2025-05-12T14:40:03
emp_000317,case_000452,2025-11-05T18:21:37
emp_000154,case_000453,2025-08-28T14:14:49
emp_000214,case_000454,2025-02-20T11:27:39
emp_000009,case_000455,2025-07-14T09:08:39
emp_000401,case_000456,2025-12-09T10:26:36
emp_000285,case_000457,2025-10-24T12:10:41
emp_000108,case_000458,2025-01-13T16:04:22
emp_000173,case_000459,2025-06-19T12:49:44
emp_000577,case_000460,2025-03-17T09:51:07
emp_000563,case_000461,2025-05-09T15:20:56
emp_000141,case_000462,2025-07-04T15:23:48
emp_000190,case_000463,2025-07-10T13:52:49
emp_000033,case_000464,2025-05-06T18:43:32
emp_000147,case_000465,2025-10-14T12:33:45
emp_000179,case_000466,2025-02-20T11:04:51
emp_000185,case_000467,2025-04-18T16:27:12
emp_000214,case_000468,2025-11-24T17:09:30
emp_000401,case_000469,2025-12-19T18:41:32
emp_000364,case_000470,2025-05-12T14:30:33
emp_000450,case_000471,2025-10-16T10:07:14
emp_000207,case_000472,2025-01-02T14:11:35
emp_000385,case_000473,2025-04-30T13:46:08
emp_000088,case_000474,2025-02-13T17:34:16
emp_000401,case_000475,2025-01-22T16:19:59
emp_000388,case_000476,2025-12-19T16:03:04
emp_000587,case_000477,2025-08-30T10:22:23
emp_000178,case_000478,2025-01-14T11:07:54
emp_000180,case_000479,2025-08-14T13:12:36
emp_000141,case_000480,2025-11-13T09:38:27
emp_000088,case_000481,2025-08-04T11:13:36
emp_000400,case_000482,2025-06-02T18:01:27
emp_000499,case_000483,2025-03-04T16:46:07
emp_000124,case_000484,2025-10-20T10:06:36
emp_000421,case_000485,2025-09-01T18:17:36
emp_000016,case_000486,2025-05-21T09:59:11
emp_000408,case_000487,2025-09-15T15:48:10
emp_000016,case_000488,2025-08-07T18:10:40
emp_000401,case_000489,2025-03-04T14:43:20
emp_000243,case_000490,2025-09-08T18:06:14
emp_000297,case_000491,2025-07-17T12:09:06
emp_000432,case_000492,2025-02-20T15:38:26
emp_000400,case_000493,2025-05-02T15:09:44
emp_000408,case_000494,2025-09-09T16:15:14
emp_000384,case_000495,2025-05-15T12:55:41
emp_000364,case_000496,2025-11-10T15:09:50
emp_000385,case_000497,2025-05-12T11:19:57
emp_000493,case_000498,2025-03-31T16:10:25
emp_000520,case_000499,2025-09-15T16:12:02
emp_000432,case_000500,2025-05-06T17:30:13
emp_000401,case_000501,2025-02-18T12:01:30
emp_000078,case_000502,2025-10-03T13:36:19
emp_000572,case_000503,2025-01-13T17:22:41
emp_000153,case_000504,2025-05-07T10:43:14
emp_000577,case_000505,2025-01-14T10:06:39
emp_000475,case_000506,2025-06-09T15:22:39
emp_000241,case_000507,2025-07-14T10:59:13
emp_000241,case_000508,2025-08-05T18:03:03
emp_000453,case_000509,2025-04-21T15:00:45
emp_000472,case_000510,2025-10-09T11:50:10
emp_000243,case_000511,2025-11-12T17:26:39
emp_000173,case_000512,2025-02-26T14:17:35
emp_000179,case_000513,2025-02-21T17:52:48
emp_000289,case_000514,2025-08-16T12:37:13
emp_000012,case_000515,2025-01-20T17:35:56
emp_000561,case_000516,2025-11-06T11:35:51
emp_000448,case_000517,2025-04-07T17:16:12
emp_000577,case_000518,2025-09-25T18:16:19
emp_000508,case_000519,2025-06-09T16:14:55
emp_000563,case_000520,2025-05-02T09:21:19
emp_000205,case_000521,2025-01-31T15:33:45
emp_000577,case_000522,2025-11-27T10:48:44
emp_000109,case_000523,2025-01-24T16:25:24
emp_000397,case_000524,2025-06-02T12:25:45
emp_000448,case_000525,2025-10-07T15:12:24
emp_000094,case_000526,2025-04-30T14:29:05
emp_000113,case_000527,2025-07-22T09:16:08
emp_000078,case_000528,2025-06-06T16:11:08
emp_000302,case_000529,2025-10-14T18:34:38
emp_000394,case_000530,2025-10-06T12:25:36
emp_000388,case_000531,2025-01-23T15:54:55
emp_000563,case_000532,2025-10-06T18:40:04
emp_000104,case_000533,2025-10-20T16:49:50
emp_000078,case_000534,2025-03-18T09:41:10
emp_000508,case_000535,2025-01-03T15:42:24
emp_000153,case_000536,2025-06-18T12:28:41
emp_000425,case_000537,2025-10-20T18:23:39
emp_000153,case_000538,2025-03-07T13:45:32
emp_000136,case_000539,2025-12-29T17:27:55
emp_000385,case_000540,2025-12-03T11:37:19
emp_000009,case_000541,2025-06-23T15:55:47
emp_000493,case_000542,2025-11-25T17:31:23
emp_000587,case_000543,2025-06-12T15:34:13
emp_000384,case_000544,2025-04-02T16:41:23
emp_000572,case_000545,2025-07-09T17:52:09
emp_000352,case_000546,2025-06-17T14:58:25
emp_000352,case_000547,2025-12-03T09:34:00
emp_000432,case_000548,2025-03-25T10:04:33
emp_000578,case_000549,2025-03-13T15:25:12
emp_000098,case_000550,2025-02-03T09:00:31
emp_000009,case_000551,2025-11-24T11:52:10
emp_000578,case_000552,2025-10-29T15:02:05
emp_000241,case_000553,2025-12-05T14:57:03
emp_000009,case_000554,2025-03-26T17:02:06
emp_000136,case_000555,2025-09-01T12:34:00
emp_000499,case_000556,2025-09-08T11:54:45
emp_000207,case_000557,2025-04-10T12:12:08
emp_000432,case_000558,2025-01-10T09:28:47
emp_000289,case_000559,2025-01-20T16:31:15
emp_000243,case_000560,2025-09-29T17:35:05
emp_000178,case_000561,2025-03-15T12:44:40
emp_000104,case_000562,2025-02-28T14:43:59
emp_000388,case_000563,2025-10-20T18:30:49
emp_000453,case_000564,2025-05-12T11:20:24
emp_000497,case_000565,2025-01-15T15:41:17
emp_000453,case_000566,2025-08-18T10:33:37
emp_000339,case_000567,2025-03-03T10:45:12
emp_000587,case_000568,2025-03-17T15:49:29
emp_000587,case_000569,2025-04-17T10:49:18
emp_000141,case_000570,2025-11-06T12:25:11
emp_000153,case_000571,2025-09-24T12:53:45
emp_000475,case_000572,2025-09-11T14:42:55
emp_000241,case_000573,2025-09-08T14:42:19
emp_000400,case_000574,2025-08-29T13:13:57
emp_000360,case_000575,2025-04-21T11:42:28
emp_000577,case_000576,2025-08-28T12:45:26
emp_000458,case_000577,2025-09-26T10:39:43
emp_000214,case_000578,2025-07-14T11:06:15
emp_000579,case_000579,2025-01-27T17:10:20
emp_000104,case_000580,2025-12-25T09:37:30
emp_000352,case_000581,2025-08-15T14:29:27
