case_id,account_id,edge_timestamp
case_000046,acct_002626,2025-09-12T18:34:10
case_000047,acct_021889,2025-08-18T11:12:44
case_000048,acct_001123,2025-08-26T17:26:32
case_000049,acct_003219,2025-12-18T15:14:33
case_000050,acct_011503,2025-08-18T14:48:22
case_000051,acct_021889,2025-12-08T12:21:48
case_000052,acct_016145,2025-09-17T17:30:52
case_000053,acct_010913,2025-03-14T15:50:44
case_000054,acct_019202,2025-06-23T17:18:42
case_000055,acct_016564,2025-02-06T15:49:58
case_000056,acct_001123,2025-02-24T18:14:30
case_000057,acct_003781,2025-06-30T14:18:18
case_000058,acct_009274,2025-12-05T09:03:46
case_000059,acct_002626,2025-07-21T14:11:39
case_000060,acct_003712,2025-05-15T16:08:21
case_000061,acct_016615,2025-05-05T13:20:53
case_000062,acct_008580,2025-10-21T10:48:57
case_000063,acct_001743,2025-08-20T16:17:48
case_000064,acct_010655,2025-02-20T18:29:41
case_000065,acct_016145,2025-09-22T18:42:05
case_000066,acct_003712,2025-08-11T12:18:00
case_000067,acct_017211,2025-12-29T14:18:26
case_000068,acct_001743,2025-10-20T17:15:00
case_000069,acct_020838,2025-04-11T14:50:42
case_000070,acct_018644,2025-01-31T14:50:19
case_000071,acct_016145,2025-11-10T10:39:23
case_000072,acct_001123,2025-11-17T10:37:21
case_000073,acct_001123,2025-06-17T11:56:57
case_000074,acct_011503,2025-08-01T11:55:49
case_000075,acct_021889,2025-09-22T12:49:46
case_000076,acct_021889,2025-02-25T10:19:41
case_000077,acct_003219,2025-12-18T17:49:42
case_000078,acct_001319,2025-08-04T12:55:15
case_000079,acct_008207,2025-01-28T12:39:03
case_000080,acct_011538,2025-09-07T15:35:19
case_000081,acct_018644,2025-06-24T15:42:50
case_000082,acct_011538,2025-03-24T15:59:00
case_000083,acct_008580,2025-01-27T15:57:51
case_000084,acct_002626,2025-06-16T10:55:49
case_000085,acct_001123,2025-12-31T16:02:08
case_000086,acct_008580,2025-01-22T09:33:44
case_000087,acct_016564,2025-03-31T18:36:38
case_000088,acct_011538,2025-02-14T18:03:01
case_000089,acct_016145,2025-02-06T16:55:23
case_000090,acct_017211,2025-02-21T10:23:19
case_000091,acct_015076,2025-08-22T09:37:07
case_000092,acct_000588,2025-11-27T14:10:48
case_000093,acct_003781,2025-12-29T18:06:58
case_000094,acct_001123,2025-03-05T09:02:13
case_000095,acct_017659,2025-03-11T11:51:56
case_000096,acct_001743,2025-04-22T14:19:45
case_000097,acct_011503,2025-12-26T10:00:01
case_000098,acct_001743,2025-07-10T11:14:19
case_000099,acct_020838,2025-09-10T11:38:48
case_000100,acct_002626,2025-10-03T15:13:45
case_000101,acct_020838,2025-07-25T16:03:45
case_000102,acct_016240,2025-10-07T09:18:44
case_000103,acct_010321,2025-08-15T17:09:02
case_000104,acct_018420,2025-01-20T11:29:19
case_000105,acct_016145,2025-03-18T09:33:28
case_000106,acct_016204,2025-07-21T14:17:14
case_000107,acct_016145,2025-02-18T17:24:37
case_000108,acct_010591,2025-02-17T14:12:43
case_000109,acct_003219,2025-09-19T09:52:34
case_000110,acct_017506,2025-03-20T16:17:40
case_000111,acct_021842,2025-09-27T16:02:36
case_000112,acct_016204,2025-06-26T14:04:50
case_000113,acct_017308,2025-05-05T14:31:06
case_000114,acct_010913,2025-06-23T10:09:38
case_000115,acct_020966,2025-03-10T15:01:06
case_000116,acct_017308,2025-09-15T14:24:35
case_000117,acct_019202,2025-05-19T16:27:52
case_000118,acct_003219,2025-06-04T09:40:31
case_000119,acct_003219,2025-01-24T17:37:48
case_000120,acct_021842,2025-03-10T11:49:13
case_000121,acct_018644,2025-08-25T09:00:10
case_000122,acct_018358,2025-07-28T10:56:58
case_000123,acct_002626,2025-01-18T13:00:51
case_000124,acct_017211,2025-02-24T09:05:14
case_000125,acct_010591,2025-03-27T10:57:12
case_000126,acct_003219,2025-10-08T09:37:39
case_000127,acct_014923,2025-10-02T15:05:22
case_000128,acct_001319,2025-01-13T15:02:51
case_000129,acct_011538,2025-06-02T16:45:43
case_000130,acct_016240,2025-09-29T10:30:04
case_000131,acct_017308,2025-01-21T09:13:12
case_000132,acct_017211,2025-11-11T10:15:00
case_000133,acct_013305,2025-01-06T15:53:57
case_000134,acct_000588,2025-12-28T12:55:32
case_000135,acct_003219,2025-07-22T16:23:05
case_000136,acct_018358,2025-04-14T17:19:58
case_000137,acct_017441,2025-02-24T15:21:22
case_000138,acct_001319,2025-11-10T15:22:25
case_000139,acct_017211,2025-06-30T18:02:52
case_000140,acct_001743,2025-10-13T18:36:29
case_000141,acct_018041,2025-03-17T10:17:06
case_000142,acct_015076,2025-05-26T13:38:39
case_000143,acct_008580,2025-11-18T09:16:54
case_000144,acct_021889,2025-10-21T18:30:59
case_000145,acct_002316,2025-02-20T12:52:53
case_000146,acct_017659,2025-03-04T09:05:52
case_000147,acct_008580,2025-04-07T17:45:30
case_000148,acct_011503,2025-06-23T09:19:50
case_000149,acct_016204,2025-05-21T15:00:11
case_000150,acct_010591,2025-06-09T18:44:37
case_000151,acct_013305,2025-09-29T18:27:28
case_000152,acct_008580,2025-11-27T09:37:13
case_000153,acct_017441,2025-01-07T10:33:40
case_000154,acct_010913,2025-09-25T16:59:29
case_000155,acct_000588,2025-05-05T11:20:28
case_000156,acct_003781,2025-03-17T16:19:22
case_000157,acct_001123,2025-05-21T15:21:37
case_000158,acct_001319,2025-03-11T17:39:33
case_000159,acct_015076,2025-04-28T11:23:56
case_000160,acct_016240,2025-09-03T18:21:04
case_000161,acct_021889,2025-06-18T10:23:55
case_000162,acct_014923,2025-10-27T17:21:34
case_000163,acct_017211,2025-09-07T12:22:20
case_000164,acct_016204,2025-08-21T10:10:23
case_000165,acct_000588,2025-02-27T16:12:56
case_000166,acct_018358,2025-12-22T09:22:13
case_000167,acct_018358,2025-01-14T17:35:02
case_000168,acct_017211,2025-04-26T16:29:58
case_000169,acct_017441,2025-07-07T16:57:09
case_000170,acct_010913,2025-05-09T11:15:51
case_000171,acct_001123,2025-04-08T18:24:21
case_000172,acct_000588,2025-03-31T09:55:55
case_000173,acct_010655,2025-08-20T09:25:13
case_000174,acct_001123,2025-12-05T16:12:19
case_000175,acct_008580,2025-01-14T17:11:19
case_000176,acct_017506,2025-03-17T10:08:27
case_000177,acct_017506,2025-04-28T14:42:02
case_000178,acct_018420,2025-10-24T17:55:40
case_000179,acct_002316,2025-07-07T11:55:03
case_000180,acct_016240,2025-06-04T11:12:26
case_000181,acct_016204,2025-02-19T15:00:19
case_000182,acct_017308,2025-05-06T16:05:26
case_000183,acct_010591,2025-04-09T09:46:18
case_000184,acct_015076,2025-08-18T17:58:57
case_000185,acct_002316,2025-02-10T16:22:26
case_000186,acct_008580,2025-08-14T16:42:47
case_000187,acct_021889,2025-06-11T15:07:25
case_000188,acct_018358,2025-10-22T11:13:24
case_000189,acct_001123,2025-06-16T09:29:25
case_000190,acct_002626,2025-01-13T09:10:54
case_000191,acct_003219,2025-03-17T17:23:43
case_000192,acct_016204,2025-12-04T18:32:24
case_000193,acct_014923,2025-09-22T11:52:47
case_000194,acct_009274,2025-07-21T13:09:49
case_000195,acct_011538,2025-04-03T12:45:21
case_000196,acct_002626,2025-04-11T12:39:11
case_000197,acct_018358,2025-05-15T14:48:06
case_000198,acct_001123,2025-01-24T09:56:11
case_000199,acct_008580,2025-12-03T09:38:37
case_000200,acct_010913,2025-07-23T12:59:59
case_000201,acct_016204,2025-07-09T09:47:37
case_000202,acct_017308,2025-05-16T14:38:46
case_000203,acct_003712,2025-05-06T12:11:20
case_000204,acct_017308,2025-06-17T10:11:21
case_000205,acct_018420,2025-08-04T15:43:24
case_000206,acct_021842,2025-01-07T15:10:08
case_000207,acct_017506,2025-07-26T11:23:58
case_000208,acct_020838,2025-03-25T15:11:15
case_000209,acct_018358,2025-04-15T16:12:27
case_000210,acct_008580,2025-07-15T14:10:52
case_000211,acct_017506,2025-10-10T12:19:30
case_000212,acct_009274,2025-08-11T15:52:09
case_000213,acct_016240,2025-12-22T09:10:19
case_000214,acct_002626,2025-08-25T13:37:19
case_000215,acct_016240,2025-02-24T15:04:50
case_000216,acct_003712,2025-04-30T16:05:57
case_000217,acct_018644,2025-04-21T17:51:35
case_000218,acct_021889,2025-03-30T14:18:22
case_000219,acct_015076,2025-10-10T17:19:35
case_000220,acct_016204,2025-05-02T18:28:50
case_000221,acct_020966,2025-06-20T15:54:19
case_000222,acct_018644,2025-08-11T15:01:35
case_000223,acct_016145,2025-08-05T12:37:54
case_000224,acct_021889,2025-06-24T10:57:04
case_000225,acct_015076,2025-03-10T13:08:52
case_000226,acct_021842,2025-01-09T11:59:54
case_000227,acct_016615,2025-02-03T11:59:46
case_000228,acct_001743,2025-01-24T11:50:04
case_000229,acct_018644,2025-04-24T17:29:44
case_000230,acct_021889,2025-08-25T11:48:26
case_000231,acct_001743,2025-06-09T17:37:48
case_000232,acct_018358,2025-09-12T18:27:52
case_000233,acct_001123,2025-02-07T15:21:58
case_000234,acct_015076,2025-09-25T09:39:10
case_000235,acct_018358,2025-08-28T09:20:32
case_000236,acct_002626,2025-09-01T12:01:09
case_000237,acct_011538,2025-10-23T17:22:19
case_000238,acct_016204,2025-03-14T16:30:11
case_000239,acct_013305,2025-01-07T11:52:18
case_000240,acct_016564,2025-05-11T10:46:12
case_000241,acct_018644,2025-02-05T18:11:31
case_000242,acct_020838,2025-05-05T15:07:33
case_000243,acct_011503,2025-03-04T11:01:37
case_000244,acct_018644,2025-09-25T13:56:41
case_000245,acct_017506,2025-03-18T12:39:45
case_000246,acct_009274,2025-12-22T11:57:13
case_000247,acct_010591,2025-06-02T13:45:24
case_000248,acct_014923,2025-09-01T17:28:01
case_000249,acct_011538,2025-04-24T14:17:39
case_000250,acct_017308,2025-10-13T16:25:54
case_000251,acct_018041,2025-12-08T18:59:17
case_000252,acct_008207,2025-07-18T10:34:57
case_000253,acct_017308,2025-11-24T09:21:17
case_000254,acct_017211,2025-05-22T10:49:40
case_000255,acct_020966,2025-07-14T15:29:03
case_000256,acct_019202,2025-09-01T09:06:06
case_000257,acct_010591,2025-02-10T15:37:10
case_000258,acct_016145,2025-03-20T14:36:32
case_000259,acct_021889,2025-03-10T15:19:33
case_000260,acct_021889,2025-08-22T11:24:49
case_000261,acct_003219,2025-08-18T13:46:05
case_000262,acct_018644,2025-08-25T14:43:40
case_000263,acct_020966,2025-07-30T16:54:21
case_000264,acct_016204,2025-01-07T09:26:38
case_000265,acct_010591,2025-08-07T10:40:00
case_000266,acct_018644,2025-12-08T09:46:07
case_000267,acct_020838,2025-10-06T09:18:13
case_000268,acct_001123,2025-05-28T13:43:05
case_000269,acct_018420,2025-12-23T13:09:20
case_000270,acct_017441,2025-09-12T12:32:33
case_000271,acct_009274,2025-12-22T18:09:21
case_000272,acct_016240,2025-12-01T14:29:48
case_000273,acct_001123,2025-03-07T11:38:54
case_000274,acct_016240,2025-10-29T16:43:46
case_000275,acct_017659,2025-02-14T09:10:30
case_000276,acct_017441,2025-12-01T18:20:05
case_000277,acct_016615,2025-09-08T18:53:59
case_000278,acct_002626,2025-11-17T12:57:53
case_000279,acct_017211,2025-03-18T14:56:57
case_000280,acct_013305,2025-01-29T10:20:44
case_000281,acct_010655,2025-09-17T15:27:50
case_000282,acct_016615,2025-09-05T09:10:25
case_000283,acct_016615,2025-12-18T15:28:19
case_000284,acct_020838,2025-09-01T18:55:35
case_000285,acct_017506,2025-09-17T10:09:55
case_000286,acct_009274,2025-06-05T10:23:13
case_000287,acct_017506,2025-10-07T15:09:57
case_000288,acct_016564,2025-03-03T17:51:57
case_000289,acct_009274,2025-01-01T17:29:51
case_000290,acct_016145,2025-04-28T17:49:55
case_000291,acct_011503,2025-08-18T14:12:20
case_000292,acct_001743,2025-06-09T16:59:14
case_000293,acct_016615,2025-11-09T10:38:02
case_000294,acct_020838,2025-03-17T12:33:24
case_000295,acct_011538,2025-01-27T09:58:02
case_000296,acct_016615,2025-04-21T17:34:54
case_000297,acct_019202,2025-04-23T14:38:20
case_000298,acct_011503,2025-01-17T13:56:45
case_000299,acct_016240,2025-02-15T18:10:25
case_000300,acct_008207,2025-11-19T16:39:56
case_000301,acct_008207,2025-08-29T11:21:30
case_000302,acct_017659,2025-05-19T11:10:44
case_000303,acct_017441,2025-10-20T09:19:30
case_000304,acct_018420,2025-07-14T11:33:24
case_000305,acct_010913,2025-02-26T12:45:39
case_000306,acct_003219,2025-11-21T10:39:27
case_000307,acct_018420,2025-12-23T11:10:33
case_000308,acct_020838,2025-11-26T18:19:16
case_000309,acct_010591,2025-03-03T16:18:02
case_000310,acct_008580,2025-09-15T14:54:11
case_000311,acct_008580,2025-12-23T11:18:29
case_000312,acct_020966,2025-03-31T12:15:29
case_000313,acct_021842,2025-08-06T15:21:41
case_000314,acct_018644,2025-12-15T11:16:22
case_000315,acct_011503,2025-07-07T17:51:05
case_000316,acct_010321,2025-02-28T14:53:29
case_000317,acct_016204,2025-05-01T11:49:52
case_000318,acct_019202,2025-02-28T16:10:54
case_000319,acct_009274,2025-04-14T14:00:17
case_000320,acct_010655,2025-02-03T17:06:21
case_000321,acct_016240,2025-04-07T18:30:46
case_000322,acct_017659,2025-04-14T13:31:38
case_000323,acct_001123,2025-05-06T18:13:59
case_000324,acct_016145,2025-03-05T12:57:52
case_000325,acct_008580,2025-02-17T18:36:10
case_000326,acct_010591,2025-05-05T16:21:52
case_000327,acct_008580,2025-09-15T11:57:22
case_000328,acct_002626,2025-07-23T16:20:43
case_000329,acct_003219,2025-11-24T13:15:23
case_000330,acct_016240,2025-06-09T15:07:18
case_000331,acct_014923,2025-06-24T11:47:31
case_000332,acct_018041,2025-09-23T12:37:08
case_000333,acct_020838,2025-08-28T09:16:14
case_000334,acct_002316,2025-03-25T13:53:47
case_000335,acct_003712,2025-05-20T18:28:41
case_000336,acct_016145,2025-11-10T17:36:58
case_000337,acct_020966,2025-03-31T09:29:04
case_000338,acct_018420,2025-03-03T13:37:46
case_000339,acct_017211,2025-05-05T12:19:35
case_000340,acct_020966,2025-05-29T18:27:35
case_000341,acct_021889,2025-03-03T14:11:48
case_000342,acct_016204,2025-04-30T12:16:22
case_000343,acct_016615,2025-06-02T14:27:14
case_000344,acct_016240,2025-01-14T12:06:34
case_000345,acct_021889,2025-08-07T10:09:49
case_000346,acct_017308,2025-12-08T17:56:48
case_000347,acct_003712,2025-02-06T10:48:17
case_000348,acct_015076,2025-11-18T15:25:33
case_000349,acct_020966,2025-03-27T14:34:40
case_000350,acct_015076,2025-02-11T17:10:59
case_000351,acct_010591,2025-01-06T18:07:35
case_000352,acct_017308,2025-02-10T15:16:09
case_000353,acct_017308,2025-11-23T13:03:29
case_000354,acct_020966,2025-10-02T11:33:21
case_000355,acct_017211,2025-10-01T10:50:57
case_000356,acct_001123,2025-12-12T16:24:48
case_000357,acct_018644,2025-11-03T10:35:11
case_000358,acct_003781,2025-07-24T09:50:03
case_000359,acct_003781,2025-02-27T17:02:51
case_000360,acct_013305,2025-08-14T14:00:15
case_000361,acct_010321,2025-07-18T12:38:59
case_000362,acct_018041,2025-04-17T15:30:44
case_000363,acct_000588,2025-04-30T18:47:00
case_000364,acct_003219,2025-11-10T16:43:33
case_000365,acct_014923,2025-02-17T18:03:28
case_000366,acct_017211,2025-06-13T10:16:45
case_000367,acct_001743,2025-02-17T18:28:05
case_000368,acct_003781,2025-11-14T13:01:19
case_000369,acct_018358,2025-02-03T09:54:33
case_000370,acct_018644,2025-12-02T10:07:17
case_000371,acct_008207,2025-04-03T16:59:45
case_000372,acct_021889,2025-10-08T09:21:21
case_000373,acct_010655,2025-08-07T11:17:35
case_000374,acct_008580,2025-04-07T17:47:08
case_000375,acct_016204,2025-08-08T16:01:52
case_000376,acct_021842,2025-12-22T17:33:01
case_000377,acct_018041,2025-04-30T11:42:50
case_000378,acct_016145,2025-09-25T16:46:11
case_000379,acct_010591,2025-10-20T13:35:00
case_000380,acct_020966,2025-07-28T17:01:14
case_000381,acct_020838,2025-09-01T13:46:41
case_000382,acct_020838,2025-04-07T16:04:20
case_000383,acct_017211,2025-09-12T10:04:16
case_000384,acct_018420,2025-04-09T14:09:08
case_000385,acct_017308,2025-08-21T09:11:21
case_000386,acct_010655,2025-02-14T16:41:16
case_000387,acct_016240,2025-09-17T09:04:15
case_000388,acct_011538,2025-06-25T11:44:18
case_000389,acct_000588,2025-12-22T18:48:15
case_000390,acct_011503,2025-07-28T09:14:41
case_000391,acct_016240,2025-07-14T13:24:40
case_000392,acct_010913,2025-10-09T17:20:19
case_000393,acct_015076,2025-10-22T18:15:40
case_000394,acct_001123,2025-01-02T16:14:36
case_000395,acct_017506,2025-10-27T17:55:08
case_000396,acct_017659,2025-09-23T10:07:35
case_000397,acct_019202,2025-10-16T12:08:47
case_000398,acct_001123,2025-02-25T17:23:47
case_000399,acct_019202,2025-01-28T15:32:43
case_000400,acct_010321,2025-08-21T14:31:35
case_000401,acct_015076,2025-07-21T09:54:40
case_000402,acct_020838,2025-09-15T17:23:42
case_000403,acct_017659,2025-10-22T14:44:40
case_000404,acct_017308,2025-06-09T15:48:37
case_000405,acct_003712,2025-02-07T09:19:37
case_000406,acct_016145,2025-09-15T11:09:59
case_000407,acct_014923,2025-05-08T13:30:44
case_000408,acct_008580,2025-02-04T12:33:19
case_000409,acct_020966,2025-03-18T12:25:42
case_000410,acct_010913,2025-06-16T15:01:19
case_000411,acct_018358,2025-05-13T09:25:29
case_000412,acct_010913,2025-11-03T13:55:48
case_000413,acct_018041,2025-07-07T09:43:26
case_000414,acct_002316,2025-10-29T11:59:06
case_000415,acct_003219,2025-09-16T16:53:34
case_000416,acct_016564,2025-07-10T09:10:07
case_000417,acct_001319,2025-01-07T16:33:33
case_000418,acct_018644,2025-04-21T11:07:56
case_000419,acct_002626,2025-08-22T15:02:59
case_000420,acct_015076,2025-02-26T09:46:55
case_000421,acct_003712,2025-11-07T12:45:22
case_000422,acct_013305,2025-02-03T16:29:55
case_000423,acct_001319,2025-03-24T14:53:44
case_000424,acct_017441,2025-08-20T11:37:45
case_000425,acct_003712,2025-12-22T09:53:42
case_000426,acct_010591,2025-08-25T18:43:06
case_000427,acct_011538,2025-08-08T14:01:59
case_000428,acct_010591,2025-04-01T16:59:40
case_000429,acct_014923,2025-12-15T10:56:26
case_000430,acct_015076,2025-05-28T12:31:39
case_000431,acct_020966,2025-04-21T12:26:24
case_000432,acct_017308,2025-02-14T16:53:45
case_000433,acct_010655,2025-01-01T14:33:42
case_000434,acct_017211,2025-07-11T13:11:28
case_000435,acct_011503,2025-10-31T15:51:16
case_000436,acct_010655,2025-06-03T16:15:12
case_000437,acct_008207,2025-04-23T12:01:17
case_000438,acct_016204,2025-04-23T14:42:15
case_000439,acct_010655,2025-02-18T12:49:20
case_000440,acct_017659,2025-12-02T17:53:21
case_000441,acct_017211,2025-02-27T14:36:39
case_000442,acct_017211,2025-01-20T10:42:27
case_000443,acct_011503,2025-09-08T17:54:55
case_000444,acct_016564,2025-08-18T14:49:36
case_000445,acct_013305,2025-03-27T15:10:58
case_000446,acct_008580,2025-12-01T11:51:38
case_000447,acct_018041,2025-12-18T14:57:12
case_000448,acct_017211,2025-03-19T12:36:50
case_000449,acct_013305,2025-09-18T11:47:55
case_000450,acct_009274,2025-06-05T15:09:22
case_000451,acct_013305,2025-05-12T14:40:03
case_000452,acct_016145,2025-11-05T18:21:37
case_000453,acct_001743,2025-08-28T14:14:49
case_000454,acct_016564,2025-02-20T11:27:39
case_000455,acct_018358,2025-07-14T09:08:39
case_000456,acct_020966,2025-12-09T10:26:36
case_000457,acct_017506,2025-10-24T12:10:41
case_000458,acct_003781,2025-01-13T16:04:22
case_000459,acct_008580,2025-06-19T12:49:44
case_000460,acct_013305,2025-03-17T09:51:07
case_000461,acct_003781,2025-05-09T15:20:56
case_000462,acct_002316,2025-07-04T15:23:48
case_000463,acct_021889,2025-07-10T13:52:49
case_000464,acct_015076,2025-05-06T18:43:32
case_000465,acct_011503,2025-10-14T12:33:45
case_000466,acct_009274,2025-02-20T11:04:51
case_000467,acct_020966,2025-04-18T16:27:12
case_000468,acct_014923,2025-11-24T17:09:30
case_000469,acct_014923,2025-12-19T18:41:32
case_000470,acct_017506,2025-05-12T14:30:33
case_000471,acct_017659,2025-10-16T10:07:14
case_000472,acct_001319,2025-01-02T14:11:35
case_000473,acct_010321,2025-04-30T13:46:08
case_000474,acct_003781,2025-02-13T17:34:16
case_000475,acct_001743,2025-01-22T16:19:59
case_000476,acct_010655,2025-12-19T16:03:04
case_000477,acct_001319,2025-08-30T10:22:23
case_000478,acct_015076,2025-01-14T11:07:54
case_000479,acct_010655,2025-08-14T13:12:36
case_000480,acct_010913,2025-11-13T09:38:27
case_000481,acct_021842,2025-08-04T11:13:36
case_000482,acct_015076,2025-06-02T18:01:27
case_000483,acct_009274,2025-03-04T16:46:07
case_000484,acct_018644,2025-10-20T10:06:36
case_000485,acct_010591,2025-09-01T18:17:36
case_000486,acct_001319,2025-05-21T09:59:11
case_000487,acct_011503,2025-09-15T15:48:10
case_000488,acct_001123,2025-08-07T18:10:40
case_000489,acct_002626,2025-03-04T14:43:20
case_000490,acct_001319,2025-09-08T18:06:14
case_000491,acct_010655,2025-07-17T12:09:06
case_000492,acct_010591,2025-02-20T15:38:26
case_000493,acct_017506,2025-05-02T15:09:44
case_000494,acct_001743,2025-09-09T16:15:14
case_000495,acct_010321,2025-05-15T12:55:41
case_000496,acct_010591,2025-11-10T15:09:50
case_000497,acct_018041,2025-05-12T11:19:57
case_000498,acct_018420,2025-03-31T16:10:25
case_000499,acct_011503,2025-09-15T16:12:02
case_000500,acct_021889,2025-05-06T17:30:13
case_000501,acct_001123,2025-02-18T12:01:30
case_000502,acct_019202,2025-10-03T13:36:19
case_000503,acct_016204,2025-01-13T17:22:41
case_000504,acct_003712,2025-05-07T10:43:14
case_000505,acct_001319,2025-01-14T10:06:39
case_000506,acct_018041,2025-06-09T15:22:39
case_000507,acct_003219,2025-07-14T10:59:13
case_000508,acct_002626,2025-08-05T18:03:03
case_000509,acct_001123,2025-04-21T15:00:45
case_000510,acct_018420,2025-10-09T11:50:10
case_000511,acct_017506,2025-11-12T17:26:39
case_000512,acct_016204,2025-02-26T14:17:35
case_000513,acct_011538,2025-02-21T17:52:48
case_000514,acct_021842,2025-08-16T12:37:13
case_000515,acct_002316,2025-01-20T17:35:56
case_000516,acct_013305,2025-11-06T11:35:51
case_000517,acct_001319,2025-04-07T17:16:12
case_000518,acct_018041,2025-09-25T18:16:19
case_000519,acct_016615,2025-06-09T16:14:55
case_000520,acct_016240,2025-05-02T09:21:19
case_000521,acct_017506,2025-01-31T15:33:45
case_000522,acct_016145,2025-11-27T10:48:44
case_000523,acct_021842,2025-01-24T16:25:24
case_000524,acct_010655,2025-06-02T12:25:45
case_000525,acct_016564,2025-10-07T15:12:24
case_000526,acct_016564,2025-04-30T14:29:05
case_000527,acct_008580,2025-07-22T09:16:08
case_000528,acct_010655,2025-06-06T16:11:08
case_000529,acct_020966,2025-10-14T18:34:38
case_000530,acct_018644,2025-10-06T12:25:36
case_000531,acct_021842,2025-01-23T15:54:55
case_000532,acct_003712,2025-10-06T18:40:04
case_000533,acct_008580,2025-10-20T16:49:50
case_000534,acct_009274,2025-03-18T09:41:10
case_000535,acct_008580,2025-01-03T15:42:24
case_000536,acct_001319,2025-06-18T12:28:41
case_000537,acct_009274,2025-10-20T18:23:39
case_000538,acct_016204,2025-03-07T13:45:32
case_000539,acct_003712,2025-12-29T17:27:55
case_000540,acct_017441,2025-12-03T11:37:19
case_000541,acct_001123,2025-06-23T15:55:47
case_000542,acct_020838,2025-11-25T17:31:23
case_000543,acct_016564,2025-06-12T15:34:13
case_000544,acct_016240,2025-04-02T16:41:23
case_000545,acct_017659,2025-07-09T17:52:09
case_000546,acct_021889,2025-06-17T14:58:25
case_000547,acct_010321,2025-12-03T09:34:00
case_000548,acct_016240,2025-03-25T10:04:33
case_000549,acct_016204,2025-03-13T15:25:12
case_000550,acct_017659,2025-02-03T09:00:31
case_000551,acct_017659,2025-11-24T11:52:10
case_000552,acct_016615,2025-10-29T15:02:05
case_000553,acct_016564,2025-12-05T14:57:03
case_000554,acct_017441,2025-03-26T17:02:06
case_000555,acct_003712,2025-09-01T12:34:00
case_000556,acct_001743,2025-09-08T11:54:45
case_000557,acct_003712,2025-04-10T12:12:08
case_000558,acct_020838,2025-01-10T09:28:47
case_000559,acct_021889,2025-01-20T16:31:15
case_000560,acct_021842,2025-09-29T17:35:05
case_000561,acct_021889,2025-03-15T12:44:40
case_000562,acct_019202,2025-02-28T14:43:59
case_000563,acct_018358,2025-10-20T18:30:49
case_000564,acct_015076,2025-05-12T11:20:24
case_000565,acct_001743,2025-01-15T15:41:17
case_000566,acct_003712,2025-08-18T10:33:37
case_000567,acct_021889,2025-03-03T10:45:12
case_000568,acct_001123,2025-03-17T15:49:29
case_000569,acct_019202,2025-04-17T10:49:18
case_000570,acct_011538,2025-11-06T12:25:11
case_000571,acct_021889,2025-09-24T12:53:45
case_000572,acct_016204,2025-09-11T14:42:55
case_000573,acct_003712,2025-09-08T14:42:19
case_000574,acct_003712,2025-08-29T13:13:57
case_000575,acct_020966,2025-04-21T11:42:28
case_000576,acct_008207,2025-08-28T12:45:26
case_000577,acct_015076,2025-09-26T10:39:43
case_000578,acct_008207,2025-07-14T11:06:15
case_000579,acct_018358,2025-01-27T17:10:20
case_000580,acct_017506,2025-12-25T09:37:30
case_000581,acct_015076,2025-08-15T14:29:27
case_000582,acct_017659,2025-05-06T18:17:14
