employee_id,transaction_id,edge_timestamp
emp_000102,txn_061830,2025-08-18T18:12:47
emp_000488,txn_071290,2025-04-14T09:12:09
emp_000597,txn_002964,2025-04-05T13:55:07
emp_000412,txn_001768,2025-12-26T09:50:11
emp_000480,txn_016364,2025-02-26T18:29:26
emp_000326,txn_073025,2025-06-16T14:06:17
emp_000429,txn_047021,2025-03-25T16:21:33
emp_000148,txn_047714,2025-04-24T17:19:28
emp_000457,txn_008052,2025-04-01T15:47:16
emp_000266,txn_000091,2025-05-18T14:36:55
emp_000484,txn_030351,2025-04-21T18:16:14
emp_000266,txn_025283,2025-12-01T13:15:36
emp_000309,txn_036078,2025-06-26T17:19:44
emp_000181,txn_023061,2025-04-21T11:39:03
emp_000429,txn_032918,2025-06-10T17:04:08
emp_000381,txn_004103,2025-01-31T18:49:48
emp_000266,txn_048400,2025-07-18T10:32:18
emp_000218,txn_055569,2025-02-26T11:10:45
emp_000266,txn_010791,2025-11-08T15:07:47
emp_000005,txn_027291,2025-05-19T18:59:33
emp_000488,txn_035027,2025-05-17T16:04:40
emp_000032,txn_006564,2025-08-15T13:22:27
emp_000041,txn_002994,2025-11-10T09:29:46
emp_000381,txn_025530,2025-01-08T11:59:48
emp_000093,txn_070661,2025-07-09T10:25:01
emp_000488,txn_066876,2025-07-09T12:10:17
emp_000430,txn_067322,2025-04-14T18:23:09
emp_000281,txn_068973,2025-02-13T15:54:15
emp_000559,txn_024908,2025-04-27T17:26:11
emp_000341,txn_060144,2025-01-28T10:23:11
emp_000515,txn_056479,2025-11-04T14:31:03
emp_000484,txn_062216,2025-05-26T14:37:46
emp_000469,txn_020411,2025-07-23T11:44:22
emp_000326,txn_019008,2025-01-15T09:35:19
emp_000480,txn_068269,2025-09-11T16:32:07
emp_000594,txn_045472,2025-04-15T16:19:54
emp_000224,txn_019263,2025-03-27T14:38:12
emp_000549,txn_053128,2025-08-13T15:35:48
emp_000093,txn_007179,2025-12-01T15:06:31
emp_000373,txn_015232,2025-03-25T12:01:11
emp_000326,txn_034520,2025-03-10T10:09:54
emp_000292,txn_040400,2025-06-19T18:09:42
emp_000139,txn_066158,2025-04-29T12:39:36
emp_000005,txn_024357,2025-10-27T17:45:15
emp_000066,txn_025866,2025-12-18T12:32:47
emp_000123,txn_034803,2025-03-31T15:21:37
emp_000212,txn_033335,2025-12-17T15:13:13
emp_000246,txn_010569,2025-02-06T10:15:32
emp_000405,txn_037544,2025-06-09T10:45:49
emp_000405,txn_017867,2025-07-01T14:38:23
emp_000139,txn_058575,2025-12-01T13:07:21
emp_000252,txn_040133,2025-01-06T18:11:10
emp_000457,txn_064001,2025-12-01T11:46:05
emp_000266,txn_045035,2025-01-16T11:15:43
emp_000218,txn_018902,2025-04-15T18:07:17
emp_000412,txn_061249,2025-09-15T09:16:53
emp_000526,txn_022985,2025-12-17T18:24:06
emp_000554,txn_051373,2025-07-02T15:09:40
emp_000333,txn_008817,2025-07-04T10:40:19
emp_000526,txn_065538,2025-04-11T15:42:56
emp_000224,txn_035010,2025-05-01T12:53:21
emp_000554,txn_033828,2025-08-26T14:29:15
emp_000488,txn_025284,2025-04-30T10:05:08
emp_000148,txn_070599,2025-09-24T09:22:59
emp_000368,txn_076020,2025-07-07T14:52:47
emp_000181,txn_005542,2025-12-10T09:50:47
emp_000480,txn_020459,2025-06-18T13:02:24
emp_000580,txn_020503,2025-11-10T15:22:57
emp_000526,txn_061801,2025-05-21T13:48:51
emp_000524,txn_063864,2025-05-07T12:14:56
emp_000212,txn_070420,2025-07-07T14:43:49
emp_000181,txn_028898,2025-05-19T13:04:33
emp_000005,txn_071761,2025-04-04T09:28:49
emp_000148,txn_063800,2025-03-27T18:53:02
emp_000292,txn_015733,2025-04-11T18:51:44
emp_000181,txn_013538,2025-12-15T17:00:34
emp_000573,txn_054061,2025-07-07T10:45:31
emp_000032,txn_007104,2025-10-22T18:57:04
emp_000554,txn_042777,2025-10-07T15:54:43
emp_000373,txn_027696,2025-03-08T15:25:30
emp_000457,txn_055855,2025-02-10T13:54:26
emp_000005,txn_039448,2025-07-28T09:39:25
emp_000571,txn_018213,2025-11-05T17:33:37
emp_000093,txn_026016,2025-04-27T13:25:29
emp_000174,txn_069183,2025-03-08T17:55:54
emp_000372,txn_026578,2025-06-25T11:51:41
emp_000412,txn_030140,2025-07-28T17:22:24
emp_000218,txn_040374,2025-05-01T10:03:41
emp_000281,txn_012991,2025-08-04T18:16:58
emp_000252,txn_014344,2025-07-16T12:55:25
emp_000513,txn_018913,2025-12-22T15:36:02
emp_000513,txn_016604,2025-04-17T12:56:08
emp_000405,txn_045148,2025-01-17T14:14:19
emp_000066,txn_012638,2025-09-22T14:39:30
emp_000381,txn_037366,2025-03-04T14:29:35
emp_000041,txn_005168,2025-05-13T14:55:26
emp_000405,txn_027040,2025-02-13T10:50:37
emp_000093,txn_064721,2025-12-09T18:29:18
emp_000513,txn_051293,2025-02-03T15:38:35
emp_000484,txn_019837,2025-04-04T14:09:04
emp_000148,txn_036067,2025-07-17T16:36:31
emp_000093,txn_020790,2025-09-08T10:33:53
emp_000526,txn_035718,2025-02-27T16:03:54
emp_000252,txn_073217,2025-04-29T16:32:39
emp_000224,txn_026354,2025-12-27T16:28:23
emp_000148,txn_051825,2025-02-17T11:24:42
emp_000102,txn_047039,2025-10-03T17:50:07
emp_000326,txn_035271,2025-04-08T13:17:26
emp_000218,txn_071494,2025-09-01T14:09:33
emp_000597,txn_006339,2025-10-02T17:55:30
emp_000412,txn_071343,2025-12-16T13:01:55
emp_000326,txn_027188,2025-02-03T15:46:11
emp_000252,txn_035388,2025-05-03T17:42:44
emp_000121,txn_047637,2025-07-21T17:36:58
emp_000148,txn_064804,2025-04-01T16:01:24
emp_000174,txn_003770,2025-02-11T14:40:56
emp_000333,txn_035490,2025-07-07T10:18:24
emp_000549,txn_004623,2025-08-27T15:41:47
emp_000292,txn_066923,2025-07-01T13:40:11
emp_000246,txn_071729,2025-08-21T11:14:00
emp_000281,txn_056025,2025-08-11T17:16:12
emp_000430,txn_070719,2025-09-15T09:28:11
emp_000224,txn_073612,2025-02-25T15:11:02
emp_000430,txn_059333,2025-08-13T16:54:57
emp_000058,txn_006520,2025-12-05T12:20:00
emp_000218,txn_055896,2025-06-09T18:04:32
emp_000212,txn_044792,2025-01-06T17:57:43
emp_000373,txn_072627,2025-12-16T15:14:27
emp_000224,txn_041077,2025-12-17T17:22:03
emp_000484,txn_036420,2025-01-20T14:03:53
emp_000580,txn_068699,2025-11-19T09:14:44
emp_000266,txn_007112,2025-10-20T14:33:48
emp_000554,txn_039292,2025-07-12T11:59:24
emp_000373,txn_000913,2025-07-19T11:00:41
emp_000571,txn_069776,2025-07-29T15:09:42
emp_000580,txn_054847,2025-03-20T18:52:07
emp_000295,txn_005320,2025-03-02T18:21:51
emp_000123,txn_069238,2025-11-18T14:10:12
emp_000452,txn_055167,2025-11-21T14:55:23
emp_000554,txn_062390,2025-08-18T16:24:17
emp_000139,txn_034235,2025-05-22T16:46:15
emp_000430,txn_070517,2025-08-22T14:43:50
emp_000405,txn_004150,2025-07-08T09:43:35
emp_000315,txn_068522,2025-10-01T18:23:00
emp_000309,txn_061241,2025-09-05T14:34:53
emp_000554,txn_027629,2025-10-06T17:12:44
emp_000066,txn_025145,2025-04-30T17:28:52
emp_000246,txn_000691,2025-10-20T09:34:36
emp_000121,txn_040756,2025-03-03T15:09:09
emp_000405,txn_038727,2025-01-19T10:04:14
emp_000372,txn_073626,2025-06-16T17:14:52
emp_000594,txn_002179,2025-09-15T17:05:21
emp_000368,txn_047145,2025-12-17T14:12:29
emp_000032,txn_064992,2025-09-11T13:17:23
emp_000292,txn_046216,2025-06-19T18:15:57
emp_000224,txn_026060,2025-07-22T15:49:56
emp_000571,txn_000312,2025-08-25T17:15:11
emp_000372,txn_023658,2025-08-05T17:17:03
emp_000469,txn_062793,2025-11-28T09:19:08
emp_000513,txn_054961,2025-12-08T18:37:08
emp_000597,txn_023347,2025-11-07T17:04:21
emp_000488,txn_049706,2025-08-25T14:49:38
emp_000368,txn_064398,2025-08-21T14:28:09
emp_000480,txn_073007,2025-03-31T15:40:27
emp_000041,txn_034526,2025-09-16T10:57:03
emp_000123,txn_061692,2025-06-15T15:42:07
emp_000452,txn_072098,2025-07-16T12:25:39
emp_000412,txn_007025,2025-02-24T09:58:27
emp_000549,txn_046070,2025-04-07T15:38:37
emp_000341,txn_074099,2025-07-04T10:53:58
emp_000361,txn_023062,2025-06-02T16:01:31
emp_000093,txn_040622,2025-11-20T13:50:52
emp_000368,txn_063303,2025-02-24T17:10:23
emp_000174,txn_053754,2025-01-29T14:23:15
emp_000484,txn_053434,2025-10-15T11:12:18
emp_000148,txn_011105,2025-06-18T09:09:58
emp_000484,txn_007570,2025-09-12T18:42:33
emp_000281,txn_016013,2025-10-06T13:04:15
emp_000549,txn_034105,2025-02-27T11:02:23
emp_000315,txn_073568,2025-04-10T18:58:06
emp_000580,txn_044232,2025-08-28T13:05:29
emp_000341,txn_047937,2025-10-30T10:35:44
emp_000554,txn_004882,2025-06-05T12:55:55
emp_000480,txn_010477,2025-12-15T13:56:16
emp_000469,txn_015229,2025-06-17T14:53:39
emp_000281,txn_071695,2025-04-08T18:30:20
emp_000139,txn_039377,2025-05-29T14:55:44
emp_000333,txn_052265,2025-02-07T09:22:25
emp_000361,txn_069368,2025-07-07T10:35:30
emp_000526,txn_075790,2025-10-21T13:00:38
emp_000597,txn_026545,2025-07-07T17:15:22
emp_000361,txn_009632,2025-08-18T10:21:08
emp_000333,txn_011847,2025-07-10T14:48:30
emp_000281,txn_003871,2025-08-20T10:42:00
emp_000361,txn_021729,2025-05-12T12:03:37
emp_000405,txn_012201,2025-04-28T14:43:02
emp_000102,txn_016679,2025-10-08T09:16:56
emp_000361,txn_070014,2025-12-08T14:48:11
emp_000093,txn_072686,2025-09-14T15:15:56
emp_000005,txn_026642,2025-09-25T18:45:36
emp_000148,txn_064820,2025-07-23T15:12:06
emp_000138,txn_007127,2025-04-17T13:26:31
emp_000224,txn_068970,2025-09-01T14:06:53
emp_000539,txn_024475,2025-12-11T09:21:24
emp_000484,txn_044231,2025-11-03T15:24:26
emp_000452,txn_074645,2025-06-02T13:05:48
emp_000123,txn_052951,2025-08-26T14:39:49
emp_000484,txn_037427,2025-02-26T17:45:38
emp_000361,txn_010105,2025-08-19T09:52:44
emp_000536,txn_046176,2025-10-30T15:42:35
emp_000381,txn_050213,2025-01-13T12:15:48
emp_000309,txn_000619,2025-03-31T16:55:32
emp_000123,txn_030449,2025-01-21T16:25:20
emp_000181,txn_054362,2025-05-21T17:02:08
emp_000412,txn_062417,2025-07-15T13:41:45
emp_000295,txn_031544,2025-12-18T17:55:18
emp_000368,txn_073211,2025-12-29T16:40:25
emp_000580,txn_070350,2025-12-08T11:02:01
emp_000333,txn_060390,2025-01-13T15:32:55
emp_000138,txn_004210,2025-06-10T12:11:22
emp_000429,txn_056611,2025-03-10T18:44:39
emp_000341,txn_016068,2025-12-29T09:07:39
emp_000361,txn_006626,2025-12-24T14:07:32
emp_000580,txn_070190,2025-09-03T09:05:51
emp_000536,txn_043288,2025-06-04T18:48:09
emp_000005,txn_026820,2025-02-26T18:02:12
emp_000580,txn_007911,2025-06-03T18:46:33
emp_000005,txn_063228,2025-12-08T13:01:58
emp_000368,txn_055792,2025-01-20T12:33:58
emp_000571,txn_045795,2025-12-10T17:40:58
emp_000148,txn_066124,2025-11-12T11:11:06
emp_000326,txn_021200,2025-03-17T17:43:19
emp_000372,txn_025395,2025-12-12T15:10:51
emp_000102,txn_045059,2025-08-11T10:38:01
emp_000309,txn_021619,2025-07-02T13:05:48
emp_000412,txn_044743,2025-12-08T12:07:31
emp_000102,txn_004984,2025-01-15T18:58:11
emp_000102,txn_017505,2025-06-28T09:24:09
emp_000554,txn_065904,2025-06-30T17:56:53
emp_000373,txn_038413,2025-10-17T16:44:08
emp_000452,txn_062367,2025-11-30T09:30:28
emp_000597,txn_022161,2025-11-24T09:50:53
emp_000571,txn_062431,2025-05-13T16:03:48
emp_000181,txn_013542,2025-11-24T13:21:44
emp_000138,txn_015402,2025-08-28T09:03:31
emp_000309,txn_068374,2025-12-30T14:59:36
emp_000430,txn_067010,2025-12-23T15:10:00
emp_000148,txn_056677,2025-10-13T11:52:18
emp_000123,txn_048388,2025-10-03T10:42:33
emp_000559,txn_071817,2025-02-24T14:04:44
emp_000405,txn_053832,2025-08-29T15:17:36
emp_000252,txn_006648,2025-05-27T14:24:18
emp_000452,txn_069054,2025-03-30T14:36:38
emp_000539,txn_008323,2025-10-13T13:08:46
emp_000488,txn_007153,2025-09-04T09:47:21
emp_000488,txn_036646,2025-10-07T10:47:24
emp_000571,txn_077011,2025-05-29T13:20:41
emp_000549,txn_004917,2025-11-08T10:33:30
emp_000412,txn_042490,2025-07-28T15:57:33
emp_000218,txn_051014,2025-02-17T10:24:43
emp_000341,txn_077424,2025-05-12T10:59:10
emp_000429,txn_042893,2025-05-11T16:39:59
emp_000341,txn_016168,2025-08-19T18:15:26
emp_000341,txn_068837,2025-08-08T14:42:41
emp_000281,txn_015854,2025-01-13T12:22:06
emp_000224,txn_075429,2025-03-17T12:56:58
emp_000218,txn_048662,2025-04-26T14:43:33
emp_000005,txn_045959,2025-04-07T10:28:16
emp_000252,txn_015320,2025-04-21T17:36:20
emp_000218,txn_033228,2025-06-05T17:01:21
emp_000373,txn_056394,2025-11-11T15:18:27
emp_000093,txn_048493,2025-01-29T16:34:59
emp_000174,txn_029808,2025-06-25T10:50:48
emp_000526,txn_017161,2025-05-14T12:10:38
emp_000573,txn_067585,2025-04-15T13:18:03
emp_000513,txn_049069,2025-05-26T15:09:19
emp_000372,txn_017223,2025-09-02T12:32:57
emp_000554,txn_026505,2025-08-19T13:43:38
emp_000066,txn_003740,2025-09-29T17:12:37
emp_000580,txn_035654,2025-07-02T17:19:41
emp_000005,txn_051512,2025-07-12T09:29:50
emp_000580,txn_014168,2025-03-17T13:21:44
emp_000526,txn_029456,2025-12-08T12:11:38
emp_000292,txn_064597,2025-04-21T14:43:34
emp_000212,txn_034228,2025-08-18T09:14:17
emp_000309,txn_024852,2025-07-28T14:42:52
emp_000549,txn_022782,2025-01-06T16:09:12
emp_000058,txn_010093,2025-09-01T14:45:58
emp_000594,txn_042221,2025-10-06T16:23:41
emp_000058,txn_004634,2025-06-23T17:45:06
emp_000368,txn_073626,2026-01-01T13:09:55
emp_000447,txn_000288,2025-03-06T13:36:20
emp_000549,txn_027835,2025-06-30T09:37:13
emp_000093,txn_045751,2025-02-18T14:10:44
emp_000452,txn_009108,2025-10-22T10:06:39
emp_000469,txn_047173,2025-08-18T16:27:59
emp_000447,txn_037737,2025-07-01T10:10:08
emp_000488,txn_074962,2025-10-27T14:29:49
emp_000218,txn_034718,2025-12-08T11:45:58
emp_000123,txn_031404,2025-09-09T13:58:49
emp_000066,txn_061753,2025-12-15T15:26:52
emp_000594,txn_076021,2025-02-11T12:13:47
emp_000181,txn_076104,2025-05-28T11:47:19
emp_000469,txn_029834,2025-09-15T15:56:49
emp_000429,txn_072713,2025-02-03T14:37:20
emp_000058,txn_066898,2025-06-23T12:29:39
emp_000469,txn_060538,2025-12-01T17:18:51
emp_000224,txn_062632,2025-04-29T16:04:19
emp_000381,txn_007035,2025-10-31T15:02:58
emp_000573,txn_003801,2025-11-13T15:57:06
emp_000174,txn_076752,2025-09-25T17:52:02
emp_000174,txn_052801,2025-01-31T11:27:42
emp_000174,txn_040763,2025-03-19T18:14:37
emp_000571,txn_046266,2025-11-24T12:20:50
emp_000123,txn_072938,2025-01-09T15:19:47
emp_000580,txn_041668,2025-07-23T11:40:59
emp_000361,txn_021674,2025-03-06T12:19:25
emp_000139,txn_062453,2025-04-28T10:03:51
emp_000246,txn_028627,2025-04-21T12:30:51
emp_000571,txn_060078,2025-07-29T11:28:52
emp_000469,txn_041801,2025-04-09T15:19:28
emp_000513,txn_070197,2025-08-11T17:51:43
emp_000597,txn_045672,2025-10-30T18:17:21
emp_000102,txn_033076,2025-02-18T15:06:17
emp_000559,txn_023922,2025-07-16T16:37:47
emp_000309,txn_060309,2025-01-10T13:33:59
emp_000326,txn_054762,2025-01-21T13:43:10
emp_000032,txn_061055,2025-08-04T10:25:27
emp_000524,txn_020513,2025-09-05T10:52:06
emp_000148,txn_036911,2025-01-04T10:43:50
emp_000224,txn_037918,2025-10-08T09:57:09
emp_000597,txn_041996,2025-07-21T15:32:20
emp_000488,txn_048425,2025-09-12T10:03:10
emp_000452,txn_015675,2025-10-08T11:14:19
emp_000005,txn_012429,2025-10-20T14:36:05
emp_000447,txn_054528,2025-06-13T17:11:32
emp_000102,txn_038706,2025-08-10T12:07:48
emp_000429,txn_014502,2025-03-24T17:31:39
emp_000309,txn_029658,2025-01-16T12:15:26
emp_000032,txn_023030,2025-06-23T09:54:43
emp_000102,txn_050611,2025-01-28T18:55:05
emp_000469,txn_060515,2025-09-10T09:38:26
emp_000246,txn_074616,2025-09-23T17:43:08
emp_000469,txn_077266,2025-04-17T12:30:32
emp_000218,txn_023276,2025-10-16T11:55:48
emp_000513,txn_049676,2025-10-13T16:17:13
emp_000515,txn_042535,2025-11-06T18:11:25
emp_000571,txn_051672,2025-01-31T09:23:08
emp_000361,txn_019841,2025-07-07T17:48:12
emp_000469,txn_025667,2025-02-11T16:18:08
emp_000447,txn_001701,2025-03-14T10:44:25
emp_000480,txn_002397,2025-08-01T13:49:42
emp_000212,txn_000058,2025-06-02T11:15:26
emp_000066,txn_003609,2025-01-13T13:21:06
emp_000430,txn_050504,2025-08-08T12:54:08
emp_000252,txn_050614,2025-01-03T13:56:04
emp_000121,txn_020237,2025-07-02T10:53:02
emp_000549,txn_013420,2025-02-05T12:27:35
emp_000066,txn_039621,2025-05-08T10:45:33
emp_000554,txn_014116,2025-02-27T17:41:39
emp_000266,txn_017993,2025-06-27T09:15:21
emp_000573,txn_005017,2025-04-14T16:37:14
emp_000430,txn_028054,2025-06-26T09:24:10
emp_000412,txn_014988,2025-06-05T14:01:13
emp_000093,txn_008101,2025-05-30T09:43:04
emp_000452,txn_073793,2025-05-12T12:47:49
emp_000469,txn_041534,2025-06-02T17:24:57
emp_000368,txn_052916,2025-09-01T11:50:50
emp_000333,txn_054230,2025-08-01T11:59:29
emp_000372,txn_050511,2025-03-08T09:57:35
emp_000412,txn_036101,2025-02-09T16:19:21
emp_000181,txn_032851,2025-10-15T12:06:48
emp_000457,txn_001279,2025-03-28T11:41:41
emp_000484,txn_029313,2025-08-27T12:40:40
emp_000174,txn_066053,2025-05-26T10:40:37
emp_000373,txn_066494,2025-08-25T15:56:01
emp_000246,txn_059225,2025-09-01T13:42:47
emp_000526,txn_009355,2025-04-01T10:55:23
emp_000457,txn_030764,2025-10-23T13:43:42
emp_000488,txn_030267,2025-05-29T16:14:43
emp_000515,txn_064259,2025-06-28T18:53:49
emp_000341,txn_074282,2025-01-13T10:11:56
emp_000121,txn_071543,2025-04-21T13:56:36
emp_000524,txn_029191,2025-12-15T15:02:59
emp_000405,txn_073946,2025-03-05T11:21:26
emp_000212,txn_017098,2025-05-16T12:43:24
emp_000559,txn_043346,2025-09-12T15:18:13
emp_000093,txn_032705,2025-05-28T18:39:00
emp_000032,txn_046302,2025-08-25T12:50:31
emp_000469,txn_054530,2025-02-19T09:53:25
emp_000315,txn_007986,2025-12-08T14:44:51
emp_000041,txn_024046,2025-07-21T16:41:07
emp_000295,txn_075547,2025-10-09T14:19:10
emp_000218,txn_013603,2025-06-17T15:21:30
emp_000181,txn_022222,2025-12-22T16:29:26
emp_000515,txn_025792,2025-09-08T10:31:10
emp_000246,txn_028601,2025-12-16T16:24:59
emp_000246,txn_076221,2025-11-11T11:17:09
emp_000266,txn_030465,2025-01-09T09:59:34
emp_000373,txn_006720,2025-01-06T13:44:48
emp_000341,txn_031711,2025-02-10T11:47:03
emp_000341,txn_049664,2025-04-14T12:27:14
emp_000597,txn_053975,2025-05-14T17:06:31
emp_000246,txn_027328,2025-07-14T09:36:16
emp_000594,txn_003854,2025-10-08T12:43:58
emp_000536,txn_012598,2025-10-16T18:59:53
emp_000515,txn_070754,2025-08-28T13:32:11
emp_000381,txn_020341,2025-07-14T09:08:04
emp_000333,txn_051880,2025-08-11T14:02:19
emp_000066,txn_047447,2025-10-17T15:09:53
emp_000457,txn_055862,2025-09-01T10:40:29
emp_000281,txn_008896,2025-08-24T09:08:35
emp_000594,txn_026210,2025-09-15T12:02:42
emp_000093,txn_002599,2025-09-30T16:32:02
emp_000341,txn_010486,2025-04-28T18:13:21
emp_000138,txn_003495,2025-06-30T18:41:57
emp_000539,txn_068704,2025-11-17T10:21:26
emp_000469,txn_047504,2025-11-07T14:53:18
emp_000429,txn_062736,2025-01-03T15:28:30
emp_000480,txn_053997,2025-08-12T16:44:35
emp_000174,txn_003937,2025-10-06T11:18:43
emp_000102,txn_028249,2025-09-22T15:25:33
emp_000469,txn_040088,2025-01-15T14:10:33
emp_000554,txn_012437,2025-07-28T17:26:47
emp_000484,txn_016303,2025-02-24T18:20:22
emp_000138,txn_065874,2025-02-03T15:29:40
emp_000539,txn_046267,2025-12-29T13:13:14
emp_000373,txn_055854,2025-08-18T18:56:36
emp_000174,txn_059539,2025-05-16T13:10:23
emp_000309,txn_024005,2025-04-11T10:55:55
emp_000488,txn_008789,2025-01-15T11:19:01
emp_000246,txn_039684,2025-03-19T17:22:18
emp_000066,txn_035510,2025-08-25T10:39:19
emp_000139,txn_018228,2025-08-27T13:13:55
emp_000246,txn_063538,2025-02-26T16:33:43
emp_000571,txn_001379,2025-10-23T14:36:42
emp_000412,txn_050971,2025-07-23T11:06:36
emp_000480,txn_025241,2025-02-19T10:41:51
emp_000452,txn_028899,2025-07-14T13:26:41
emp_000058,txn_055776,2025-10-06T18:18:29
emp_000058,txn_018633,2025-04-18T13:39:02
emp_000341,txn_066577,2025-11-24T10:10:04
emp_000368,txn_049801,2025-01-22T12:46:11
