employee_id,device_id,edge_timestamp
emp_000547,device_001702,2025-03-10T12:43:16
emp_000512,device_010530,2025-08-04T13:02:54
emp_000335,device_009674,2025-06-09T13:18:29
emp_000424,device_011558,2025-06-23T10:37:46
emp_000505,device_010967,2025-12-03T11:39:30
emp_000477,device_009533,2025-04-14T10:47:36
emp_000344,device_003231,2025-10-13T12:58:13
emp_000300,device_003351,2025-08-06T09:33:25
emp_000240,device_004758,2025-06-22T02:04:46
emp_000556,device_007506,2025-05-12T18:22:49
emp_000194,device_009163,2025-06-30T14:38:09
emp_000243,device_009525,2025-10-21T14:39:24
emp_000308,device_000341,2025-05-13T09:30:27
emp_000122,device_000279,2025-07-16T17:02:03
emp_000115,device_010699,2025-01-08T16:32:46
emp_000591,device_000666,2025-05-15T16:33:15
emp_000412,device_002875,2025-12-13T13:40:03
emp_000324,device_004438,2025-03-25T17:56:13
emp_000428,device_005571,2025-12-18T09:55:11
emp_000379,device_010732,2025-02-03T12:13:00
emp_000199,device_004035,2025-07-20T12:38:41
emp_000132,device_007856,2025-12-08T17:33:25
emp_000080,device_008161,2025-12-17T13:19:41
emp_000342,device_006467,2025-10-20T12:58:41
emp_000420,device_001824,2025-05-15T17:02:19
emp_000422,device_005900,2025-03-18T14:54:36
emp_000430,device_001650,2025-10-20T16:55:29
emp_000429,device_000686,2025-11-03T09:27:13
emp_000479,device_000579,2025-11-06T11:31:53
emp_000216,device_000516,2025-05-28T18:37:14
emp_000300,device_011441,2025-02-16T16:06:26
emp_000472,device_009140,2025-04-06T00:54:05
emp_000016,device_010659,2025-02-22T23:28:05
emp_000534,device_006943,2025-04-30T11:40:15
emp_000014,device_002677,2025-12-30T13:09:42
emp_000590,device_008293,2025-02-26T13:09:32
emp_000315,device_002021,2025-10-30T13:00:20
emp_000258,device_011002,2025-09-26T10:33:29
emp_000485,device_001811,2025-02-10T15:46:30
emp_000187,device_003416,2025-06-18T12:26:21
emp_000457,device_005355,2025-09-04T10:58:06
emp_000087,device_007646,2025-09-19T15:22:43
emp_000293,device_008705,2025-10-06T05:56:59
emp_000355,device_005396,2025-05-10T12:04:24
emp_000018,device_000003,2025-12-22T10:06:32
emp_000040,device_000742,2025-12-08T23:10:24
emp_000445,device_006393,2025-10-06T12:05:18
emp_000443,device_002421,2025-10-07T03:14:27
emp_000072,device_007463,2025-12-02T15:48:15
emp_000434,device_001702,2025-01-31T14:05:45
emp_000448,device_005069,2025-10-27T11:41:48
emp_000023,device_011688,2025-10-16T09:06:28
emp_000150,device_009345,2025-03-07T17:10:15
emp_000348,device_010207,2025-12-15T16:22:05
emp_000163,device_004295,2025-11-18T18:47:28
emp_000457,device_002890,2025-04-23T14:36:36
emp_000169,device_009119,2025-09-07T12:53:21
emp_000046,device_010848,2025-06-12T15:28:08
emp_000410,device_008738,2025-09-01T15:39:39
emp_000394,device_007308,2025-01-09T22:03:22
emp_000522,device_005354,2025-07-14T10:01:16
emp_000073,device_003308,2025-12-22T15:14:17
emp_000277,device_010273,2025-04-22T16:52:24
emp_000286,device_003587,2025-01-31T12:58:03
emp_000268,device_009325,2025-07-28T17:35:19
emp_000067,device_011322,2025-10-03T09:11:14
emp_000152,device_004656,2025-06-07T00:37:23
emp_000473,device_004399,2025-07-04T14:51:34
emp_000455,device_003421,2025-10-03T17:56:21
emp_000374,device_004636,2025-04-11T11:38:41
emp_000166,device_009828,2025-10-15T18:59:44
emp_000054,device_007417,2025-09-12T17:30:14
emp_000062,device_000570,2025-06-25T23:52:26
emp_000321,device_005493,2025-02-07T10:27:29
emp_000462,device_010102,2025-08-04T13:26:56
emp_000319,device_003532,2025-05-19T18:45:44
emp_000558,device_003416,2025-08-07T15:00:53
emp_000528,device_004649,2025-05-29T11:39:19
emp_000206,device_005563,2025-06-06T13:44:08
emp_000427,device_001961,2025-10-12T22:32:30
emp_000350,device_009379,2025-03-21T13:46:08
emp_000460,device_008316,2025-05-27T12:10:44
emp_000458,device_000844,2025-02-27T14:25:15
emp_000181,device_006945,2025-10-04T17:10:07
emp_000171,device_006876,2025-02-24T18:46:53
emp_000022,device_004473,2025-09-19T01:10:29
emp_000248,device_008115,2026-01-01T18:51:47
emp_000186,device_001766,2025-07-31T17:22:58
emp_000599,device_010811,2025-08-25T14:20:41
emp_000377,device_006237,2025-05-19T02:08:15
emp_000357,device_009999,2025-09-23T18:40:13
emp_000523,device_003280,2025-08-28T01:47:38
emp_000273,device_000215,2025-02-23T05:26:59
emp_000304,device_003219,2025-04-13T15:25:48
emp_000042,device_000899,2025-03-31T12:16:05
emp_000418,device_005907,2025-06-13T04:30:43
emp_000543,device_011514,2025-05-15T10:55:49
emp_000224,device_000868,2025-03-03T15:46:52
emp_000312,device_003356,2025-12-18T17:47:42
emp_000351,device_003376,2025-02-05T10:03:27
emp_000247,device_011540,2025-12-16T13:34:34
emp_000553,device_007201,2025-08-28T17:08:14
emp_000188,device_005082,2025-08-15T13:43:05
emp_000023,device_004556,2025-03-25T09:50:08
emp_000155,device_009458,2025-11-05T16:03:32
emp_000266,device_006133,2025-12-31T11:15:07
emp_000088,device_005961,2025-09-16T18:05:08
emp_000505,device_000524,2025-10-08T17:04:35
emp_000461,device_007020,2025-07-14T11:31:00
emp_000254,device_004470,2025-12-15T14:22:57
emp_000178,device_010357,2025-10-22T14:06:33
emp_000324,device_004112,2025-06-04T16:37:10
emp_000135,device_005593,2025-05-22T15:03:41
emp_000248,device_001169,2025-06-24T15:12:09
emp_000094,device_004568,2025-05-03T04:12:47
emp_000165,device_009097,2025-04-25T14:25:37
emp_000122,device_000863,2025-05-16T17:47:46
emp_000499,device_005526,2025-10-21T14:32:35
emp_000172,device_006603,2025-01-07T18:56:38
emp_000429,device_009056,2025-02-17T18:10:36
emp_000526,device_008554,2025-04-02T16:01:08
emp_000437,device_004814,2025-12-12T12:29:24
emp_000160,device_005483,2025-12-02T14:48:36
emp_000064,device_010158,2025-05-09T02:10:04
emp_000544,device_005449,2025-07-31T18:55:02
emp_000276,device_006199,2025-10-22T17:14:59
emp_000302,device_007573,2025-09-19T04:34:39
emp_000088,device_007602,2025-10-25T01:48:27
emp_000005,device_004856,2025-04-01T14:38:05
emp_000228,device_002000,2025-10-10T12:34:33
emp_000104,device_009354,2025-03-13T12:16:28
emp_000593,device_011576,2025-05-27T12:46:42
emp_000511,device_007156,2025-09-22T13:12:14
emp_000587,device_005136,2025-03-27T13:31:08
emp_000261,device_001565,2025-01-30T11:56:09
emp_000210,device_004746,2025-04-21T16:48:23
emp_000418,device_002717,2025-04-21T10:24:48
emp_000566,device_005262,2025-01-29T14:44:08
emp_000199,device_007155,2025-04-16T15:24:24
emp_000418,device_010987,2025-02-06T04:09:41
emp_000144,device_004093,2025-12-01T16:17:26
emp_000392,device_001582,2025-11-01T04:30:08
emp_000550,device_003066,2025-10-13T14:42:49
emp_000600,device_005992,2025-07-14T18:08:47
emp_000560,device_003066,2025-12-10T09:21:23
emp_000464,device_009837,2025-03-10T18:02:20
emp_000161,device_007823,2025-06-06T10:05:14
emp_000505,device_000114,2025-12-08T12:55:58
emp_000284,device_001655,2025-11-21T15:56:48
emp_000333,device_000396,2025-09-15T09:59:54
emp_000566,device_006661,2025-06-09T17:06:11
emp_000155,device_001722,2025-06-06T17:39:00
emp_000284,device_000423,2025-12-15T11:57:01
emp_000140,device_007230,2025-03-18T13:19:27
emp_000392,device_005093,2025-07-15T14:50:58
emp_000298,device_001200,2025-02-17T12:58:14
emp_000094,device_001344,2025-04-28T12:17:55
emp_000267,device_004616,2025-09-24T18:39:28
emp_000444,device_008461,2025-03-31T10:30:52
emp_000091,device_003703,2025-04-11T17:04:12
emp_000196,device_007982,2025-03-27T09:18:50
emp_000234,device_002030,2025-05-28T15:40:40
emp_000586,device_001546,2025-11-10T17:38:07
emp_000097,device_007534,2025-09-15T10:25:27
emp_000052,device_005705,2025-07-25T12:48:31
emp_000466,device_000578,2025-09-15T11:05:10
emp_000555,device_008926,2025-05-16T14:15:36
emp_000356,device_005654,2025-10-20T14:07:27
emp_000308,device_000298,2025-06-19T16:49:20
emp_000066,device_008181,2025-11-17T16:55:11
emp_000378,device_005281,2026-01-01T15:35:23
emp_000431,device_003147,2025-03-05T13:59:29
emp_000599,device_002958,2025-12-15T12:32:51
emp_000006,device_010253,2025-09-15T13:49:37
emp_000362,device_004380,2025-11-17T09:46:58
emp_000427,device_006453,2025-06-23T16:13:09
emp_000510,device_011214,2025-06-20T15:39:40
emp_000598,device_003801,2025-05-06T09:51:54
emp_000070,device_004362,2025-04-07T14:22:54
emp_000331,device_005242,2025-02-24T10:12:15
emp_000423,device_010060,2025-11-13T15:15:22
emp_000511,device_002415,2025-02-09T14:33:40
emp_000260,device_009500,2025-06-16T13:08:59
emp_000334,device_007339,2025-04-21T18:11:38
emp_000578,device_002590,2025-08-04T15:13:37
emp_000499,device_003994,2025-04-12T05:33:36
emp_000012,device_005476,2025-08-01T18:08:30
emp_000204,device_005236,2025-10-30T12:22:45
emp_000392,device_009608,2025-12-31T14:07:42
emp_000383,device_002086,2025-09-22T18:31:30
emp_000587,device_001479,2025-04-07T09:58:24
emp_000586,device_005033,2025-09-18T13:21:04
emp_000267,device_010456,2025-05-17T01:02:27
emp_000195,device_008321,2025-05-30T16:33:43
emp_000195,device_009334,2025-11-13T10:56:09
emp_000282,device_001541,2025-12-02T11:20:32
emp_000442,device_001863,2025-05-19T12:12:33
emp_000233,device_006424,2025-10-13T00:55:12
emp_000543,device_004004,2025-03-06T15:11:46
emp_000350,device_002032,2025-03-24T15:45:04
emp_000499,device_003316,2025-07-04T18:12:15
emp_000393,device_004524,2025-01-08T17:56:12
emp_000210,device_003137,2025-07-04T11:32:34
emp_000098,device_006199,2025-02-13T10:45:45
emp_000219,device_001214,2025-10-27T16:10:32
emp_000069,device_000645,2025-07-14T10:05:04
emp_000442,device_007737,2025-03-24T15:29:17
emp_000391,device_003945,2025-02-07T11:48:37
emp_000131,device_007719,2025-05-06T10:18:01
emp_000597,device_003610,2025-03-03T14:55:34
emp_000255,device_009529,2025-05-12T10:01:15
emp_000041,device_002512,2025-05-09T14:22:11
emp_000186,device_009458,2025-04-14T18:01:11
emp_000067,device_003185,2025-09-25T13:29:39
emp_000339,device_002081,2025-09-04T12:48:27
emp_000136,device_008220,2025-12-25T12:22:31
emp_000283,device_003795,2025-06-13T22:00:20
emp_000431,device_006877,2025-12-05T17:11:42
emp_000216,device_006257,2025-10-16T11:23:34
emp_000219,device_001241,2025-10-06T12:00:58
emp_000136,device_005195,2025-06-04T18:20:03
emp_000143,device_000317,2025-11-05T18:27:30
emp_000203,device_011619,2025-09-15T15:22:16
emp_000109,device_005350,2025-01-08T15:19:05
emp_000019,device_010474,2025-02-13T10:24:52
emp_000153,device_004511,2025-03-25T15:37:46
emp_000259,device_006974,2025-04-10T17:32:26
emp_000545,device_008219,2025-04-16T17:40:44
emp_000416,device_006875,2025-05-23T15:06:41
emp_000144,device_001561,2025-12-05T09:16:45
emp_000456,device_008576,2025-12-01T10:19:46
emp_000385,device_009300,2025-09-17T14:33:54
emp_000455,device_010816,2025-11-21T12:31:46
emp_000372,device_002207,2025-05-29T10:36:01
emp_000324,device_003105,2025-04-01T11:34:21
emp_000064,device_005656,2025-08-07T11:01:28
emp_000554,device_007584,2025-07-07T18:13:41
emp_000528,device_007074,2025-06-06T09:13:09
emp_000037,device_004719,2025-05-14T18:21:49
emp_000365,device_005554,2025-11-24T15:39:04
emp_000587,device_000820,2025-06-10T01:50:57
emp_000520,device_006613,2025-02-03T10:43:25
emp_000470,device_000018,2025-10-13T16:54:27
emp_000442,device_000093,2025-02-17T12:32:37
emp_000381,device_004662,2025-09-04T09:19:11
emp_000227,device_003764,2025-04-24T11:29:26
emp_000438,device_006786,2025-10-20T14:03:29
emp_000079,device_011463,2025-11-25T18:40:17
emp_000385,device_008423,2025-10-22T00:48:14
emp_000093,device_008628,2025-09-08T11:48:00
emp_000194,device_006964,2025-02-20T17:41:26
emp_000419,device_010365,2025-07-30T17:08:30
emp_000359,device_009064,2025-01-13T15:57:20
emp_000353,device_006841,2025-06-02T16:33:53
emp_000249,device_005088,2025-06-09T22:51:48
emp_000137,device_008330,2025-03-05T15:34:07
emp_000506,device_008215,2025-01-23T03:04:53
emp_000042,device_010243,2025-09-15T16:56:15
emp_000332,device_005244,2025-01-30T11:50:33
emp_000357,device_003620,2025-09-29T17:25:44
emp_000434,device_000239,2025-05-20T10:41:16
emp_000086,device_008519,2025-09-18T11:47:42
emp_000174,device_002707,2025-12-25T15:34:05
emp_000392,device_009234,2025-11-26T05:19:18
emp_000423,device_002398,2025-10-03T18:54:39
emp_000144,device_007911,2025-09-22T11:57:01
emp_000149,device_000470,2025-01-28T15:37:08
emp_000182,device_002677,2025-07-07T15:07:16
emp_000329,device_002123,2025-07-22T15:31:38
emp_000464,device_010667,2025-08-26T10:00:12
emp_000243,device_007436,2025-10-31T15:07:30
emp_000362,device_003201,2025-05-22T13:18:19
emp_000431,device_010626,2025-05-29T15:46:41
emp_000278,device_005221,2025-06-05T11:57:18
emp_000052,device_004035,2025-06-12T16:42:14
emp_000424,device_000615,2025-08-25T11:17:27
emp_000291,device_005368,2025-11-27T10:47:15
emp_000208,device_010351,2025-05-06T17:53:09
emp_000424,device_009026,2025-05-20T17:35:04
emp_000244,device_009840,2025-11-24T13:03:53
emp_000049,device_008908,2025-03-12T09:47:26
emp_000040,device_000945,2025-05-14T17:04:48
emp_000502,device_010657,2025-10-13T14:58:49
emp_000218,device_007843,2025-09-15T18:57:09
emp_000018,device_000982,2025-12-07T00:23:44
emp_000508,device_003296,2025-05-27T14:20:10
emp_000120,device_003202,2025-10-29T15:57:59
emp_000156,device_001237,2025-07-10T13:54:44
emp_000588,device_004735,2025-01-10T22:47:07
emp_000075,device_007698,2025-11-27T15:42:46
emp_000270,device_003350,2025-08-04T12:59:20
emp_000213,device_000987,2025-03-15T01:39:06
emp_000393,device_010351,2025-10-30T09:47:58
emp_000113,device_002725,2025-01-13T17:31:19
emp_000145,device_008165,2025-03-27T17:58:03
emp_000124,device_003343,2025-08-11T03:48:25
emp_000499,device_005049,2025-11-10T22:04:08
emp_000077,device_007646,2025-05-08T15:55:35
emp_000534,device_004400,2025-09-29T11:48:59
emp_000251,device_010678,2025-11-04T14:17:04
emp_000322,device_008662,2025-02-14T10:29:47
emp_000402,device_007973,2025-05-28T17:58:23
emp_000523,device_004328,2025-08-12T15:15:23
emp_000319,device_003458,2025-01-02T11:45:52
emp_000060,device_005058,2025-11-18T14:59:34
emp_000503,device_009468,2025-01-20T11:12:38
emp_000360,device_010430,2025-10-13T11:20:25
emp_000072,device_010794,2025-02-04T13:45:09
emp_000185,device_007037,2025-03-22T00:39:03
emp_000038,device_004950,2025-12-29T11:34:53
emp_000353,device_002310,2025-10-20T15:15:23
emp_000438,device_005737,2025-08-04T17:52:15
emp_000307,device_002846,2025-05-28T16:02:15
emp_000353,device_000172,2025-05-29T12:12:23
emp_000270,device_002105,2025-03-19T13:23:07
emp_000557,device_011085,2025-10-02T12:33:14
emp_000545,device_008896,2025-03-11T17:46:59
emp_000146,device_006424,2025-01-29T15:26:34
emp_000346,device_010193,2025-05-07T16:59:24
emp_000132,device_005711,2025-02-21T10:52:10
emp_000328,device_008548,2025-07-07T12:04:03
emp_000373,device_004474,2025-12-20T11:03:49
emp_000393,device_009963,2025-06-02T09:15:59
emp_000412,device_003683,2025-06-16T11:39:08
emp_000564,device_005511,2025-06-28T12:13:34
emp_000056,device_001060,2025-05-17T09:26:14
emp_000401,device_004380,2025-04-02T00:14:18
emp_000127,device_004127,2025-05-09T18:06:48
emp_000537,device_008770,2025-01-28T11:22:37
emp_000246,device_003662,2025-07-18T10:01:48
emp_000513,device_011487,2025-06-20T15:09:26
emp_000264,device_009396,2025-12-26T14:33:12
emp_000522,device_005021,2025-12-29T15:55:31
emp_000579,device_002773,2025-01-27T09:31:02
emp_000349,device_009000,2025-10-13T16:32:34
emp_000174,device_008570,2025-03-30T14:16:14
emp_000154,device_001156,2025-06-30T17:01:19
emp_000259,device_010297,2025-02-04T15:36:13
emp_000304,device_001598,2025-10-20T09:50:04
emp_000359,device_002132,2025-07-01T17:52:02
emp_000467,device_011428,2025-08-26T13:16:04
emp_000198,device_003277,2025-04-23T14:37:18
emp_000105,device_008165,2025-09-29T10:30:16
emp_000481,device_008752,2025-01-09T18:12:51
emp_000175,device_007772,2025-01-17T16:31:10
emp_000128,device_008008,2025-06-06T10:25:35
emp_000083,device_005141,2025-09-08T18:12:50
emp_000167,device_008127,2025-02-04T18:40:54
emp_000442,device_002875,2025-02-22T18:39:08
emp_000118,device_001811,2025-06-02T23:03:49
emp_000224,device_004380,2025-05-28T10:59:12
emp_000397,device_011463,2025-04-28T12:16:32
emp_000208,device_007618,2025-11-07T15:48:09
emp_000250,device_008216,2025-05-19T16:28:10
emp_000385,device_002774,2025-02-18T13:20:26
emp_000394,device_007655,2025-06-19T01:13:41
emp_000417,device_002152,2025-07-14T10:12:32
emp_000574,device_009097,2025-12-05T18:18:42
emp_000327,device_003281,2025-11-19T16:32:46
emp_000195,device_001975,2025-05-13T14:28:35
emp_000076,device_008796,2025-04-15T16:10:05
emp_000160,device_011289,2025-07-09T12:57:31
emp_000249,device_006511,2025-12-08T17:07:36
emp_000010,device_006603,2025-06-25T14:28:39
emp_000028,device_008923,2025-05-16T11:12:59
emp_000585,device_003082,2025-04-07T15:10:42
emp_000384,device_007527,2025-12-04T00:22:45
emp_000092,device_005342,2025-01-26T23:58:47
emp_000576,device_001457,2025-06-19T18:59:26
emp_000138,device_009840,2025-09-15T17:26:55
emp_000411,device_000622,2025-08-02T13:50:07
emp_000015,device_008160,2025-10-16T09:15:58
emp_000036,device_005864,2025-06-30T15:55:06
emp_000224,device_004617,2025-02-27T17:44:18
emp_000498,device_007885,2025-01-20T16:50:29
emp_000340,device_001309,2025-06-13T17:39:53
emp_000522,device_000936,2025-10-27T10:43:19
emp_000416,device_005048,2025-12-31T13:01:28
emp_000029,device_000337,2025-12-22T11:05:21
emp_000400,device_011583,2025-09-11T09:45:29
emp_000517,device_003915,2025-06-18T15:16:38
emp_000370,device_001783,2025-07-23T09:09:57
emp_000367,device_009556,2025-09-22T12:10:17
emp_000080,device_000003,2025-05-05T13:53:40
emp_000356,device_001670,2025-03-06T18:41:44
emp_000077,device_008345,2025-02-19T17:48:54
emp_000556,device_005355,2025-07-03T12:09:04
emp_000549,device_009344,2025-10-06T18:41:19
emp_000262,device_005473,2025-08-06T14:24:21
emp_000232,device_010022,2025-07-15T14:57:52
emp_000144,device_000663,2025-04-22T09:45:18
emp_000352,device_000551,2025-07-31T17:39:00
emp_000329,device_011560,2025-12-01T17:05:24
emp_000579,device_010769,2025-01-01T09:03:19
emp_000340,device_011367,2025-10-21T17:41:34
emp_000467,device_003385,2025-12-24T09:40:52
emp_000250,device_007307,2025-07-17T15:02:55
emp_000062,device_006267,2025-02-27T11:48:35
emp_000421,device_006539,2025-03-24T14:08:11
emp_000284,device_009674,2025-04-09T12:20:39
emp_000168,device_009815,2025-07-12T23:37:48
emp_000340,device_011318,2025-12-09T18:22:04
emp_000528,device_010270,2025-06-13T12:19:51
emp_000322,device_000346,2025-06-12T15:58:14
emp_000521,device_005392,2025-08-11T16:50:18
emp_000073,device_009935,2025-09-17T16:45:53
emp_000043,device_006099,2025-06-27T13:38:43
emp_000069,device_006380,2025-07-02T17:33:09
emp_000101,device_005455,2025-02-26T12:32:51
emp_000050,device_001012,2025-05-08T10:40:59
emp_000152,device_006992,2025-02-10T18:26:53
emp_000569,device_008376,2025-04-09T14:49:52
emp_000593,device_000937,2025-04-07T13:07:45
emp_000409,device_002579,2025-04-08T14:03:36
emp_000287,device_005648,2025-01-12T14:31:30
emp_000552,device_008617,2025-11-10T12:23:43
emp_000288,device_008725,2025-08-25T17:29:44
emp_000218,device_009301,2025-12-15T18:33:27
emp_000563,device_004714,2025-04-15T03:26:02
emp_000001,device_007381,2025-01-18T02:52:29
emp_000512,device_009451,2025-06-23T11:34:38
emp_000445,device_006359,2025-09-15T09:51:16
emp_000338,device_005700,2025-11-20T14:05:44
emp_000040,device_004403,2025-04-10T03:39:20
emp_000546,device_002123,2025-05-23T15:40:39
emp_000117,device_011584,2025-03-03T16:53:09
emp_000387,device_000778,2025-05-12T13:47:28
emp_000397,device_005882,2025-11-05T15:24:19
emp_000248,device_004466,2025-03-18T10:21:05
emp_000099,device_011525,2025-01-27T18:57:10
emp_000251,device_005827,2025-05-05T14:58:04
emp_000279,device_008823,2025-06-18T15:52:18
emp_000110,device_002612,2025-11-12T11:13:07
emp_000084,device_009911,2025-01-13T15:50:06
emp_000275,device_003656,2025-01-27T17:39:45
emp_000175,device_002849,2025-09-30T09:52:59
emp_000288,device_001644,2025-10-17T15:02:02
emp_000310,device_005332,2025-10-13T15:27:58
emp_000519,device_003078,2025-04-04T15:00:35
emp_000299,device_005079,2025-12-05T11:13:16
emp_000384,device_011022,2025-12-01T18:54:57
emp_000084,device_007492,2025-12-26T15:34:59
emp_000249,device_011032,2025-12-12T14:36:25
emp_000154,device_003564,2025-07-07T11:57:31
emp_000505,device_003458,2025-08-18T11:12:13
emp_000354,device_010422,2025-04-04T15:29:26
emp_000374,device_001327,2025-06-12T18:57:15
emp_000551,device_009609,2025-06-01T02:21:08
emp_000205,device_000272,2025-09-02T13:46:22
emp_000285,device_010534,2025-12-25T00:50:10
emp_000555,device_004526,2025-05-28T13:50:53
emp_000374,device_001380,2025-08-06T16:05:18
emp_000014,device_008801,2025-08-20T09:07:59
emp_000540,device_004515,2025-01-20T15:45:23
emp_000303,device_008896,2025-10-03T12:14:42
emp_000578,device_008774,2025-09-03T02:21:41
emp_000295,device_007551,2025-01-13T15:45:19
emp_000196,device_008512,2025-01-13T14:24:40
emp_000256,device_004371,2025-12-25T16:23:30
emp_000249,device_002150,2025-06-09T13:49:02
emp_000375,device_010785,2025-12-10T11:02:51
emp_000027,device_005065,2025-02-12T10:07:39
emp_000583,device_001241,2025-01-14T12:19:18
emp_000431,device_010628,2025-03-31T11:06:05
emp_000287,device_007154,2025-09-16T11:13:51
emp_000216,device_000217,2025-12-22T12:13:15
emp_000041,device_005260,2025-05-22T15:43:05
emp_000153,device_008011,2025-12-02T13:11:17
emp_000018,device_000418,2025-03-15T01:19:27
emp_000256,device_004993,2025-02-19T14:10:59
emp_000369,device_002875,2025-11-19T12:50:23
emp_000455,device_006474,2025-02-24T14:28:05
emp_000431,device_006607,2025-04-04T16:46:52
emp_000413,device_009055,2025-03-03T23:23:06
emp_000067,device_003663,2025-01-01T18:15:37
emp_000175,device_010972,2025-04-09T10:14:31
emp_000116,device_003617,2025-01-31T11:22:27
emp_000030,device_004305,2025-07-20T05:31:32
emp_000298,device_008330,2025-05-20T10:55:30
emp_000476,device_008628,2025-12-31T14:11:12
emp_000368,device_004259,2025-11-12T16:04:03
emp_000231,device_003834,2025-09-29T10:53:02
emp_000595,device_006616,2025-04-07T13:31:24
emp_000106,device_005608,2025-08-04T01:51:24
emp_000534,device_000677,2025-02-24T10:48:27
emp_000149,device_008050,2025-02-04T10:17:16
emp_000315,device_002335,2025-04-07T17:43:11
emp_000153,device_006512,2025-07-30T23:02:39
emp_000038,device_007082,2025-11-26T15:36:40
emp_000246,device_004470,2025-09-02T18:40:28
emp_000515,device_011052,2025-02-10T11:08:21
emp_000574,device_007236,2025-05-13T14:29:44
emp_000593,device_005961,2025-09-02T09:21:40
emp_000141,device_004151,2025-11-05T14:14:54
emp_000262,device_007448,2025-02-11T16:35:40
emp_000064,device_005768,2025-11-12T17:26:29
emp_000349,device_003173,2025-02-18T10:00:50
emp_000113,device_009647,2025-11-10T00:27:10
emp_000194,device_004134,2025-07-04T16:49:54
emp_000406,device_007990,2025-10-09T17:49:46
emp_000265,device_004486,2025-05-06T11:12:41
emp_000147,device_005233,2025-03-07T18:31:17
emp_000001,device_007762,2025-05-20T09:34:47
emp_000454,device_007038,2025-01-20T14:57:29
emp_000243,device_006810,2025-12-12T00:02:11
emp_000458,device_005646,2025-11-17T18:54:46
emp_000483,device_008052,2025-07-30T14:18:58
emp_000563,device_003546,2025-07-14T18:35:55
