transaction_id,account_id,device_id,ip_id,payment_token_id,merchant_id,amount,currency,txn_type,event_timestamp,ingestion_timestamp
txn_029349,acct_003047,device_002547,ip_007199,token_019593,merchant_000670,10.78,USD,purchase,2025-01-01T01:09:21,2025-01-01T01:11:18
txn_027945,acct_016878,device_003322,ip_000262,token_016313,merchant_000785,11.89,USD,purchase,2025-01-01T01:17:36,2025-01-01T01:21:09
txn_006480,acct_018370,device_001326,ip_004966,token_018338,merchant_000144,145.66,USD,purchase,2025-01-01T01:37:10,2025-01-01T01:37:37
txn_063473,acct_014639,device_006869,ip_007594,token_019027,merchant_001059,8.45,USD,purchase,2025-01-01T01:38:08,2025-01-01T01:40:02
txn_044272,acct_001609,device_011504,ip_006228,token_009391,merchant_000138,34.93,USD,purchase,2025-01-01T01:47:24,2025-01-01T01:48:52
txn_039625,acct_019869,device_007685,ip_007392,token_023304,merchant_000912,38.81,USD,purchase,2025-01-01T01:51:27,2025-01-01T01:55:26
txn_033538,acct_011696,device_006987,ip_002632,token_019929,merchant_000619,26.56,USD,purchase,2025-01-01T01:51:58,2025-01-01T01:51:59
txn_034639,acct_002682,device_002557,ip_003795,token_024203,merchant_000519,102.71,USD,purchase,2025-01-01T02:04:13,2025-01-01T02:05:54
txn_065875,acct_019430,device_005938,ip_002888,token_000008,merchant_000146,11.24,USD,purchase,2025-01-01T02:10:48,2025-01-01T02:12:12
txn_044237,acct_004545,device_007543,ip_002896,token_004726,merchant_000146,29.65,USD,purchase,2025-01-01T02:12:24,2025-01-01T02:13:24
txn_074633,acct_015580,device_009082,ip_004817,token_010999,merchant_000745,143.39,USD,purchase,2025-01-01T02:15:02,2025-01-01T02:15:56
txn_079925,acct_000469,device_008665,ip_004762,token_016921,merchant_000547,53.98,USD,purchase,2025-01-01T02:21:49,2025-01-01T02:24:01
txn_029490,acct_014977,device_005708,ip_009506,token_002134,merchant_000453,9.1,USD,purchase,2025-01-01T02:44:21,2025-01-01T02:46:21
txn_054969,acct_004748,device_011006,ip_008869,token_005005,merchant_000243,17.16,USD,purchase,2025-01-01T03:00:39,2025-01-01T03:00:52
txn_057504,acct_007730,device_000820,ip_002521,token_008201,merchant_001072,24.42,USD,purchase,2025-01-01T03:05:47,2025-01-01T03:07:48
txn_010728,acct_014375,device_009596,ip_006236,token_021042,merchant_000825,12.11,USD,purchase,2025-01-01T03:06:25,2025-01-01T03:09:24
txn_064424,acct_017357,device_006843,ip_009585,token_006104,merchant_000311,5.84,USD,purchase,2025-01-01T03:14:35,2025-01-01T03:17:27
txn_009356,acct_020463,device_005229,ip_003850,token_017161,merchant_000333,1.02,USD,purchase,2025-01-01T03:18:29,2025-01-01T03:21:50
txn_081603,acct_000886,device_006898,ip_004877,token_018623,merchant_000201,2.77,USD,purchase,2025-01-01T03:19:22,2025-01-01T03:21:51
txn_081606,acct_000886,device_006898,ip_004877,token_011728,merchant_001038,0.65,USD,purchase,2025-01-01T03:19:34,2025-01-01T03:20:12
txn_081604,acct_000886,device_006898,ip_004877,token_019701,merchant_000466,1.0,USD,purchase,2025-01-01T03:19:35,2025-01-01T03:22:05
txn_081609,acct_000886,device_006898,ip_004877,token_012247,merchant_000059,1.44,USD,purchase,2025-01-01T03:19:46,2025-01-01T03:21:57
txn_081605,acct_000886,device_006898,ip_004877,token_004180,merchant_000779,1.3,USD,purchase,2025-01-01T03:19:50,2025-01-01T03:21:23
txn_081607,acct_000886,device_006898,ip_004877,token_021939,merchant_000864,1.34,USD,purchase,2025-01-01T03:20:06,2025-01-01T03:20:09
txn_081610,acct_000886,device_006898,ip_004877,token_021595,merchant_001152,1.33,USD,purchase,2025-01-01T03:20:46,2025-01-01T03:21:44
txn_081608,acct_000886,device_006898,ip_004877,token_000442,merchant_000499,0.67,USD,purchase,2025-01-01T03:20:47,2025-01-01T03:23:08
txn_081611,acct_000886,device_006898,ip_004877,token_005252,merchant_000929,1.86,USD,purchase,2025-01-01T03:21:14,2025-01-01T03:22:06
txn_044973,acct_004307,device_006063,ip_003596,token_007939,merchant_000265,16.2,USD,purchase,2025-01-01T03:21:59,2025-01-01T03:23:08
txn_073096,acct_017571,device_006167,ip_004535,token_018972,merchant_000335,4.27,USD,purchase,2025-01-01T03:29:35,2025-01-01T03:32:30
txn_010220,acct_005484,device_000090,ip_009092,token_013816,merchant_000909,9.55,USD,purchase,2025-01-01T03:35:40,2025-01-01T03:36:08
txn_071014,acct_021770,device_009531,ip_004244,token_017487,merchant_000519,76.59,USD,purchase,2025-01-01T03:36:25,2025-01-01T03:36:55
txn_068823,acct_009238,device_009418,ip_005407,token_022026,merchant_000687,20.44,USD,purchase,2025-01-01T03:41:47,2025-01-01T03:41:54
txn_056962,acct_003744,device_003856,ip_001562,token_016577,merchant_000649,3.22,USD,purchase,2025-01-01T04:07:10,2025-01-01T04:10:27
txn_070498,acct_018321,device_007159,ip_007997,token_012439,merchant_000781,39.14,USD,purchase,2025-01-01T04:15:20,2025-01-01T04:16:39
txn_066538,acct_011899,device_003608,ip_005145,token_015643,merchant_000784,35.5,USD,purchase,2025-01-01T04:17:24,2025-01-01T04:20:24
txn_031145,acct_021439,device_008874,ip_000422,token_008390,merchant_000762,19.09,USD,purchase,2025-01-01T04:24:53,2025-01-01T04:26:52
txn_006371,acct_001293,device_010528,ip_007696,token_019561,merchant_001058,8.38,USD,purchase,2025-01-01T04:31:05,2025-01-01T04:32:23
txn_010900,acct_003369,device_009872,ip_006332,token_014552,merchant_000254,6.66,USD,purchase,2025-01-01T04:38:36,2025-01-01T04:40:40
txn_079425,acct_000394,device_007537,ip_003368,token_006331,merchant_000212,37.05,USD,purchase,2025-01-01T04:58:41,2025-01-01T05:00:37
txn_062647,acct_012445,device_010565,ip_005560,token_009727,merchant_000895,85.68,USD,purchase,2025-01-01T05:06:59,2025-01-01T05:07:26
txn_030547,acct_017765,device_006358,ip_007308,token_000582,merchant_000776,32.74,USD,purchase,2025-01-01T05:15:33,2025-01-01T05:19:15
txn_066457,acct_010504,device_000035,ip_009747,token_004982,merchant_000470,61.69,USD,purchase,2025-01-01T05:49:41,2025-01-01T05:50:48
txn_062172,acct_020371,device_003009,ip_000878,token_012062,merchant_000432,31.98,USD,purchase,2025-01-01T05:50:01,2025-01-01T05:50:55
txn_007259,acct_007041,device_001667,ip_005771,token_019954,merchant_000903,30.96,USD,purchase,2025-01-01T05:51:34,2025-01-01T05:51:45
txn_019320,acct_019207,device_000426,ip_000974,token_006360,merchant_000466,12.75,USD,purchase,2025-01-01T06:12:59,2025-01-01T06:15:59
txn_034718,acct_007494,device_007896,ip_001289,token_000412,merchant_001098,58.57,USD,purchase,2025-01-01T06:15:46,2025-01-01T06:18:53
txn_066811,acct_014532,device_010733,ip_006783,token_023142,merchant_000999,31.72,USD,purchase,2025-01-01T06:34:16,2025-01-01T06:34:53
txn_043986,acct_011897,device_008039,ip_006517,token_002903,merchant_000765,19.14,USD,purchase,2025-01-01T06:44:17,2025-01-01T06:46:22
txn_025373,acct_014123,device_007964,ip_007398,token_019300,merchant_000446,183.98,USD,purchase,2025-01-01T06:47:29,2025-01-01T06:51:24
txn_024339,acct_001343,device_009588,ip_001159,token_008119,merchant_000932,221.48,USD,purchase,2025-01-01T06:50:59,2025-01-01T06:54:48
txn_048261,acct_014130,device_004352,ip_006429,token_018289,merchant_001106,21.27,USD,purchase,2025-01-01T06:56:30,2025-01-01T07:00:18
txn_038610,acct_016626,device_007359,ip_006536,token_006661,merchant_001000,17.59,USD,purchase,2025-01-01T07:04:44,2025-01-01T07:06:06
txn_022311,acct_007083,device_005663,ip_009684,token_015101,merchant_000636,26.77,USD,purchase,2025-01-01T07:04:47,2025-01-01T07:05:09
txn_079648,acct_000364,device_008444,ip_003228,token_016284,merchant_000930,118.51,USD,purchase,2025-01-01T07:06:03,2025-01-01T07:09:57
txn_050012,acct_017191,device_006097,ip_007525,token_003456,merchant_000533,15.52,USD,purchase,2025-01-01T07:06:16,2025-01-01T07:08:43
txn_059681,acct_010425,device_008278,ip_005165,token_000792,merchant_001187,54.03,USD,purchase,2025-01-01T07:12:00,2025-01-01T07:12:08
txn_002005,acct_016685,device_007670,ip_000549,token_007825,merchant_000465,53.76,USD,purchase,2025-01-01T07:14:38,2025-01-01T07:16:24
txn_055278,acct_005766,device_007802,ip_003668,token_021476,merchant_001126,65.25,USD,purchase,2025-01-01T07:15:41,2025-01-01T07:16:56
txn_057523,acct_020553,device_004185,ip_003510,token_002225,merchant_000101,32.13,USD,purchase,2025-01-01T07:20:48,2025-01-01T07:22:23
txn_059214,acct_016269,device_009813,ip_006952,token_005405,merchant_000047,21.93,USD,purchase,2025-01-01T07:38:20,2025-01-01T07:41:32
txn_024011,acct_003995,device_010723,ip_002530,token_011278,merchant_000470,8.62,USD,purchase,2025-01-01T07:39:22,2025-01-01T07:42:40
txn_019263,acct_010975,device_007749,ip_008801,token_019413,merchant_000532,84.31,USD,purchase,2025-01-01T07:44:11,2025-01-01T07:47:52
txn_042251,acct_014492,device_010454,ip_008580,token_017169,merchant_000953,139.75,USD,purchase,2025-01-01T07:44:14,2025-01-01T07:44:22
txn_010399,acct_019205,device_000096,ip_008548,token_009574,merchant_001040,15.56,USD,purchase,2025-01-01T07:55:32,2025-01-01T07:59:07
txn_071376,acct_004749,device_002155,ip_005263,token_011663,merchant_000090,38.71,USD,purchase,2025-01-01T08:13:15,2025-01-01T08:15:39
txn_004712,acct_001133,device_007702,ip_007647,token_022340,merchant_000872,9.86,USD,purchase,2025-01-01T08:14:53,2025-01-01T08:16:40
txn_005381,acct_001631,device_004050,ip_004668,token_000651,merchant_000624,3.62,USD,purchase,2025-01-01T08:15:00,2025-01-01T08:18:15
txn_022023,acct_009014,device_008108,ip_007034,token_000584,merchant_000074,8.89,USD,purchase,2025-01-01T08:36:33,2025-01-01T08:39:46
txn_048976,acct_017095,device_007881,ip_003554,token_009163,merchant_000476,55.85,USD,purchase,2025-01-01T08:59:04,2025-01-01T08:59:29
txn_046505,acct_002887,device_006314,ip_008209,token_020745,merchant_000928,18.99,USD,purchase,2025-01-01T08:59:05,2025-01-01T09:02:43
txn_070528,acct_002779,device_008480,ip_006965,token_010615,merchant_000102,41.11,USD,purchase,2025-01-01T09:02:20,2025-01-01T09:04:34
txn_017525,acct_008740,device_005319,ip_001504,token_009864,merchant_000645,75.87,USD,purchase,2025-01-01T09:04:19,2025-01-01T09:07:35
txn_062200,acct_005467,device_001747,ip_007968,token_015800,merchant_000871,37.71,USD,purchase,2025-01-01T09:04:46,2025-01-01T09:08:10
txn_050202,acct_000017,device_001319,ip_000705,token_022401,merchant_000499,123.53,USD,purchase,2025-01-01T09:07:02,2025-01-01T09:07:13
txn_013633,acct_010125,device_003924,ip_001985,token_018763,merchant_000826,4.6,USD,purchase,2025-01-01T09:10:13,2025-01-01T09:13:36
txn_026345,acct_021492,device_007296,ip_006090,token_013278,merchant_000288,17.49,USD,purchase,2025-01-01T09:12:54,2025-01-01T09:14:43
txn_068086,acct_010966,device_002801,ip_003382,token_020427,merchant_000358,23.69,USD,purchase,2025-01-01T09:14:49,2025-01-01T09:17:02
txn_075127,acct_011487,device_008590,ip_002266,token_021686,merchant_000771,21.7,USD,purchase,2025-01-01T09:15:54,2025-01-01T09:16:51
txn_066934,acct_009509,device_008986,ip_001317,token_007517,merchant_000419,76.79,USD,purchase,2025-01-01T09:21:12,2025-01-01T09:23:23
txn_009198,acct_015566,device_004839,ip_000034,token_015560,merchant_000940,134.49,USD,purchase,2025-01-01T09:21:22,2025-01-01T09:23:11
txn_014039,acct_005208,device_003629,ip_009015,token_013159,merchant_000410,8.9,USD,purchase,2025-01-01T09:21:24,2025-01-01T09:23:11
txn_050066,acct_002284,device_001927,ip_000482,token_005957,merchant_000185,20.34,USD,purchase,2025-01-01T09:23:44,2025-01-01T09:24:59
txn_011951,acct_008457,device_009343,ip_006710,token_016835,merchant_000672,24.79,USD,purchase,2025-01-01T09:34:27,2025-01-01T09:36:29
txn_070651,acct_020727,device_010782,ip_004860,token_000321,merchant_000587,412.19,USD,purchase,2025-01-01T09:37:02,2025-01-01T09:38:14
txn_026083,acct_006476,device_002587,ip_009255,token_012321,merchant_000791,39.96,USD,purchase,2025-01-01T09:44:30,2025-01-01T09:47:10
txn_048371,acct_003242,device_004479,ip_001906,token_018390,merchant_000491,14.03,USD,purchase,2025-01-01T09:52:19,2025-01-01T09:52:45
txn_075151,acct_010479,device_006085,ip_004645,token_023365,merchant_000002,1.21,USD,purchase,2025-01-01T09:57:16,2025-01-01T09:59:11
txn_008735,acct_008285,device_005983,ip_001320,token_002124,merchant_000649,11.99,USD,purchase,2025-01-01T09:57:27,2025-01-01T09:59:34
txn_078631,acct_000183,device_000078,ip_001816,token_022889,merchant_000734,35.22,USD,purchase,2025-01-01T10:08:56,2025-01-01T10:12:37
txn_014482,acct_004508,device_005296,ip_005549,token_000977,merchant_001123,11.64,USD,purchase,2025-01-01T10:15:14,2025-01-01T10:18:12
txn_054669,acct_008955,device_010362,ip_008706,token_014397,merchant_000026,12.36,USD,purchase,2025-01-01T10:27:40,2025-01-01T10:28:39
txn_056381,acct_005072,device_004023,ip_005328,token_014783,merchant_000288,3.53,USD,purchase,2025-01-01T10:37:10,2025-01-01T10:40:43
txn_029931,acct_004398,device_006194,ip_002792,token_007576,merchant_000435,39.52,USD,purchase,2025-01-01T10:41:08,2025-01-01T10:41:52
txn_026662,acct_006311,device_003711,ip_003163,token_020448,merchant_000934,110.9,USD,purchase,2025-01-01T10:51:54,2025-01-01T10:55:00
txn_003266,acct_003839,device_008718,ip_001044,token_011463,merchant_001038,41.24,USD,purchase,2025-01-01T11:02:48,2025-01-01T11:05:31
txn_061657,acct_002012,device_010486,ip_003208,token_009714,merchant_000349,25.24,USD,purchase,2025-01-01T11:11:51,2025-01-01T11:15:13
txn_018409,acct_011429,device_009460,ip_000810,token_023398,merchant_000330,20.34,USD,purchase,2025-01-01T11:14:31,2025-01-01T11:17:44
txn_019173,acct_017254,device_002552,ip_007757,token_011539,merchant_000738,16.37,USD,purchase,2025-01-01T11:16:17,2025-01-01T11:19:56
txn_071324,acct_009526,device_008561,ip_007325,token_020257,merchant_001027,29.32,USD,purchase,2025-01-01T11:30:36,2025-01-01T11:33:07
txn_033761,acct_007062,device_007535,ip_007262,token_014948,merchant_000990,101.47,USD,purchase,2025-01-01T11:41:11,2025-01-01T11:41:38
txn_014577,acct_011283,device_008334,ip_000357,token_001097,merchant_000277,1.74,USD,purchase,2025-01-01T11:42:15,2025-01-01T11:43:48
txn_024761,acct_015043,device_009246,ip_001879,token_003830,merchant_000409,11.27,USD,purchase,2025-01-01T11:49:44,2025-01-01T11:51:24
txn_054059,acct_000582,device_005857,ip_001437,token_015710,merchant_000962,39.41,USD,purchase,2025-01-01T11:56:13,2025-01-01T11:57:37
txn_025188,acct_008570,device_005198,ip_008231,token_016467,merchant_000785,14.68,USD,purchase,2025-01-01T12:08:45,2025-01-01T12:08:57
txn_055226,acct_018407,device_005337,ip_003673,token_017268,merchant_000865,87.96,USD,purchase,2025-01-01T12:11:08,2025-01-01T12:11:48
txn_006510,acct_016066,device_002169,ip_005093,token_019572,merchant_001142,37.15,USD,purchase,2025-01-01T12:16:47,2025-01-01T12:18:25
txn_014046,acct_008032,device_008289,ip_009535,token_016207,merchant_000914,57.04,USD,purchase,2025-01-01T12:25:20,2025-01-01T12:27:04
txn_053350,acct_020403,device_003438,ip_004088,token_012132,merchant_001179,13.5,USD,purchase,2025-01-01T12:26:32,2025-01-01T12:29:40
txn_076945,acct_015848,device_005541,ip_000585,token_015511,merchant_000460,26.33,USD,purchase,2025-01-01T12:28:09,2025-01-01T12:29:10
txn_043312,acct_014234,device_009056,ip_000912,token_011228,merchant_000480,24.16,USD,purchase,2025-01-01T12:32:02,2025-01-01T12:32:51
txn_077289,acct_008653,device_008416,ip_006586,token_016980,merchant_000589,10.66,USD,purchase,2025-01-01T12:33:54,2025-01-01T12:35:31
txn_077053,acct_000450,device_006954,ip_006091,token_009974,merchant_000380,90.57,USD,purchase,2025-01-01T12:38:41,2025-01-01T12:40:53
txn_041063,acct_016461,device_004615,ip_004802,token_000986,merchant_000763,48.61,USD,purchase,2025-01-01T12:39:23,2025-01-01T12:41:57
txn_057782,acct_020262,device_006663,ip_001980,token_007163,merchant_000682,33.98,USD,purchase,2025-01-01T12:41:17,2025-01-01T12:44:44
txn_039002,acct_010947,device_005715,ip_001070,token_014932,merchant_001001,57.4,USD,purchase,2025-01-01T12:56:47,2025-01-01T12:59:17
txn_051329,acct_015313,device_006494,ip_007113,token_008730,merchant_000210,9.31,USD,purchase,2025-01-01T13:02:21,2025-01-01T13:02:30
txn_028262,acct_011103,device_003269,ip_002038,token_023380,merchant_000708,6.88,USD,purchase,2025-01-01T13:04:05,2025-01-01T13:07:53
txn_042359,acct_017232,device_005094,ip_007601,token_008888,merchant_000304,50.42,USD,purchase,2025-01-01T13:08:14,2025-01-01T13:10:29
txn_059309,acct_008942,device_006584,ip_004150,token_002843,merchant_000213,30.88,USD,purchase,2025-01-01T13:13:31,2025-01-01T13:14:01
txn_049564,acct_002703,device_007536,ip_004859,token_001343,merchant_000963,3.54,USD,purchase,2025-01-01T13:14:03,2025-01-01T13:15:49
txn_033386,acct_021642,device_001743,ip_009728,token_008631,merchant_000571,5.44,USD,purchase,2025-01-01T13:18:58,2025-01-01T13:22:12
txn_000255,acct_017932,device_004400,ip_006953,token_019654,merchant_000028,28.06,USD,purchase,2025-01-01T13:23:08,2025-01-01T13:24:03
txn_071841,acct_007859,device_001659,ip_004353,token_024045,merchant_000631,64.91,USD,purchase,2025-01-01T13:24:54,2025-01-01T13:27:48
txn_037356,acct_012386,device_008732,ip_003912,token_003885,merchant_000145,70.6,USD,purchase,2025-01-01T13:33:27,2025-01-01T13:37:24
txn_062041,acct_021941,device_007218,ip_005206,token_001329,merchant_000462,5.24,USD,purchase,2025-01-01T13:38:45,2025-01-01T13:40:57
txn_028762,acct_005270,device_005580,ip_001431,token_022922,merchant_001113,15.64,USD,purchase,2025-01-01T13:42:12,2025-01-01T13:42:25
txn_011182,acct_005406,device_006256,ip_006295,token_008070,merchant_000568,6.94,USD,purchase,2025-01-01T14:05:34,2025-01-01T14:07:39
txn_018114,acct_007590,device_008828,ip_004776,token_003282,merchant_000786,9.02,USD,purchase,2025-01-01T14:05:47,2025-01-01T14:09:17
txn_002343,acct_016471,device_003456,ip_009879,token_016268,merchant_000269,89.25,USD,purchase,2025-01-01T14:05:53,2025-01-01T14:07:42
txn_042993,acct_019781,device_003590,ip_006013,token_019314,merchant_000176,14.08,USD,purchase,2025-01-01T14:06:19,2025-01-01T14:09:12
txn_057991,acct_011312,device_003406,ip_009293,token_002078,merchant_001131,165.52,USD,purchase,2025-01-01T14:08:38,2025-01-01T14:10:45
txn_018600,acct_006656,device_008106,ip_006806,token_020072,merchant_000155,3.62,USD,purchase,2025-01-01T14:08:49,2025-01-01T14:10:50
txn_017840,acct_011951,device_003658,ip_006317,token_012048,merchant_000785,4.37,USD,purchase,2025-01-01T14:12:42,2025-01-01T14:15:16
txn_069594,acct_007431,device_008127,ip_005637,token_013671,merchant_000399,15.11,USD,purchase,2025-01-01T14:32:10,2025-01-01T14:34:12
txn_011952,acct_008457,device_009343,ip_006710,token_016835,merchant_000672,-24.79,USD,refund,2025-01-01T14:34:27,2025-01-01T14:38:12
txn_033704,acct_004470,device_011005,ip_007410,token_002343,merchant_001051,337.55,USD,purchase,2025-01-01T14:44:11,2025-01-01T14:45:04
txn_008208,acct_017256,device_007760,ip_000604,token_007535,merchant_000778,17.05,USD,purchase,2025-01-01T14:48:46,2025-01-01T14:51:25
txn_039131,acct_006844,device_006003,ip_002563,token_002334,merchant_000277,58.39,USD,purchase,2025-01-01T14:49:49,2025-01-01T14:53:33
txn_000793,acct_005229,device_008797,ip_000642,token_019840,merchant_001000,4.81,USD,purchase,2025-01-01T14:55:25,2025-01-01T14:59:01
txn_010590,acct_018847,device_000331,ip_008761,token_013187,merchant_000167,15.05,USD,purchase,2025-01-01T15:02:48,2025-01-01T15:03:45
txn_069000,acct_003258,device_002606,ip_007579,token_006342,merchant_000431,32.63,USD,purchase,2025-01-01T15:02:48,2025-01-01T15:03:24
txn_057027,acct_012606,device_007261,ip_007602,token_021721,merchant_000563,58.17,USD,purchase,2025-01-01T15:04:34,2025-01-01T15:07:29
txn_010747,acct_008217,device_000100,ip_003005,token_006939,merchant_000335,463.39,USD,purchase,2025-01-01T15:05:39,2025-01-01T15:08:33
txn_064023,acct_017718,device_001351,ip_000791,token_011307,merchant_000728,11.42,USD,purchase,2025-01-01T15:06:23,2025-01-01T15:10:08
txn_055228,acct_015423,device_002245,ip_009472,token_023362,merchant_000989,137.49,USD,purchase,2025-01-01T15:12:20,2025-01-01T15:14:37
txn_082475,acct_001242,device_000678,ip_000278,token_016794,merchant_000955,7.36,USD,purchase,2025-01-01T15:17:08,2025-01-01T15:18:46
txn_082476,acct_001203,device_000678,ip_000278,token_019411,merchant_000146,6.11,USD,purchase,2025-01-01T15:17:11,2025-01-01T15:18:39
txn_082477,acct_001105,device_000678,ip_000278,token_020139,merchant_000139,4.49,USD,purchase,2025-01-01T15:17:14,2025-01-01T15:19:32
txn_082478,acct_001256,device_000678,ip_000278,token_020659,merchant_000935,2.71,USD,purchase,2025-01-01T15:17:17,2025-01-01T15:19:00
txn_082479,acct_001224,device_000678,ip_000278,token_014275,merchant_000143,4.12,USD,purchase,2025-01-01T15:17:20,2025-01-01T15:18:27
txn_082480,acct_001427,device_000678,ip_000278,token_015309,merchant_000573,6.94,USD,purchase,2025-01-01T15:17:23,2025-01-01T15:19:36
txn_082481,acct_001391,device_000678,ip_000278,token_007640,merchant_000099,13.22,USD,purchase,2025-01-01T15:17:26,2025-01-01T15:20:15
txn_082482,acct_001265,device_000678,ip_000278,token_011085,merchant_000282,4.13,USD,purchase,2025-01-01T15:17:29,2025-01-01T15:17:57
txn_082483,acct_001225,device_000678,ip_000278,token_016707,merchant_001096,13.61,USD,purchase,2025-01-01T15:17:32,2025-01-01T15:21:23
txn_082484,acct_001318,device_000678,ip_000278,token_009189,merchant_000274,10.75,USD,purchase,2025-01-01T15:17:35,2025-01-01T15:21:18
txn_082485,acct_001306,device_000678,ip_000278,token_019467,merchant_001061,11.12,USD,purchase,2025-01-01T15:17:38,2025-01-01T15:20:51
txn_030849,acct_009187,device_006019,ip_005901,token_008396,merchant_000546,12.79,USD,purchase,2025-01-01T15:18:28,2025-01-01T15:22:18
txn_078803,acct_000025,device_000018,ip_002157,token_012076,merchant_000645,1.9,USD,purchase,2025-01-01T15:22:55,2025-01-01T15:23:20
txn_047182,acct_017622,device_011021,ip_005260,token_007839,merchant_000174,58.48,USD,purchase,2025-01-01T15:31:04,2025-01-01T15:33:35
txn_022945,acct_017324,device_008962,ip_001517,token_014074,merchant_001088,36.48,USD,purchase,2025-01-01T15:40:05,2025-01-01T15:43:01
txn_000795,acct_006679,device_003920,ip_008174,token_019614,merchant_000971,26.11,USD,purchase,2025-01-01T15:53:03,2025-01-01T15:56:53
txn_051013,acct_021926,device_004536,ip_004247,token_004200,merchant_000806,17.39,USD,purchase,2025-01-01T15:53:56,2025-01-01T15:56:58
txn_039627,acct_000526,device_001825,ip_002934,token_014533,merchant_000311,210.5,USD,purchase,2025-01-01T16:23:44,2025-01-01T16:27:17
txn_043113,acct_018598,device_007707,ip_006610,token_016587,merchant_001106,26.68,USD,purchase,2025-01-01T16:27:28,2025-01-01T16:29:40
txn_029001,acct_003477,device_007155,ip_002099,token_010190,merchant_000771,10.46,USD,purchase,2025-01-01T16:44:04,2025-01-01T16:47:11
txn_067131,acct_018353,device_010825,ip_000161,token_011396,merchant_001063,1.97,USD,purchase,2025-01-01T16:52:39,2025-01-01T16:52:51
txn_070264,acct_006664,device_009598,ip_004676,token_005874,merchant_000113,100.37,USD,purchase,2025-01-01T16:54:48,2025-01-01T16:57:58
txn_051368,acct_007556,device_003135,ip_007857,token_014005,merchant_001108,19.53,USD,purchase,2025-01-01T16:58:46,2025-01-01T16:58:52
txn_023753,acct_010199,device_000426,ip_006304,token_009961,merchant_000581,47.16,USD,purchase,2025-01-01T16:59:40,2025-01-01T17:00:50
txn_022266,acct_002130,device_011427,ip_002610,token_015583,merchant_001167,8.7,USD,purchase,2025-01-01T17:02:24,2025-01-01T17:05:47
txn_018467,acct_000271,device_002307,ip_001033,token_011103,merchant_000664,14.86,USD,purchase,2025-01-01T17:20:26,2025-01-01T17:21:19
txn_004168,acct_009652,device_008922,ip_001357,token_004908,merchant_000124,29.42,USD,purchase,2025-01-01T17:22:47,2025-01-01T17:23:10
txn_022974,acct_021460,device_010985,ip_004366,token_023055,merchant_000479,2.28,USD,purchase,2025-01-01T17:23:41,2025-01-01T17:25:31
txn_054699,acct_003537,device_007807,ip_001045,token_013373,merchant_000444,134.57,USD,purchase,2025-01-01T17:25:57,2025-01-01T17:29:46
txn_007522,acct_008983,device_010425,ip_005394,token_009123,merchant_000938,27.4,USD,purchase,2025-01-01T17:28:58,2025-01-01T17:32:32
