ip_id,ip_type
ip_000121,residential
ip_000122,mobile_carrier
ip_000123,corporate_nat
ip_000124,datacenter_proxy
ip_000125,unknown
ip_000126,unknown
ip_000127,residential
ip_000128,residential
ip_000129,mobile_carrier
ip_000130,corporate_nat
ip_000131,corporate_nat
ip_000132,residential
ip_000133,corporate_nat
ip_000134,unknown
ip_000135,unknown
ip_000136,unknown
ip_000137,datacenter_proxy
ip_000138,datacenter_proxy
ip_000139,corporate_nat
ip_000140,corporate_nat
ip_000141,residential
ip_000142,unknown
ip_000143,corporate_nat
ip_000144,corporate_nat
ip_000145,mobile_carrier
ip_000146,datacenter_proxy
ip_000147,mobile_carrier
ip_000148,mobile_carrier
ip_000149,residential
ip_000150,corporate_nat
ip_000151,residential
ip_000152,datacenter_proxy
ip_000153,unknown
ip_000154,unknown
ip_000155,residential
ip_000156,mobile_carrier
ip_000157,mobile_carrier
ip_000158,residential
ip_000159,corporate_nat
ip_000160,datacenter_proxy
ip_000161,corporate_nat
ip_000162,corporate_nat
ip_000163,residential
ip_000164,residential
ip_000165,corporate_nat
ip_000166,unknown
ip_000167,mobile_carrier
ip_000168,corporate_nat
ip_000169,residential
ip_000170,unknown
ip_000171,mobile_carrier
ip_000172,residential
ip_000173,residential
ip_000174,mobile_carrier
ip_000175,corporate_nat
ip_000176,corporate_nat
ip_000177,residential
ip_000178,unknown
ip_000179,corporate_nat
ip_000180,residential
ip_000181,datacenter_proxy
ip_000182,unknown
ip_000183,corporate_nat
ip_000184,residential
ip_000185,mobile_carrier
ip_000186,unknown
ip_000187,residential
ip_000188,residential
ip_000189,unknown
ip_000190,corporate_nat
ip_000191,residential
ip_000192,mobile_carrier
ip_000193,mobile_carrier
ip_000194,unknown
ip_000195,mobile_carrier
ip_000196,datacenter_proxy
ip_000197,corporate_nat
ip_000198,unknown
ip_000199,mobile_carrier
ip_000200,datacenter_proxy
ip_000201,datacenter_proxy
ip_000202,unknown
ip_000203,datacenter_proxy
ip_000204,corporate_nat
ip_000205,unknown
ip_000206,unknown
ip_000207,corporate_nat
ip_000208,mobile_carrier
ip_000209,mobile_carrier
ip_000210,mobile_carrier
ip_000211,corporate_nat
ip_000212,unknown
ip_000213,residential
ip_000214,mobile_carrier
ip_000215,residential
ip_000216,unknown
ip_000217,corporate_nat
ip_000218,datacenter_proxy
ip_000219,corporate_nat
ip_000220,corporate_nat
ip_000221,unknown
ip_000222,corporate_nat
ip_000223,datacenter_proxy
ip_000224,mobile_carrier
ip_000225,corporate_nat
ip_000226,unknown
ip_000227,mobile_carrier
ip_000228,residential
ip_000229,unknown
ip_000230,mobile_carrier
ip_000231,corporate_nat
ip_000232,mobile_carrier
ip_000233,mobile_carrier
ip_000234,datacenter_proxy
ip_000235,datacenter_proxy
ip_000236,unknown
ip_000237,unknown
ip_000238,residential
ip_000239,mobile_carrier
ip_000240,mobile_carrier
ip_000241,unknown
ip_000242,residential
ip_000243,corporate_nat
ip_000244,residential
ip_000245,unknown
ip_000246,residential
ip_000247,unknown
ip_000248,datacenter_proxy
ip_000249,unknown
ip_000250,mobile_carrier
ip_000251,mobile_carrier
ip_000252,mobile_carrier
ip_000253,unknown
ip_000254,datacenter_proxy
ip_000255,datacenter_proxy
ip_000256,residential
ip_000257,mobile_carrier
ip_000258,residential
ip_000259,mobile_carrier
ip_000260,unknown
ip_000261,unknown
ip_000262,mobile_carrier
ip_000263,unknown
ip_000264,residential
ip_000265,mobile_carrier
ip_000266,residential
ip_000267,unknown
ip_000268,unknown
ip_000269,corporate_nat
ip_000270,mobile_carrier
ip_000271,mobile_carrier
ip_000272,datacenter_proxy
ip_000273,mobile_carrier
ip_000274,residential
ip_000275,corporate_nat
ip_000276,mobile_carrier
ip_000277,residential
ip_000278,datacenter_proxy
ip_000279,datacenter_proxy
ip_000280,unknown
ip_000281,mobile_carrier
ip_000282,mobile_carrier
ip_000283,mobile_carrier
ip_000284,unknown
ip_000285,corporate_nat
ip_000286,mobile_carrier
ip_000287,mobile_carrier
ip_000288,unknown
ip_000289,unknown
ip_000290,residential
ip_000291,residential
ip_000292,unknown
ip_000293,corporate_nat
ip_000294,corporate_nat
ip_000295,datacenter_proxy
ip_000296,datacenter_proxy
ip_000297,mobile_carrier
ip_000298,mobile_carrier
ip_000299,datacenter_proxy
ip_000300,datacenter_proxy
ip_000301,datacenter_proxy
ip_000302,datacenter_proxy
ip_000303,mobile_carrier
ip_000304,mobile_carrier
ip_000305,unknown
ip_000306,corporate_nat
ip_000307,mobile_carrier
ip_000308,mobile_carrier
ip_000309,residential
ip_000310,corporate_nat
ip_000311,corporate_nat
ip_000312,unknown
ip_000313,datacenter_proxy
ip_000314,corporate_nat
ip_000315,mobile_carrier
ip_000316,unknown
ip_000317,corporate_nat
ip_000318,datacenter_proxy
ip_000319,unknown
ip_000320,datacenter_proxy
ip_000321,unknown
ip_000322,residential
ip_000323,residential
ip_000324,datacenter_proxy
ip_000325,residential
ip_000326,mobile_carrier
ip_000327,mobile_carrier
ip_000328,mobile_carrier
ip_000329,unknown
ip_000330,mobile_carrier
ip_000331,unknown
ip_000332,mobile_carrier
ip_000333,unknown
ip_000334,datacenter_proxy
ip_000335,datacenter_proxy
ip_000336,mobile_carrier
ip_000337,residential
ip_000338,datacenter_proxy
ip_000339,datacenter_proxy
ip_000340,corporate_nat
ip_000341,corporate_nat
ip_000342,unknown
ip_000343,mobile_carrier
ip_000344,datacenter_proxy
ip_000345,datacenter_proxy
ip_000346,residential
ip_000347,corporate_nat
ip_000348,mobile_carrier
ip_000349,mobile_carrier
ip_000350,unknown
ip_000351,corporate_nat
ip_000352,mobile_carrier
ip_000353,residential
ip_000354,corporate_nat
ip_000355,datacenter_proxy
ip_000356,datacenter_proxy
ip_000357,datacenter_proxy
ip_000358,mobile_carrier
ip_000359,unknown
ip_000360,residential
ip_000361,datacenter_proxy
ip_000362,mobile_carrier
ip_000363,residential
ip_000364,corporate_nat
ip_000365,corporate_nat
ip_000366,datacenter_proxy
ip_000367,corporate_nat
ip_000368,datacenter_proxy
ip_000369,datacenter_proxy
ip_000370,mobile_carrier
ip_000371,corporate_nat
ip_000372,residential
ip_000373,mobile_carrier
ip_000374,mobile_carrier
ip_000375,residential
ip_000376,corporate_nat
ip_000377,mobile_carrier
ip_000378,residential
ip_000379,datacenter_proxy
ip_000380,residential
ip_000381,residential
ip_000382,mobile_carrier
ip_000383,mobile_carrier
ip_000384,mobile_carrier
ip_000385,mobile_carrier
ip_000386,unknown
ip_000387,corporate_nat
ip_000388,mobile_carrier
ip_000389,mobile_carrier
ip_000390,mobile_carrier
ip_000391,unknown
ip_000392,mobile_carrier
ip_000393,mobile_carrier
ip_000394,datacenter_proxy
ip_000395,corporate_nat
ip_000396,residential
ip_000397,datacenter_proxy
ip_000398,unknown
ip_000399,corporate_nat
ip_000400,corporate_nat
ip_000401,mobile_carrier
ip_000402,datacenter_proxy
ip_000403,datacenter_proxy
ip_000404,datacenter_proxy
ip_000405,unknown
ip_000406,residential
ip_000407,unknown
ip_000408,unknown
ip_000409,mobile_carrier
ip_000410,residential
ip_000411,mobile_carrier
ip_000412,unknown
ip_000413,residential
ip_000414,residential
ip_000415,unknown
ip_000416,datacenter_proxy
ip_000417,residential
ip_000418,mobile_carrier
ip_000419,corporate_nat
ip_000420,residential
ip_000421,datacenter_proxy
ip_000422,residential
ip_000423,mobile_carrier
ip_000424,mobile_carrier
ip_000425,datacenter_proxy
ip_000426,unknown
ip_000427,mobile_carrier
ip_000428,corporate_nat
ip_000429,residential
ip_000430,unknown
ip_000431,datacenter_proxy
ip_000432,unknown
ip_000433,corporate_nat
ip_000434,corporate_nat
ip_000435,datacenter_proxy
ip_000436,unknown
ip_000437,datacenter_proxy
ip_000438,residential
ip_000439,unknown
ip_000440,corporate_nat
ip_000441,residential
ip_000442,datacenter_proxy
ip_000443,residential
ip_000444,unknown
ip_000445,unknown
ip_000446,unknown
ip_000447,unknown
ip_000448,unknown
ip_000449,mobile_carrier
ip_000450,residential
ip_000451,residential
ip_000452,residential
ip_000453,mobile_carrier
ip_000454,mobile_carrier
ip_000455,unknown
ip_000456,corporate_nat
ip_000457,unknown
ip_000458,residential
ip_000459,residential
ip_000460,residential
ip_000461,mobile_carrier
ip_000462,corporate_nat
ip_000463,corporate_nat
ip_000464,residential
ip_000465,corporate_nat
ip_000466,datacenter_proxy
ip_000467,mobile_carrier
ip_000468,residential
ip_000469,residential
ip_000470,unknown
ip_000471,corporate_nat
ip_000472,corporate_nat
ip_000473,corporate_nat
ip_000474,unknown
ip_000475,datacenter_proxy
ip_000476,corporate_nat
ip_000477,datacenter_proxy
ip_000478,unknown
ip_000479,residential
ip_000480,corporate_nat
ip_000481,residential
ip_000482,corporate_nat
ip_000483,unknown
ip_000484,unknown
ip_000485,datacenter_proxy
ip_000486,unknown
ip_000487,corporate_nat
ip_000488,residential
ip_000489,unknown
ip_000490,unknown
ip_000491,unknown
ip_000492,corporate_nat
ip_000493,unknown
ip_000494,mobile_carrier
ip_000495,mobile_carrier
ip_000496,datacenter_proxy
ip_000497,unknown
ip_000498,residential
ip_000499,datacenter_proxy
ip_000500,datacenter_proxy
ip_000501,datacenter_proxy
ip_000502,datacenter_proxy
ip_000503,corporate_nat
ip_000504,mobile_carrier
ip_000505,corporate_nat
ip_000506,residential
ip_000507,unknown
ip_000508,corporate_nat
ip_000509,mobile_carrier
ip_000510,unknown
ip_000511,residential
ip_000512,corporate_nat
ip_000513,mobile_carrier
ip_000514,corporate_nat
ip_000515,datacenter_proxy
ip_000516,datacenter_proxy
ip_000517,mobile_carrier
ip_000518,datacenter_proxy
ip_000519,mobile_carrier
ip_000520,corporate_nat
ip_000521,datacenter_proxy
ip_000522,mobile_carrier
ip_000523,mobile_carrier
ip_000524,residential
ip_000525,mobile_carrier
ip_000526,datacenter_proxy
ip_000527,unknown
ip_000528,corporate_nat
ip_000529,corporate_nat
ip_000530,datacenter_proxy
ip_000531,unknown
ip_000532,datacenter_proxy
ip_000533,datacenter_proxy
ip_000534,corporate_nat
ip_000535,datacenter_proxy
ip_000536,unknown
ip_000537,mobile_carrier
ip_000538,unknown
ip_000539,residential
ip_000540,unknown
ip_000541,datacenter_proxy
ip_000542,datacenter_proxy
ip_000543,mobile_carrier
ip_000544,mobile_carrier
ip_000545,unknown
ip_000546,unknown
ip_000547,corporate_nat
ip_000548,mobile_carrier
ip_000549,datacenter_proxy
ip_000550,unknown
ip_000551,datacenter_proxy
ip_000552,residential
ip_000553,mobile_carrier
ip_000554,mobile_carrier
ip_000555,datacenter_proxy
ip_000556,unknown
ip_000557,corporate_nat
ip_000558,unknown
ip_000559,unknown
ip_000560,mobile_carrier
ip_000561,corporate_nat
ip_000562,residential
ip_000563,mobile_carrier
ip_000564,mobile_carrier
ip_000565,datacenter_proxy
ip_000566,datacenter_proxy
ip_000567,mobile_carrier
ip_000568,corporate_nat
ip_000569,corporate_nat
ip_000570,unknown
ip_000571,mobile_carrier
ip_000572,residential
ip_000573,corporate_nat
ip_000574,datacenter_proxy
ip_000575,unknown
ip_000576,residential
ip_000577,unknown
ip_000578,unknown
ip_000579,datacenter_proxy
ip_000580,mobile_carrier
ip_000581,unknown
ip_000582,datacenter_proxy
ip_000583,datacenter_proxy
ip_000584,datacenter_proxy
ip_000585,unknown
ip_000586,residential
ip_000587,residential
ip_000588,unknown
ip_000589,corporate_nat
ip_000590,corporate_nat
ip_000591,unknown
ip_000592,corporate_nat
ip_000593,corporate_nat
ip_000594,corporate_nat
ip_000595,mobile_carrier
ip_000596,datacenter_proxy
ip_000597,unknown
ip_000598,datacenter_proxy
ip_000599,corporate_nat
ip_000600,corporate_nat
ip_000601,residential
ip_000602,corporate_nat
ip_000603,datacenter_proxy
ip_000604,corporate_nat
ip_000605,corporate_nat
ip_000606,datacenter_proxy
ip_000607,unknown
ip_000608,mobile_carrier
ip_000609,residential
ip_000610,datacenter_proxy
ip_000611,residential
ip_000612,corporate_nat
ip_000613,unknown
ip_000614,datacenter_proxy
ip_000615,datacenter_proxy
ip_000616,mobile_carrier
ip_000617,unknown
ip_000618,mobile_carrier
ip_000619,datacenter_proxy
ip_000620,unknown
ip_000621,corporate_nat
ip_000622,residential
ip_000623,mobile_carrier
ip_000624,mobile_carrier
ip_000625,mobile_carrier
ip_000626,unknown
ip_000627,datacenter_proxy
ip_000628,mobile_carrier
ip_000629,datacenter_proxy
ip_000630,datacenter_proxy
ip_000631,mobile_carrier
ip_000632,datacenter_proxy
ip_000633,unknown
ip_000634,datacenter_proxy
ip_000635,unknown
ip_000636,residential
ip_000637,residential
ip_000638,mobile_carrier
ip_000639,mobile_carrier
ip_000640,residential
ip_000641,corporate_nat
ip_000642,datacenter_proxy
ip_000643,datacenter_proxy
ip_000644,datacenter_proxy
ip_000645,mobile_carrier
ip_000646,mobile_carrier
ip_000647,unknown
ip_000648,mobile_carrier
ip_000649,corporate_nat
ip_000650,datacenter_proxy
ip_000651,corporate_nat
ip_000652,corporate_nat
ip_000653,datacenter_proxy
ip_000654,residential
ip_000655,mobile_carrier
ip_000656,datacenter_proxy
ip_000657,residential
ip_000658,mobile_carrier
ip_000659,datacenter_proxy
ip_000660,mobile_carrier
ip_000661,corporate_nat
ip_000662,mobile_carrier
ip_000663,mobile_carrier
ip_000664,corporate_nat
ip_000665,residential
ip_000666,residential
ip_000667,mobile_carrier
ip_000668,corporate_nat
ip_000669,residential
ip_000670,unknown
ip_000671,datacenter_proxy
ip_000672,datacenter_proxy
ip_000673,mobile_carrier
ip_000674,datacenter_proxy
ip_000675,residential
ip_000676,mobile_carrier
ip_000677,corporate_nat
ip_000678,residential
ip_000679,corporate_nat
ip_000680,mobile_carrier
ip_000681,residential
ip_000682,unknown
ip_000683,residential
ip_000684,unknown
ip_000685,unknown
ip_000686,mobile_carrier
ip_000687,residential
ip_000688,mobile_carrier
ip_000689,datacenter_proxy
ip_000690,mobile_carrier
ip_000691,residential
ip_000692,corporate_nat
ip_000693,corporate_nat
ip_000694,mobile_carrier
ip_000695,unknown
ip_000696,mobile_carrier
ip_000697,residential
ip_000698,unknown
ip_000699,residential
ip_000700,mobile_carrier
ip_000701,corporate_nat
ip_000702,corporate_nat
ip_000703,corporate_nat
ip_000704,unknown
ip_000705,unknown
ip_000706,datacenter_proxy
ip_000707,datacenter_proxy
ip_000708,datacenter_proxy
ip_000709,corporate_nat
ip_000710,corporate_nat
ip_000711,datacenter_proxy
ip_000712,unknown
ip_000713,residential
ip_000714,mobile_carrier
ip_000715,corporate_nat
ip_000716,corporate_nat
ip_000717,corporate_nat
ip_000718,unknown
ip_000719,residential
ip_000720,residential
ip_000721,datacenter_proxy
ip_000722,residential
ip_000723,unknown
ip_000724,unknown
ip_000725,residential
ip_000726,datacenter_proxy
ip_000727,residential
ip_000728,residential
ip_000729,mobile_carrier
ip_000730,corporate_nat
ip_000731,corporate_nat
ip_000732,unknown
ip_000733,residential
ip_000734,unknown
ip_000735,mobile_carrier
ip_000736,mobile_carrier
ip_000737,datacenter_proxy
ip_000738,mobile_carrier
ip_000739,unknown
ip_000740,datacenter_proxy
ip_000741,mobile_carrier
ip_000742,unknown
ip_000743,unknown
ip_000744,residential
ip_000745,mobile_carrier
ip_000746,corporate_nat
ip_000747,datacenter_proxy
ip_000748,residential
ip_000749,corporate_nat
ip_000750,mobile_carrier
ip_000751,unknown
ip_000752,unknown
ip_000753,datacenter_proxy
ip_000754,residential
ip_000755,residential
ip_000756,mobile_carrier
ip_000757,corporate_nat
ip_000758,mobile_carrier
ip_000759,unknown
ip_000760,corporate_nat
ip_000761,residential
ip_000762,mobile_carrier
ip_000763,residential
ip_000764,datacenter_proxy
ip_000765,datacenter_proxy
ip_000766,mobile_carrier
ip_000767,residential
ip_000768,corporate_nat
ip_000769,residential
ip_000770,datacenter_proxy
ip_000771,residential
ip_000772,residential
ip_000773,unknown
ip_000774,corporate_nat
ip_000775,corporate_nat
ip_000776,residential
ip_000777,datacenter_proxy
ip_000778,unknown
ip_000779,unknown
ip_000780,datacenter_proxy
ip_000781,mobile_carrier
ip_000782,mobile_carrier
ip_000783,corporate_nat
ip_000784,datacenter_proxy
ip_000785,residential
ip_000786,mobile_carrier
ip_000787,datacenter_proxy
ip_000788,corporate_nat
ip_000789,corporate_nat
ip_000790,residential
ip_000791,mobile_carrier
ip_000792,corporate_nat
ip_000793,residential
ip_000794,unknown
ip_000795,corporate_nat
ip_000796,datacenter_proxy
ip_000797,mobile_carrier
ip_000798,corporate_nat
ip_000799,residential
ip_000800,corporate_nat
ip_000801,datacenter_proxy
ip_000802,datacenter_proxy
ip_000803,datacenter_proxy
ip_000804,mobile_carrier
ip_000805,datacenter_proxy
ip_000806,residential
ip_000807,corporate_nat
ip_000808,corporate_nat
ip_000809,corporate_nat
ip_000810,datacenter_proxy
ip_000811,residential
ip_000812,datacenter_proxy
ip_000813,mobile_carrier
ip_000814,mobile_carrier
ip_000815,unknown
ip_000816,residential
ip_000817,datacenter_proxy
ip_000818,corporate_nat
ip_000819,mobile_carrier
ip_000820,datacenter_proxy
ip_000821,mobile_carrier
ip_000822,mobile_carrier
ip_000823,mobile_carrier
ip_000824,corporate_nat
ip_000825,datacenter_proxy
ip_000826,datacenter_proxy
ip_000827,corporate_nat
ip_000828,residential
ip_000829,corporate_nat
ip_000830,datacenter_proxy
ip_000831,datacenter_proxy
ip_000832,residential
ip_000833,corporate_nat
ip_000834,datacenter_proxy
ip_000835,mobile_carrier
ip_000836,residential
ip_000837,residential
ip_000838,residential
ip_000839,mobile_carrier
ip_000840,datacenter_proxy
ip_000841,unknown
ip_000842,datacenter_proxy
ip_000843,residential
ip_000844,datacenter_proxy
ip_000845,unknown
ip_000846,residential
ip_000847,mobile_carrier
ip_000848,datacenter_proxy
ip_000849,residential
ip_000850,residential
ip_000851,corporate_nat
ip_000852,residential
ip_000853,unknown
ip_000854,residential
ip_000855,datacenter_proxy
ip_000856,datacenter_proxy
ip_000857,unknown
ip_000858,corporate_nat
ip_000859,corporate_nat
ip_000860,corporate_nat
ip_000861,mobile_carrier
ip_000862,corporate_nat
ip_000863,unknown
ip_000864,corporate_nat
ip_000865,corporate_nat
ip_000866,residential
ip_000867,mobile_carrier
ip_000868,mobile_carrier
ip_000869,unknown
ip_000870,mobile_carrier
ip_000871,unknown
ip_000872,mobile_carrier
ip_000873,residential
ip_000874,datacenter_proxy
ip_000875,mobile_carrier
ip_000876,datacenter_proxy
ip_000877,residential
ip_000878,datacenter_proxy
ip_000879,unknown
ip_000880,mobile_carrier
ip_000881,corporate_nat
ip_000882,corporate_nat
ip_000883,residential
ip_000884,unknown
ip_000885,corporate_nat
ip_000886,residential
ip_000887,corporate_nat
ip_000888,mobile_carrier
ip_000889,corporate_nat
ip_000890,datacenter_proxy
ip_000891,mobile_carrier
ip_000892,datacenter_proxy
ip_000893,unknown
ip_000894,mobile_carrier
ip_000895,mobile_carrier
ip_000896,residential
ip_000897,unknown
ip_000898,residential
ip_000899,corporate_nat
ip_000900,residential
ip_000901,mobile_carrier
ip_000902,residential
ip_000903,residential
ip_000904,mobile_carrier
ip_000905,mobile_carrier
ip_000906,unknown
ip_000907,unknown
ip_000908,residential
ip_000909,mobile_carrier
ip_000910,residential
ip_000911,residential
ip_000912,unknown
ip_000913,corporate_nat
ip_000914,corporate_nat
ip_000915,mobile_carrier
ip_000916,datacenter_proxy
ip_000917,mobile_carrier
ip_000918,corporate_nat
ip_000919,corporate_nat
ip_000920,datacenter_proxy
ip_000921,corporate_nat
ip_000922,corporate_nat
ip_000923,residential
ip_000924,mobile_carrier
ip_000925,datacenter_proxy
ip_000926,mobile_carrier
ip_000927,mobile_carrier
ip_000928,corporate_nat
ip_000929,datacenter_proxy
ip_000930,residential
ip_000931,residential
ip_000932,unknown
ip_000933,unknown
ip_000934,mobile_carrier
ip_000935,residential
ip_000936,datacenter_proxy
ip_000937,mobile_carrier
ip_000938,corporate_nat
ip_000939,datacenter_proxy
ip_000940,datacenter_proxy
ip_000941,residential
ip_000942,corporate_nat
ip_000943,residential
ip_000944,datacenter_proxy
ip_000945,residential
ip_000946,mobile_carrier
ip_000947,datacenter_proxy
ip_000948,residential
ip_000949,residential
ip_000950,corporate_nat
ip_000951,mobile_carrier
ip_000952,unknown
ip_000953,corporate_nat
ip_000954,unknown
ip_000955,corporate_nat
ip_000956,corporate_nat
ip_000957,unknown
ip_000958,datacenter_proxy
ip_000959,residential
ip_000960,datacenter_proxy
ip_000961,unknown
ip_000962,mobile_carrier
ip_000963,datacenter_proxy
ip_000964,unknown
ip_000965,residential
ip_000966,datacenter_proxy
ip_000967,datacenter_proxy
ip_000968,unknown
ip_000969,datacenter_proxy
ip_000970,mobile_carrier
ip_000971,residential
ip_000972,mobile_carrier
ip_000973,unknown
ip_000974,residential
ip_000975,datacenter_proxy
ip_000976,corporate_nat
ip_000977,unknown
ip_000978,corporate_nat
ip_000979,residential
ip_000980,residential
ip_000981,residential
ip_000982,mobile_carrier
ip_000983,mobile_carrier
ip_000984,unknown
ip_000985,residential
ip_000986,datacenter_proxy
ip_000987,unknown
ip_000988,unknown
ip_000989,corporate_nat
ip_000990,corporate_nat
ip_000991,residential
ip_000992,datacenter_proxy
ip_000993,unknown
ip_000994,corporate_nat
ip_000995,datacenter_proxy
ip_000996,mobile_carrier
ip_000997,datacenter_proxy
ip_000998,residential
ip_000999,unknown
ip_001000,unknown
ip_001001,mobile_carrier
ip_001002,mobile_carrier
ip_001003,residential
ip_001004,datacenter_proxy
ip_001005,mobile_carrier
ip_001006,mobile_carrier
ip_001007,mobile_carrier
ip_001008,corporate_nat
ip_001009,mobile_carrier
ip_001010,unknown
ip_001011,corporate_nat
ip_001012,mobile_carrier
ip_001013,datacenter_proxy
ip_001014,residential
ip_001015,datacenter_proxy
ip_001016,datacenter_proxy
ip_001017,mobile_carrier
ip_001018,residential
ip_001019,unknown
ip_001020,mobile_carrier
ip_001021,datacenter_proxy
ip_001022,corporate_nat
ip_001023,residential
ip_001024,datacenter_proxy
ip_001025,unknown
ip_001026,mobile_carrier
ip_001027,datacenter_proxy
ip_001028,corporate_nat
ip_001029,corporate_nat
ip_001030,datacenter_proxy
ip_001031,residential
ip_001032,unknown
ip_001033,corporate_nat
ip_001034,datacenter_proxy
ip_001035,residential
ip_001036,corporate_nat
ip_001037,datacenter_proxy
ip_001038,residential
ip_001039,residential
ip_001040,unknown
ip_001041,datacenter_proxy
ip_001042,unknown
ip_001043,residential
ip_001044,residential
ip_001045,residential
ip_001046,unknown
ip_001047,corporate_nat
ip_001048,datacenter_proxy
ip_001049,residential
ip_001050,unknown
ip_001051,residential
ip_001052,unknown
ip_001053,mobile_carrier
ip_001054,unknown
ip_001055,residential
ip_001056,unknown
ip_001057,residential
ip_001058,datacenter_proxy
ip_001059,residential
ip_001060,residential
ip_001061,corporate_nat
ip_001062,corporate_nat
ip_001063,datacenter_proxy
ip_001064,datacenter_proxy
ip_001065,corporate_nat
ip_001066,unknown
ip_001067,residential
ip_001068,mobile_carrier
ip_001069,unknown
ip_001070,datacenter_proxy
ip_001071,datacenter_proxy
ip_001072,datacenter_proxy
ip_001073,datacenter_proxy
ip_001074,residential
ip_001075,residential
ip_001076,mobile_carrier
ip_001077,unknown
ip_001078,datacenter_proxy
ip_001079,corporate_nat
ip_001080,datacenter_proxy
ip_001081,unknown
ip_001082,corporate_nat
ip_001083,residential
ip_001084,residential
ip_001085,unknown
ip_001086,mobile_carrier
ip_001087,datacenter_proxy
ip_001088,unknown
ip_001089,datacenter_proxy
ip_001090,mobile_carrier
ip_001091,datacenter_proxy
ip_001092,residential
ip_001093,datacenter_proxy
ip_001094,datacenter_proxy
ip_001095,corporate_nat
ip_001096,mobile_carrier
ip_001097,unknown
ip_001098,mobile_carrier
ip_001099,datacenter_proxy
ip_001100,unknown
ip_001101,residential
ip_001102,unknown
ip_001103,corporate_nat
ip_001104,corporate_nat
ip_001105,residential
ip_001106,mobile_carrier
ip_001107,residential
ip_001108,corporate_nat
ip_001109,mobile_carrier
ip_001110,datacenter_proxy
ip_001111,corporate_nat
ip_001112,unknown
ip_001113,datacenter_proxy
ip_001114,mobile_carrier
ip_001115,unknown
ip_001116,unknown
ip_001117,corporate_nat
ip_001118,mobile_carrier
ip_001119,residential
ip_001120,residential
ip_001121,datacenter_proxy
ip_001122,mobile_carrier
ip_001123,residential
ip_001124,datacenter_proxy
ip_001125,datacenter_proxy
ip_001126,mobile_carrier
ip_001127,unknown
ip_001128,datacenter_proxy
ip_001129,datacenter_proxy
ip_001130,corporate_nat
ip_001131,mobile_carrier
ip_001132,unknown
ip_001133,residential
ip_001134,unknown
ip_001135,corporate_nat
ip_001136,residential
ip_001137,datacenter_proxy
ip_001138,datacenter_proxy
ip_001139,mobile_carrier
ip_001140,unknown
ip_001141,datacenter_proxy
