merchant_id,category
merchant_000146,subscription
merchant_000147,marketplace
merchant_000148,marketplace
merchant_000149,grocery
merchant_000150,electronics
merchant_000151,digital_goods
merchant_000152,subscription
merchant_000153,marketplace
merchant_000154,subscription
merchant_000155,electronics
merchant_000156,electronics
merchant_000157,grocery
merchant_000158,electronics
merchant_000159,marketplace
merchant_000160,fashion
merchant_000161,gaming
merchant_000162,marketplace
merchant_000163,utilities
merchant_000164,restaurant
merchant_000165,subscription
merchant_000166,electronics
merchant_000167,subscription
merchant_000168,restaurant
merchant_000169,grocery
merchant_000170,grocery
merchant_000171,electronics
merchant_000172,restaurant
merchant_000173,gaming
merchant_000174,digital_goods
merchant_000175,subscription
merchant_000176,electronics
merchant_000177,restaurant
merchant_000178,marketplace
merchant_000179,utilities
merchant_000180,grocery
merchant_000181,restaurant
merchant_000182,subscription
merchant_000183,grocery
merchant_000184,travel
merchant_000185,electronics
merchant_000186,restaurant
merchant_000187,subscription
merchant_000188,restaurant
merchant_000189,subscription
merchant_000190,subscription
merchant_000191,digital_goods
merchant_000192,restaurant
merchant_000193,grocery
merchant_000194,electronics
merchant_000195,grocery
merchant_000196,electronics
merchant_000197,gaming
merchant_000198,digital_goods
merchant_000199,travel
merchant_000200,utilities
merchant_000201,travel
merchant_000202,electronics
merchant_000203,fashion
merchant_000204,digital_goods
merchant_000205,travel
merchant_000206,travel
merchant_000207,gaming
merchant_000208,grocery
merchant_000209,grocery
merchant_000210,utilities
merchant_000211,electronics
merchant_000212,subscription
merchant_000213,fashion
merchant_000214,utilities
merchant_000215,marketplace
merchant_000216,gaming
merchant_000217,digital_goods
merchant_000218,utilities
merchant_000219,utilities
merchant_000220,grocery
merchant_000221,travel
merchant_000222,marketplace
merchant_000223,electronics
merchant_000224,gaming
merchant_000225,subscription
merchant_000226,marketplace
merchant_000227,fashion
merchant_000228,grocery
merchant_000229,gaming
merchant_000230,restaurant
merchant_000231,electronics
merchant_000232,electronics
merchant_000233,fashion
merchant_000234,grocery
merchant_000235,grocery
merchant_000236,gaming
merchant_000237,marketplace
merchant_000238,grocery
merchant_000239,electronics
merchant_000240,marketplace
merchant_000241,subscription
merchant_000242,electronics
merchant_000243,electronics
merchant_000244,digital_goods
merchant_000245,marketplace
merchant_000246,digital_goods
merchant_000247,utilities
merchant_000248,grocery
merchant_000249,travel
merchant_000250,restaurant
merchant_000251,utilities
merchant_000252,digital_goods
merchant_000253,subscription
merchant_000254,gaming
merchant_000255,restaurant
merchant_000256,restaurant
merchant_000257,digital_goods
merchant_000258,utilities
merchant_000259,utilities
merchant_000260,grocery
merchant_000261,marketplace
merchant_000262,gaming
merchant_000263,fashion
merchant_000264,marketplace
merchant_000265,utilities
merchant_000266,travel
merchant_000267,marketplace
merchant_000268,restaurant
merchant_000269,marketplace
merchant_000270,grocery
merchant_000271,gaming
merchant_000272,travel
merchant_000273,travel
merchant_000274,gaming
merchant_000275,utilities
merchant_000276,gaming
merchant_000277,grocery
merchant_000278,utilities
merchant_000279,digital_goods
merchant_000280,gaming
merchant_000281,fashion
merchant_000282,utilities
merchant_000283,electronics
merchant_000284,restaurant
merchant_000285,marketplace
merchant_000286,gaming
merchant_000287,electronics
merchant_000288,fashion
merchant_000289,travel
merchant_000290,restaurant
merchant_000291,restaurant
merchant_000292,electronics
merchant_000293,electronics
merchant_000294,gaming
merchant_000295,fashion
merchant_000296,fashion
merchant_000297,electronics
merchant_000298,utilities
merchant_000299,grocery
merchant_000300,marketplace
merchant_000301,fashion
merchant_000302,grocery
merchant_000303,electronics
merchant_000304,digital_goods
merchant_000305,restaurant
merchant_000306,marketplace
merchant_000307,marketplace
merchant_000308,restaurant
merchant_000309,grocery
merchant_000310,fashion
merchant_000311,travel
merchant_000312,utilities
merchant_000313,restaurant
merchant_000314,fashion
merchant_000315,utilities
merchant_000316,marketplace
merchant_000317,grocery
merchant_000318,gaming
merchant_000319,gaming
merchant_000320,gaming
merchant_000321,electronics
merchant_000322,gaming
merchant_000323,gaming
merchant_000324,travel
merchant_000325,digital_goods
merchant_000326,gaming
merchant_000327,travel
merchant_000328,utilities
merchant_000329,restaurant
merchant_000330,grocery
merchant_000331,fashion
merchant_000332,fashion
merchant_000333,grocery
merchant_000334,marketplace
merchant_000335,grocery
merchant_000336,electronics
merchant_000337,marketplace
merchant_000338,electronics
merchant_000339,subscription
merchant_000340,restaurant
merchant_000341,fashion
merchant_000342,utilities
merchant_000343,travel
merchant_000344,utilities
merchant_000345,fashion
merchant_000346,gaming
merchant_000347,digital_goods
merchant_000348,restaurant
merchant_000349,grocery
merchant_000350,gaming
merchant_000351,travel
merchant_000352,gaming
merchant_000353,electronics
merchant_000354,utilities
merchant_000355,digital_goods
merchant_000356,fashion
merchant_000357,electronics
merchant_000358,gaming
merchant_000359,travel
merchant_000360,grocery
merchant_000361,restaurant
merchant_000362,utilities
merchant_000363,fashion
merchant_000364,electronics
merchant_000365,restaurant
merchant_000366,grocery
merchant_000367,grocery
merchant_000368,utilities
merchant_000369,fashion
merchant_000370,electronics
merchant_000371,gaming
merchant_000372,subscription
merchant_000373,utilities
merchant_000374,marketplace
merchant_000375,digital_goods
merchant_000376,restaurant
merchant_000377,travel
merchant_000378,subscription
merchant_000379,digital_goods
merchant_000380,restaurant
merchant_000381,utilities
merchant_000382,utilities
merchant_000383,electronics
merchant_000384,grocery
merchant_000385,marketplace
merchant_000386,gaming
merchant_000387,electronics
merchant_000388,restaurant
merchant_000389,electronics
merchant_000390,marketplace
merchant_000391,grocery
merchant_000392,grocery
merchant_000393,restaurant
merchant_000394,utilities
merchant_000395,grocery
merchant_000396,electronics
merchant_000397,restaurant
merchant_000398,marketplace
merchant_000399,electronics
merchant_000400,fashion
merchant_000401,grocery
merchant_000402,grocery
merchant_000403,restaurant
merchant_000404,restaurant
merchant_000405,fashion
merchant_000406,gaming
merchant_000407,travel
merchant_000408,fashion
merchant_000409,gaming
merchant_000410,marketplace
merchant_000411,marketplace
merchant_000412,restaurant
merchant_000413,utilities
merchant_000414,electronics
merchant_000415,fashion
merchant_000416,utilities
merchant_000417,restaurant
merchant_000418,restaurant
merchant_000419,grocery
merchant_000420,utilities
merchant_000421,utilities
merchant_000422,restaurant
merchant_000423,travel
merchant_000424,electronics
merchant_000425,digital_goods
merchant_000426,travel
merchant_000427,travel
merchant_000428,fashion
merchant_000429,subscription
merchant_000430,gaming
merchant_000431,digital_goods
merchant_000432,electronics
merchant_000433,gaming
merchant_000434,subscription
merchant_000435,grocery
merchant_000436,digital_goods
merchant_000437,travel
merchant_000438,electronics
merchant_000439,marketplace
merchant_000440,travel
merchant_000441,restaurant
merchant_000442,travel
merchant_000443,marketplace
merchant_000444,digital_goods
merchant_000445,restaurant
merchant_000446,fashion
merchant_000447,subscription
merchant_000448,subscription
merchant_000449,utilities
merchant_000450,restaurant
merchant_000451,gaming
merchant_000452,grocery
merchant_000453,fashion
merchant_000454,digital_goods
merchant_000455,electronics
merchant_000456,travel
merchant_000457,grocery
merchant_000458,marketplace
merchant_000459,digital_goods
merchant_000460,digital_goods
merchant_000461,gaming
merchant_000462,gaming
merchant_000463,restaurant
merchant_000464,utilities
merchant_000465,digital_goods
merchant_000466,fashion
merchant_000467,fashion
merchant_000468,grocery
merchant_000469,electronics
merchant_000470,travel
merchant_000471,travel
merchant_000472,marketplace
merchant_000473,utilities
merchant_000474,travel
merchant_000475,grocery
merchant_000476,fashion
merchant_000477,subscription
merchant_000478,utilities
merchant_000479,electronics
merchant_000480,grocery
merchant_000481,fashion
merchant_000482,fashion
merchant_000483,grocery
merchant_000484,travel
merchant_000485,marketplace
merchant_000486,restaurant
merchant_000487,grocery
merchant_000488,electronics
merchant_000489,utilities
merchant_000490,travel
merchant_000491,grocery
merchant_000492,utilities
merchant_000493,subscription
merchant_000494,restaurant
merchant_000495,grocery
merchant_000496,subscription
merchant_000497,marketplace
merchant_000498,marketplace
merchant_000499,digital_goods
merchant_000500,marketplace
merchant_000501,digital_goods
merchant_000502,electronics
merchant_000503,marketplace
merchant_000504,electronics
merchant_000505,utilities
merchant_000506,restaurant
merchant_000507,utilities
merchant_000508,electronics
merchant_000509,utilities
merchant_000510,utilities
merchant_000511,travel
merchant_000512,digital_goods
merchant_000513,utilities
merchant_000514,marketplace
merchant_000515,fashion
merchant_000516,utilities
merchant_000517,subscription
merchant_000518,utilities
merchant_000519,grocery
merchant_000520,travel
merchant_000521,marketplace
merchant_000522,subscription
merchant_000523,utilities
merchant_000524,fashion
merchant_000525,restaurant
merchant_000526,subscription
merchant_000527,travel
merchant_000528,grocery
merchant_000529,digital_goods
merchant_000530,travel
merchant_000531,travel
merchant_000532,marketplace
merchant_000533,gaming
merchant_000534,marketplace
merchant_000535,grocery
merchant_000536,fashion
merchant_000537,grocery
merchant_000538,utilities
merchant_000539,digital_goods
merchant_000540,gaming
merchant_000541,grocery
merchant_000542,digital_goods
merchant_000543,restaurant
merchant_000544,fashion
merchant_000545,restaurant
merchant_000546,subscription
merchant_000547,fashion
merchant_000548,restaurant
merchant_000549,electronics
merchant_000550,fashion
merchant_000551,subscription
merchant_000552,gaming
merchant_000553,electronics
merchant_000554,grocery
merchant_000555,grocery
merchant_000556,grocery
merchant_000557,utilities
merchant_000558,utilities
merchant_000559,marketplace
merchant_000560,fashion
merchant_000561,gaming
merchant_000562,fashion
merchant_000563,gaming
merchant_000564,subscription
merchant_000565,digital_goods
merchant_000566,subscription
merchant_000567,grocery
merchant_000568,grocery
merchant_000569,gaming
merchant_000570,utilities
merchant_000571,grocery
merchant_000572,subscription
merchant_000573,marketplace
merchant_000574,utilities
merchant_000575,grocery
merchant_000576,fashion
merchant_000577,digital_goods
merchant_000578,restaurant
merchant_000579,grocery
merchant_000580,utilities
merchant_000581,gaming
merchant_000582,digital_goods
merchant_000583,subscription
merchant_000584,restaurant
merchant_000585,marketplace
merchant_000586,digital_goods
merchant_000587,grocery
merchant_000588,gaming
merchant_000589,gaming
merchant_000590,restaurant
merchant_000591,digital_goods
merchant_000592,grocery
merchant_000593,marketplace
merchant_000594,fashion
merchant_000595,subscription
merchant_000596,grocery
merchant_000597,gaming
merchant_000598,restaurant
merchant_000599,grocery
merchant_000600,travel
merchant_000601,restaurant
merchant_000602,fashion
merchant_000603,digital_goods
merchant_000604,grocery
merchant_000605,travel
merchant_000606,restaurant
merchant_000607,utilities
merchant_000608,gaming
merchant_000609,marketplace
merchant_000610,electronics
merchant_000611,subscription
merchant_000612,grocery
merchant_000613,grocery
merchant_000614,marketplace
merchant_000615,grocery
merchant_000616,electronics
merchant_000617,digital_goods
merchant_000618,fashion
merchant_000619,marketplace
merchant_000620,restaurant
merchant_000621,marketplace
merchant_000622,gaming
merchant_000623,restaurant
merchant_000624,subscription
merchant_000625,fashion
merchant_000626,fashion
merchant_000627,grocery
merchant_000628,fashion
merchant_000629,gaming
merchant_000630,travel
merchant_000631,restaurant
merchant_000632,gaming
merchant_000633,grocery
merchant_000634,utilities
merchant_000635,travel
merchant_000636,fashion
merchant_000637,travel
merchant_000638,fashion
merchant_000639,marketplace
merchant_000640,grocery
merchant_000641,restaurant
merchant_000642,travel
merchant_000643,marketplace
merchant_000644,marketplace
merchant_000645,subscription
merchant_000646,travel
merchant_000647,grocery
merchant_000648,marketplace
merchant_000649,travel
merchant_000650,fashion
merchant_000651,marketplace
merchant_000652,electronics
merchant_000653,marketplace
merchant_000654,marketplace
merchant_000655,grocery
merchant_000656,electronics
merchant_000657,subscription
merchant_000658,marketplace
merchant_000659,travel
merchant_000660,gaming
merchant_000661,restaurant
merchant_000662,electronics
merchant_000663,electronics
merchant_000664,restaurant
merchant_000665,fashion
merchant_000666,fashion
merchant_000667,restaurant
merchant_000668,marketplace
merchant_000669,grocery
merchant_000670,marketplace
merchant_000671,electronics
merchant_000672,subscription
merchant_000673,digital_goods
merchant_000674,electronics
merchant_000675,fashion
merchant_000676,gaming
merchant_000677,electronics
merchant_000678,fashion
merchant_000679,grocery
merchant_000680,marketplace
merchant_000681,electronics
merchant_000682,gaming
merchant_000683,electronics
merchant_000684,travel
merchant_000685,grocery
merchant_000686,grocery
merchant_000687,restaurant
merchant_000688,gaming
merchant_000689,grocery
merchant_000690,gaming
merchant_000691,marketplace
merchant_000692,electronics
merchant_000693,marketplace
merchant_000694,utilities
merchant_000695,digital_goods
merchant_000696,digital_goods
merchant_000697,subscription
merchant_000698,subscription
merchant_000699,travel
merchant_000700,restaurant
merchant_000701,utilities
merchant_000702,digital_goods
merchant_000703,travel
merchant_000704,utilities
merchant_000705,fashion
merchant_000706,digital_goods
merchant_000707,digital_goods
merchant_000708,gaming
merchant_000709,restaurant
merchant_000710,subscription
merchant_000711,fashion
merchant_000712,restaurant
merchant_000713,digital_goods
merchant_000714,subscription
merchant_000715,grocery
merchant_000716,digital_goods
merchant_000717,travel
merchant_000718,marketplace
merchant_000719,travel
merchant_000720,subscription
merchant_000721,digital_goods
merchant_000722,grocery
merchant_000723,utilities
merchant_000724,grocery
merchant_000725,marketplace
merchant_000726,utilities
merchant_000727,subscription
merchant_000728,utilities
merchant_000729,grocery
merchant_000730,restaurant
merchant_000731,electronics
merchant_000732,travel
merchant_000733,gaming
merchant_000734,electronics
merchant_000735,subscription
merchant_000736,restaurant
merchant_000737,subscription
merchant_000738,digital_goods
merchant_000739,gaming
merchant_000740,digital_goods
merchant_000741,electronics
merchant_000742,travel
merchant_000743,marketplace
merchant_000744,fashion
merchant_000745,electronics
merchant_000746,digital_goods
merchant_000747,subscription
merchant_000748,utilities
merchant_000749,utilities
merchant_000750,digital_goods
merchant_000751,gaming
merchant_000752,subscription
merchant_000753,utilities
merchant_000754,gaming
merchant_000755,subscription
merchant_000756,utilities
merchant_000757,marketplace
merchant_000758,subscription
merchant_000759,electronics
merchant_000760,gaming
merchant_000761,marketplace
merchant_000762,digital_goods
merchant_000763,gaming
merchant_000764,marketplace
merchant_000765,utilities
merchant_000766,fashion
merchant_000767,electronics
merchant_000768,marketplace
merchant_000769,grocery
merchant_000770,fashion
merchant_000771,digital_goods
merchant_000772,marketplace
merchant_000773,electronics
merchant_000774,gaming
merchant_000775,utilities
merchant_000776,subscription
merchant_000777,electronics
merchant_000778,fashion
merchant_000779,restaurant
merchant_000780,digital_goods
merchant_000781,fashion
merchant_000782,digital_goods
merchant_000783,restaurant
merchant_000784,utilities
merchant_000785,subscription
merchant_000786,subscription
merchant_000787,grocery
merchant_000788,travel
merchant_000789,subscription
merchant_000790,grocery
merchant_000791,gaming
merchant_000792,travel
merchant_000793,subscription
merchant_000794,subscription
merchant_000795,subscription
merchant_000796,fashion
merchant_000797,fashion
merchant_000798,subscription
merchant_000799,electronics
merchant_000800,digital_goods
merchant_000801,utilities
merchant_000802,grocery
merchant_000803,travel
merchant_000804,marketplace
merchant_000805,grocery
merchant_000806,digital_goods
merchant_000807,travel
merchant_000808,restaurant
merchant_000809,grocery
merchant_000810,gaming
merchant_000811,grocery
merchant_000812,grocery
merchant_000813,gaming
merchant_000814,subscription
merchant_000815,fashion
merchant_000816,utilities
merchant_000817,utilities
merchant_000818,utilities
merchant_000819,fashion
merchant_000820,gaming
merchant_000821,restaurant
merchant_000822,grocery
merchant_000823,restaurant
merchant_000824,travel
merchant_000825,utilities
merchant_000826,grocery
merchant_000827,travel
merchant_000828,restaurant
merchant_000829,marketplace
merchant_000830,restaurant
merchant_000831,fashion
merchant_000832,digital_goods
merchant_000833,utilities
merchant_000834,utilities
merchant_000835,subscription
merchant_000836,utilities
merchant_000837,fashion
merchant_000838,grocery
merchant_000839,marketplace
merchant_000840,subscription
merchant_000841,restaurant
merchant_000842,subscription
merchant_000843,fashion
merchant_000844,grocery
merchant_000845,fashion
merchant_000846,fashion
merchant_000847,travel
merchant_000848,subscription
merchant_000849,subscription
merchant_000850,grocery
merchant_000851,digital_goods
merchant_000852,restaurant
merchant_000853,grocery
merchant_000854,electronics
merchant_000855,digital_goods
merchant_000856,digital_goods
merchant_000857,fashion
merchant_000858,travel
merchant_000859,gaming
merchant_000860,restaurant
merchant_000861,restaurant
merchant_000862,grocery
merchant_000863,restaurant
merchant_000864,marketplace
merchant_000865,electronics
merchant_000866,fashion
merchant_000867,utilities
merchant_000868,travel
merchant_000869,electronics
merchant_000870,grocery
merchant_000871,digital_goods
merchant_000872,fashion
merchant_000873,utilities
merchant_000874,subscription
merchant_000875,utilities
merchant_000876,restaurant
merchant_000877,fashion
merchant_000878,travel
merchant_000879,fashion
merchant_000880,electronics
merchant_000881,utilities
merchant_000882,fashion
merchant_000883,digital_goods
merchant_000884,utilities
merchant_000885,grocery
merchant_000886,grocery
merchant_000887,utilities
merchant_000888,utilities
merchant_000889,fashion
merchant_000890,fashion
merchant_000891,electronics
merchant_000892,travel
merchant_000893,restaurant
merchant_000894,digital_goods
merchant_000895,grocery
merchant_000896,gaming
merchant_000897,travel
merchant_000898,marketplace
merchant_000899,travel
merchant_000900,fashion
merchant_000901,gaming
merchant_000902,utilities
merchant_000903,marketplace
merchant_000904,fashion
merchant_000905,grocery
merchant_000906,utilities
merchant_000907,fashion
merchant_000908,electronics
merchant_000909,restaurant
merchant_000910,digital_goods
merchant_000911,travel
merchant_000912,travel
merchant_000913,gaming
merchant_000914,electronics
merchant_000915,digital_goods
merchant_000916,digital_goods
merchant_000917,restaurant
merchant_000918,digital_goods
merchant_000919,restaurant
merchant_000920,grocery
merchant_000921,subscription
merchant_000922,electronics
merchant_000923,grocery
merchant_000924,fashion
merchant_000925,grocery
merchant_000926,fashion
merchant_000927,subscription
merchant_000928,gaming
merchant_000929,fashion
merchant_000930,grocery
merchant_000931,digital_goods
merchant_000932,fashion
merchant_000933,marketplace
merchant_000934,gaming
merchant_000935,gaming
merchant_000936,fashion
merchant_000937,restaurant
merchant_000938,fashion
merchant_000939,digital_goods
merchant_000940,grocery
merchant_000941,gaming
merchant_000942,fashion
merchant_000943,subscription
merchant_000944,subscription
merchant_000945,gaming
merchant_000946,utilities
merchant_000947,marketplace
merchant_000948,fashion
merchant_000949,utilities
merchant_000950,restaurant
merchant_000951,travel
merchant_000952,utilities
merchant_000953,grocery
merchant_000954,travel
merchant_000955,electronics
merchant_000956,subscription
merchant_000957,electronics
merchant_000958,fashion
merchant_000959,grocery
merchant_000960,utilities
merchant_000961,utilities
merchant_000962,utilities
merchant_000963,gaming
merchant_000964,grocery
merchant_000965,marketplace
merchant_000966,digital_goods
merchant_000967,digital_goods
merchant_000968,restaurant
merchant_000969,gaming
merchant_000970,subscription
merchant_000971,grocery
merchant_000972,fashion
merchant_000973,restaurant
merchant_000974,fashion
merchant_000975,grocery
merchant_000976,subscription
merchant_000977,restaurant
merchant_000978,fashion
merchant_000979,travel
merchant_000980,marketplace
merchant_000981,subscription
merchant_000982,restaurant
merchant_000983,electronics
merchant_000984,travel
merchant_000985,utilities
merchant_000986,fashion
merchant_000987,fashion
merchant_000988,restaurant
merchant_000989,grocery
merchant_000990,gaming
merchant_000991,electronics
merchant_000992,marketplace
merchant_000993,marketplace
merchant_000994,restaurant
merchant_000995,fashion
merchant_000996,electronics
merchant_000997,subscription
merchant_000998,restaurant
merchant_000999,subscription
merchant_001000,electronics
merchant_001001,gaming
merchant_001002,travel
merchant_001003,electronics
merchant_001004,restaurant
merchant_001005,marketplace
merchant_001006,utilities
merchant_001007,travel
merchant_001008,gaming
merchant_001009,restaurant
merchant_001010,digital_goods
merchant_001011,digital_goods
merchant_001012,gaming
merchant_001013,gaming
merchant_001014,subscription
merchant_001015,subscription
merchant_001016,electronics
merchant_001017,restaurant
merchant_001018,fashion
merchant_001019,travel
merchant_001020,restaurant
merchant_001021,subscription
merchant_001022,grocery
merchant_001023,marketplace
merchant_001024,digital_goods
merchant_001025,restaurant
merchant_001026,utilities
merchant_001027,utilities
merchant_001028,travel
merchant_001029,grocery
merchant_001030,fashion
merchant_001031,gaming
merchant_001032,grocery
merchant_001033,restaurant
merchant_001034,fashion
merchant_001035,gaming
merchant_001036,utilities
merchant_001037,gaming
merchant_001038,grocery
merchant_001039,electronics
merchant_001040,marketplace
merchant_001041,restaurant
merchant_001042,restaurant
merchant_001043,gaming
merchant_001044,utilities
merchant_001045,utilities
merchant_001046,travel
merchant_001047,electronics
merchant_001048,digital_goods
merchant_001049,digital_goods
merchant_001050,restaurant
merchant_001051,fashion
merchant_001052,marketplace
merchant_001053,utilities
merchant_001054,marketplace
merchant_001055,travel
merchant_001056,marketplace
merchant_001057,marketplace
merchant_001058,gaming
merchant_001059,travel
merchant_001060,gaming
merchant_001061,marketplace
merchant_001062,fashion
merchant_001063,utilities
merchant_001064,utilities
merchant_001065,restaurant
merchant_001066,travel
merchant_001067,digital_goods
merchant_001068,travel
merchant_001069,digital_goods
merchant_001070,digital_goods
merchant_001071,grocery
merchant_001072,restaurant
merchant_001073,travel
merchant_001074,travel
merchant_001075,utilities
merchant_001076,restaurant
merchant_001077,digital_goods
merchant_001078,gaming
merchant_001079,grocery
merchant_001080,utilities
merchant_001081,grocery
merchant_001082,electronics
merchant_001083,marketplace
merchant_001084,gaming
merchant_001085,electronics
merchant_001086,subscription
merchant_001087,fashion
merchant_001088,travel
merchant_001089,restaurant
merchant_001090,subscription
merchant_001091,fashion
merchant_001092,utilities
merchant_001093,fashion
merchant_001094,fashion
merchant_001095,subscription
merchant_001096,subscription
merchant_001097,digital_goods
merchant_001098,travel
merchant_001099,subscription
merchant_001100,fashion
merchant_001101,digital_goods
merchant_001102,fashion
merchant_001103,utilities
merchant_001104,travel
merchant_001105,travel
merchant_001106,marketplace
merchant_001107,gaming
merchant_001108,utilities
merchant_001109,fashion
merchant_001110,utilities
merchant_001111,travel
merchant_001112,digital_goods
merchant_001113,utilities
merchant_001114,utilities
merchant_001115,electronics
merchant_001116,grocery
merchant_001117,subscription
merchant_001118,marketplace
merchant_001119,utilities
merchant_001120,marketplace
merchant_001121,restaurant
merchant_001122,gaming
merchant_001123,fashion
merchant_001124,grocery
merchant_001125,fashion
merchant_001126,gaming
merchant_001127,subscription
merchant_001128,restaurant
merchant_001129,electronics
merchant_001130,gaming
merchant_001131,digital_goods
merchant_001132,travel
merchant_001133,utilities
merchant_001134,travel
merchant_001135,restaurant
merchant_001136,subscription
merchant_001137,marketplace
merchant_001138,grocery
merchant_001139,utilities
merchant_001140,grocery
merchant_001141,grocery
merchant_001142,electronics
merchant_001143,travel
merchant_001144,utilities
merchant_001145,utilities
merchant_001146,gaming
merchant_001147,utilities
merchant_001148,grocery
merchant_001149,digital_goods
merchant_001150,utilities
merchant_001151,electronics
merchant_001152,gaming
merchant_001153,digital_goods
merchant_001154,grocery
merchant_001155,digital_goods
merchant_001156,electronics
merchant_001157,grocery
merchant_001158,grocery
merchant_001159,digital_goods
merchant_001160,electronics
merchant_001161,utilities
merchant_001162,utilities
merchant_001163,marketplace
merchant_001164,digital_goods
merchant_001165,marketplace
merchant_001166,gaming
merchant_001167,marketplace
merchant_001168,gaming
merchant_001169,subscription
merchant_001170,grocery
merchant_001171,grocery
merchant_001172,electronics
merchant_001173,restaurant
merchant_001174,fashion
merchant_001175,gaming
merchant_001176,utilities
merchant_001177,travel
merchant_001178,restaurant
merchant_001179,gaming
merchant_001180,travel
merchant_001181,grocery
merchant_001182,marketplace
merchant_001183,travel
merchant_001184,travel
merchant_001185,marketplace
merchant_001186,fashion
merchant_001187,digital_goods
merchant_001188,fashion
merchant_001189,restaurant
merchant_001190,subscription
merchant_001191,grocery
merchant_001192,restaurant
merchant_001193,subscription
merchant_001194,travel
merchant_001195,electronics
merchant_001196,utilities
merchant_001197,utilities
merchant_001198,marketplace
merchant_001199,utilities
merchant_001200,digital_goods
