device_id,device_type
device_000369,customer_service_terminal
device_000370,customer_service_terminal
device_000371,mobile
device_000372,mobile
device_000373,corporate_workstation
device_000374,customer_service_terminal
device_000375,corporate_workstation
device_000376,customer_service_terminal
device_000377,corporate_workstation
device_000378,desktop
device_000379,corporate_workstation
device_000380,mobile
device_000381,mobile
device_000382,mobile
device_000383,desktop
device_000384,tablet
device_000385,tablet
device_000386,desktop
device_000387,desktop
device_000388,desktop
device_000389,customer_service_terminal
device_000390,customer_service_terminal
device_000391,corporate_workstation
device_000392,tablet
device_000393,corporate_workstation
device_000394,desktop
device_000395,desktop
device_000396,corporate_workstation
device_000397,tablet
device_000398,tablet
device_000399,customer_service_terminal
device_000400,tablet
device_000401,mobile
device_000402,customer_service_terminal
device_000403,customer_service_terminal
device_000404,customer_service_terminal
device_000405,desktop
device_000406,desktop
device_000407,desktop
device_000408,tablet
device_000409,customer_service_terminal
device_000410,customer_service_terminal
device_000411,tablet
device_000412,mobile
device_000413,corporate_workstation
device_000414,customer_service_terminal
device_000415,corporate_workstation
device_000416,mobile
device_000417,tablet
device_000418,customer_service_terminal
device_000419,mobile
device_000420,tablet
device_000421,mobile
device_000422,desktop
device_000423,corporate_workstation
device_000424,customer_service_terminal
device_000425,corporate_workstation
device_000426,tablet
device_000427,corporate_workstation
device_000428,tablet
device_000429,customer_service_terminal
device_000430,customer_service_terminal
device_000431,customer_service_terminal
device_000432,corporate_workstation
device_000433,tablet
device_000434,mobile
device_000435,corporate_workstation
device_000436,customer_service_terminal
device_000437,tablet
device_000438,tablet
device_000439,customer_service_terminal
device_000440,corporate_workstation
device_000441,customer_service_terminal
device_000442,tablet
device_000443,desktop
device_000444,customer_service_terminal
device_000445,desktop
device_000446,mobile
device_000447,customer_service_terminal
device_000448,tablet
device_000449,desktop
device_000450,desktop
device_000451,tablet
device_000452,mobile
device_000453,mobile
device_000454,customer_service_terminal
device_000455,mobile
device_000456,customer_service_terminal
device_000457,desktop
device_000458,tablet
device_000459,mobile
device_000460,tablet
device_000461,tablet
device_000462,desktop
device_000463,mobile
device_000464,mobile
device_000465,tablet
device_000466,corporate_workstation
device_000467,corporate_workstation
device_000468,corporate_workstation
device_000469,tablet
device_000470,customer_service_terminal
device_000471,tablet
device_000472,corporate_workstation
device_000473,corporate_workstation
device_000474,tablet
device_000475,customer_service_terminal
device_000476,tablet
device_000477,corporate_workstation
device_000478,corporate_workstation
device_000479,corporate_workstation
device_000480,tablet
device_000481,corporate_workstation
device_000482,mobile
device_000483,desktop
device_000484,corporate_workstation
device_000485,tablet
device_000486,tablet
device_000487,corporate_workstation
device_000488,mobile
device_000489,mobile
device_000490,mobile
device_000491,tablet
device_000492,customer_service_terminal
device_000493,tablet
device_000494,corporate_workstation
device_000495,customer_service_terminal
device_000496,tablet
device_000497,customer_service_terminal
device_000498,desktop
device_000499,corporate_workstation
device_000500,mobile
device_000501,corporate_workstation
device_000502,mobile
device_000503,tablet
device_000504,tablet
device_000505,corporate_workstation
device_000506,corporate_workstation
device_000507,corporate_workstation
device_000508,mobile
device_000509,desktop
device_000510,desktop
device_000511,corporate_workstation
device_000512,corporate_workstation
device_000513,corporate_workstation
device_000514,mobile
device_000515,customer_service_terminal
device_000516,customer_service_terminal
device_000517,customer_service_terminal
device_000518,tablet
device_000519,corporate_workstation
device_000520,mobile
device_000521,desktop
device_000522,desktop
device_000523,desktop
device_000524,customer_service_terminal
device_000525,tablet
device_000526,customer_service_terminal
device_000527,tablet
device_000528,mobile
device_000529,customer_service_terminal
device_000530,desktop
device_000531,corporate_workstation
device_000532,tablet
device_000533,mobile
device_000534,mobile
device_000535,tablet
device_000536,mobile
device_000537,desktop
device_000538,tablet
device_000539,desktop
device_000540,mobile
device_000541,customer_service_terminal
device_000542,corporate_workstation
device_000543,corporate_workstation
device_000544,desktop
device_000545,desktop
device_000546,customer_service_terminal
device_000547,tablet
device_000548,mobile
device_000549,desktop
device_000550,mobile
device_000551,corporate_workstation
device_000552,mobile
device_000553,customer_service_terminal
device_000554,customer_service_terminal
device_000555,customer_service_terminal
device_000556,desktop
device_000557,mobile
device_000558,customer_service_terminal
device_000559,corporate_workstation
device_000560,mobile
device_000561,desktop
device_000562,corporate_workstation
device_000563,customer_service_terminal
device_000564,mobile
device_000565,customer_service_terminal
device_000566,tablet
device_000567,mobile
device_000568,customer_service_terminal
device_000569,tablet
device_000570,customer_service_terminal
device_000571,tablet
device_000572,customer_service_terminal
device_000573,tablet
device_000574,desktop
device_000575,corporate_workstation
device_000576,corporate_workstation
device_000577,desktop
device_000578,customer_service_terminal
device_000579,corporate_workstation
device_000580,mobile
device_000581,desktop
device_000582,corporate_workstation
device_000583,tablet
device_000584,customer_service_terminal
device_000585,corporate_workstation
device_000586,customer_service_terminal
device_000587,mobile
device_000588,corporate_workstation
device_000589,corporate_workstation
device_000590,mobile
device_000591,tablet
device_000592,desktop
device_000593,corporate_workstation
device_000594,tablet
device_000595,tablet
device_000596,corporate_workstation
device_000597,customer_service_terminal
device_000598,mobile
device_000599,customer_service_terminal
device_000600,corporate_workstation
device_000601,tablet
device_000602,desktop
device_000603,customer_service_terminal
device_000604,corporate_workstation
device_000605,mobile
device_000606,corporate_workstation
device_000607,customer_service_terminal
device_000608,customer_service_terminal
device_000609,mobile
device_000610,desktop
device_000611,tablet
device_000612,mobile
device_000613,desktop
device_000614,customer_service_terminal
device_000615,corporate_workstation
device_000616,corporate_workstation
device_000617,desktop
device_000618,mobile
device_000619,desktop
device_000620,mobile
device_000621,corporate_workstation
device_000622,customer_service_terminal
device_000623,customer_service_terminal
device_000624,desktop
device_000625,corporate_workstation
device_000626,customer_service_terminal
device_000627,corporate_workstation
device_000628,customer_service_terminal
device_000629,mobile
device_000630,tablet
device_000631,desktop
device_000632,corporate_workstation
device_000633,desktop
device_000634,mobile
device_000635,desktop
device_000636,mobile
device_000637,customer_service_terminal
device_000638,tablet
device_000639,tablet
device_000640,tablet
device_000641,corporate_workstation
device_000642,customer_service_terminal
device_000643,tablet
device_000644,tablet
device_000645,corporate_workstation
device_000646,customer_service_terminal
device_000647,corporate_workstation
device_000648,mobile
device_000649,corporate_workstation
device_000650,mobile
device_000651,customer_service_terminal
device_000652,tablet
device_000653,corporate_workstation
device_000654,customer_service_terminal
device_000655,desktop
device_000656,desktop
device_000657,mobile
device_000658,customer_service_terminal
device_000659,customer_service_terminal
device_000660,desktop
device_000661,customer_service_terminal
device_000662,corporate_workstation
device_000663,customer_service_terminal
device_000664,tablet
device_000665,customer_service_terminal
device_000666,corporate_workstation
device_000667,mobile
device_000668,customer_service_terminal
device_000669,tablet
device_000670,desktop
device_000671,desktop
device_000672,desktop
device_000673,desktop
device_000674,tablet
device_000675,mobile
device_000676,corporate_workstation
device_000677,customer_service_terminal
device_000678,tablet
device_000679,customer_service_terminal
device_000680,corporate_workstation
device_000681,desktop
device_000682,tablet
device_000683,tablet
device_000684,tablet
device_000685,corporate_workstation
device_000686,customer_service_terminal
device_000687,desktop
device_000688,mobile
device_000689,tablet
device_000690,desktop
device_000691,mobile
device_000692,tablet
device_000693,tablet
device_000694,desktop
device_000695,customer_service_terminal
device_000696,desktop
device_000697,mobile
device_000698,corporate_workstation
device_000699,mobile
device_000700,customer_service_terminal
device_000701,mobile
device_000702,tablet
device_000703,customer_service_terminal
device_000704,customer_service_terminal
device_000705,desktop
device_000706,corporate_workstation
device_000707,desktop
device_000708,tablet
device_000709,corporate_workstation
device_000710,corporate_workstation
device_000711,customer_service_terminal
device_000712,corporate_workstation
device_000713,tablet
device_000714,customer_service_terminal
device_000715,customer_service_terminal
device_000716,customer_service_terminal
device_000717,mobile
device_000718,tablet
device_000719,desktop
device_000720,desktop
device_000721,desktop
device_000722,tablet
device_000723,desktop
device_000724,desktop
device_000725,tablet
device_000726,mobile
device_000727,tablet
device_000728,customer_service_terminal
device_000729,customer_service_terminal
device_000730,customer_service_terminal
device_000731,mobile
device_000732,desktop
device_000733,desktop
device_000734,desktop
device_000735,tablet
device_000736,customer_service_terminal
device_000737,mobile
device_000738,mobile
device_000739,tablet
device_000740,corporate_workstation
device_000741,corporate_workstation
device_000742,customer_service_terminal
device_000743,tablet
device_000744,mobile
device_000745,customer_service_terminal
device_000746,corporate_workstation
device_000747,tablet
device_000748,tablet
device_000749,customer_service_terminal
device_000750,corporate_workstation
device_000751,corporate_workstation
device_000752,mobile
device_000753,tablet
device_000754,tablet
device_000755,tablet
device_000756,corporate_workstation
device_000757,corporate_workstation
device_000758,desktop
device_000759,customer_service_terminal
device_000760,customer_service_terminal
device_000761,mobile
device_000762,customer_service_terminal
device_000763,customer_service_terminal
device_000764,customer_service_terminal
device_000765,mobile
device_000766,tablet
device_000767,desktop
device_000768,tablet
device_000769,customer_service_terminal
device_000770,mobile
device_000771,corporate_workstation
device_000772,customer_service_terminal
device_000773,mobile
device_000774,corporate_workstation
device_000775,tablet
device_000776,customer_service_terminal
device_000777,mobile
device_000778,customer_service_terminal
device_000779,customer_service_terminal
device_000780,corporate_workstation
device_000781,corporate_workstation
device_000782,customer_service_terminal
device_000783,customer_service_terminal
device_000784,tablet
device_000785,desktop
device_000786,tablet
device_000787,customer_service_terminal
device_000788,desktop
device_000789,customer_service_terminal
device_000790,corporate_workstation
device_000791,customer_service_terminal
device_000792,customer_service_terminal
device_000793,tablet
device_000794,tablet
device_000795,desktop
device_000796,customer_service_terminal
device_000797,mobile
device_000798,desktop
device_000799,mobile
device_000800,tablet
device_000801,tablet
device_000802,mobile
device_000803,desktop
device_000804,desktop
device_000805,customer_service_terminal
device_000806,tablet
device_000807,mobile
device_000808,desktop
device_000809,mobile
device_000810,customer_service_terminal
device_000811,mobile
device_000812,corporate_workstation
device_000813,mobile
device_000814,customer_service_terminal
device_000815,customer_service_terminal
device_000816,mobile
device_000817,desktop
device_000818,customer_service_terminal
device_000819,customer_service_terminal
device_000820,customer_service_terminal
device_000821,tablet
device_000822,mobile
device_000823,customer_service_terminal
device_000824,desktop
device_000825,mobile
device_000826,tablet
device_000827,mobile
device_000828,tablet
device_000829,tablet
device_000830,customer_service_terminal
device_000831,mobile
device_000832,mobile
device_000833,mobile
device_000834,tablet
device_000835,customer_service_terminal
device_000836,desktop
device_000837,desktop
device_000838,tablet
device_000839,desktop
device_000840,customer_service_terminal
device_000841,customer_service_terminal
device_000842,desktop
device_000843,tablet
device_000844,customer_service_terminal
device_000845,customer_service_terminal
device_000846,desktop
device_000847,desktop
device_000848,corporate_workstation
device_000849,customer_service_terminal
device_000850,tablet
device_000851,corporate_workstation
device_000852,customer_service_terminal
device_000853,tablet
device_000854,mobile
device_000855,desktop
device_000856,corporate_workstation
device_000857,mobile
device_000858,tablet
device_000859,tablet
device_000860,corporate_workstation
device_000861,tablet
device_000862,customer_service_terminal
device_000863,customer_service_terminal
device_000864,tablet
device_000865,customer_service_terminal
device_000866,desktop
device_000867,desktop
device_000868,corporate_workstation
device_000869,corporate_workstation
device_000870,tablet
device_000871,mobile
device_000872,tablet
device_000873,tablet
device_000874,desktop
device_000875,mobile
device_000876,desktop
device_000877,desktop
device_000878,mobile
device_000879,corporate_workstation
device_000880,corporate_workstation
device_000881,corporate_workstation
device_000882,mobile
device_000883,corporate_workstation
device_000884,tablet
device_000885,mobile
device_000886,corporate_workstation
device_000887,desktop
device_000888,mobile
device_000889,customer_service_terminal
device_000890,tablet
device_000891,customer_service_terminal
device_000892,customer_service_terminal
device_000893,desktop
device_000894,customer_service_terminal
device_000895,corporate_workstation
device_000896,corporate_workstation
device_000897,corporate_workstation
device_000898,mobile
device_000899,corporate_workstation
device_000900,corporate_workstation
device_000901,customer_service_terminal
device_000902,customer_service_terminal
device_000903,desktop
device_000904,mobile
device_000905,mobile
device_000906,corporate_workstation
device_000907,mobile
device_000908,corporate_workstation
device_000909,tablet
device_000910,mobile
device_000911,mobile
device_000912,desktop
device_000913,desktop
device_000914,corporate_workstation
device_000915,mobile
device_000916,desktop
device_000917,tablet
device_000918,customer_service_terminal
device_000919,tablet
device_000920,mobile
device_000921,corporate_workstation
device_000922,tablet
device_000923,customer_service_terminal
device_000924,customer_service_terminal
device_000925,mobile
device_000926,mobile
device_000927,customer_service_terminal
device_000928,tablet
device_000929,tablet
device_000930,customer_service_terminal
device_000931,tablet
device_000932,customer_service_terminal
device_000933,mobile
device_000934,desktop
device_000935,desktop
device_000936,corporate_workstation
device_000937,corporate_workstation
device_000938,corporate_workstation
device_000939,tablet
device_000940,customer_service_terminal
device_000941,corporate_workstation
device_000942,corporate_workstation
device_000943,tablet
device_000944,tablet
device_000945,customer_service_terminal
device_000946,corporate_workstation
device_000947,mobile
device_000948,desktop
device_000949,tablet
device_000950,tablet
device_000951,corporate_workstation
device_000952,mobile
device_000953,mobile
device_000954,tablet
device_000955,desktop
device_000956,desktop
device_000957,customer_service_terminal
device_000958,corporate_workstation
device_000959,tablet
device_000960,desktop
device_000961,tablet
device_000962,customer_service_terminal
device_000963,desktop
device_000964,mobile
device_000965,corporate_workstation
device_000966,customer_service_terminal
device_000967,tablet
device_000968,corporate_workstation
device_000969,tablet
device_000970,desktop
device_000971,customer_service_terminal
device_000972,desktop
device_000973,tablet
device_000974,desktop
device_000975,mobile
device_000976,customer_service_terminal
device_000977,tablet
device_000978,customer_service_terminal
device_000979,desktop
device_000980,mobile
device_000981,desktop
device_000982,customer_service_terminal
device_000983,mobile
device_000984,corporate_workstation
device_000985,customer_service_terminal
device_000986,corporate_workstation
device_000987,corporate_workstation
device_000988,desktop
device_000989,desktop
device_000990,desktop
device_000991,desktop
device_000992,corporate_workstation
device_000993,mobile
device_000994,tablet
device_000995,corporate_workstation
device_000996,mobile
device_000997,customer_service_terminal
device_000998,corporate_workstation
device_000999,corporate_workstation
device_001000,customer_service_terminal
device_001001,desktop
device_001002,customer_service_terminal
device_001003,tablet
device_001004,tablet
device_001005,mobile
device_001006,tablet
device_001007,desktop
device_001008,corporate_workstation
device_001009,corporate_workstation
device_001010,tablet
device_001011,tablet
device_001012,corporate_workstation
device_001013,tablet
device_001014,desktop
device_001015,mobile
device_001016,corporate_workstation
device_001017,customer_service_terminal
device_001018,corporate_workstation
device_001019,customer_service_terminal
device_001020,corporate_workstation
device_001021,mobile
device_001022,tablet
device_001023,corporate_workstation
device_001024,customer_service_terminal
device_001025,mobile
device_001026,tablet
device_001027,mobile
device_001028,tablet
device_001029,mobile
device_001030,corporate_workstation
device_001031,mobile
device_001032,desktop
device_001033,desktop
device_001034,mobile
device_001035,customer_service_terminal
device_001036,mobile
device_001037,tablet
device_001038,customer_service_terminal
device_001039,customer_service_terminal
device_001040,mobile
device_001041,corporate_workstation
device_001042,mobile
device_001043,desktop
device_001044,corporate_workstation
device_001045,corporate_workstation
device_001046,tablet
device_001047,tablet
device_001048,mobile
device_001049,customer_service_terminal
device_001050,corporate_workstation
device_001051,customer_service_terminal
device_001052,desktop
device_001053,tablet
device_001054,tablet
device_001055,corporate_workstation
device_001056,mobile
device_001057,desktop
device_001058,customer_service_terminal
device_001059,desktop
device_001060,customer_service_terminal
device_001061,tablet
device_001062,corporate_workstation
device_001063,desktop
device_001064,desktop
device_001065,mobile
device_001066,desktop
device_001067,tablet
device_001068,corporate_workstation
device_001069,mobile
device_001070,customer_service_terminal
device_001071,customer_service_terminal
device_001072,tablet
device_001073,desktop
device_001074,mobile
device_001075,customer_service_terminal
device_001076,desktop
device_001077,tablet
device_001078,tablet
device_001079,tablet
device_001080,tablet
device_001081,mobile
device_001082,customer_service_terminal
device_001083,tablet
device_001084,tablet
device_001085,tablet
device_001086,tablet
device_001087,mobile
device_001088,mobile
device_001089,desktop
device_001090,corporate_workstation
device_001091,tablet
device_001092,desktop
device_001093,corporate_workstation
device_001094,desktop
device_001095,mobile
device_001096,desktop
device_001097,desktop
device_001098,desktop
device_001099,desktop
device_001100,corporate_workstation
device_001101,customer_service_terminal
device_001102,customer_service_terminal
device_001103,customer_service_terminal
device_001104,mobile
device_001105,mobile
device_001106,desktop
device_001107,tablet
device_001108,tablet
device_001109,customer_service_terminal
device_001110,desktop
device_001111,tablet
device_001112,tablet
device_001113,corporate_workstation
device_001114,customer_service_terminal
device_001115,mobile
device_001116,mobile
device_001117,tablet
device_001118,tablet
device_001119,customer_service_terminal
device_001120,mobile
device_001121,corporate_workstation
device_001122,desktop
device_001123,corporate_workstation
device_001124,corporate_workstation
device_001125,tablet
device_001126,mobile
device_001127,corporate_workstation
device_001128,corporate_workstation
device_001129,mobile
device_001130,customer_service_terminal
device_001131,desktop
device_001132,desktop
device_001133,desktop
device_001134,corporate_workstation
device_001135,mobile
device_001136,tablet
device_001137,corporate_workstation
device_001138,tablet
device_001139,corporate_workstation
device_001140,tablet
device_001141,corporate_workstation
device_001142,desktop
device_001143,tablet
device_001144,mobile
device_001145,mobile
device_001146,customer_service_terminal
device_001147,tablet
device_001148,desktop
device_001149,tablet
device_001150,desktop
device_001151,tablet
device_001152,desktop
device_001153,mobile
device_001154,customer_service_terminal
device_001155,customer_service_terminal
device_001156,corporate_workstation
device_001157,tablet
device_001158,customer_service_terminal
device_001159,corporate_workstation
device_001160,corporate_workstation
device_001161,customer_service_terminal
device_001162,desktop
device_001163,desktop
device_001164,tablet
device_001165,tablet
device_001166,tablet
device_001167,corporate_workstation
device_001168,mobile
device_001169,corporate_workstation
device_001170,customer_service_terminal
device_001171,mobile
device_001172,mobile
device_001173,desktop
device_001174,customer_service_terminal
device_001175,corporate_workstation
device_001176,mobile
device_001177,desktop
device_001178,corporate_workstation
device_001179,corporate_workstation
device_001180,mobile
device_001181,desktop
device_001182,corporate_workstation
device_001183,corporate_workstation
device_001184,corporate_workstation
device_001185,customer_service_terminal
device_001186,tablet
device_001187,tablet
device_001188,desktop
device_001189,desktop
device_001190,customer_service_terminal
device_001191,customer_service_terminal
device_001192,desktop
device_001193,customer_service_terminal
device_001194,mobile
device_001195,corporate_workstation
device_001196,tablet
device_001197,desktop
device_001198,desktop
device_001199,mobile
device_001200,corporate_workstation
device_001201,corporate_workstation
device_001202,corporate_workstation
device_001203,tablet
device_001204,mobile
device_001205,corporate_workstation
device_001206,tablet
device_001207,corporate_workstation
device_001208,customer_service_terminal
device_001209,desktop
device_001210,desktop
device_001211,corporate_workstation
device_001212,mobile
device_001213,mobile
device_001214,corporate_workstation
device_001215,customer_service_terminal
device_001216,tablet
device_001217,customer_service_terminal
device_001218,customer_service_terminal
device_001219,tablet
device_001220,customer_service_terminal
device_001221,corporate_workstation
device_001222,desktop
device_001223,mobile
device_001224,desktop
device_001225,mobile
device_001226,corporate_workstation
device_001227,mobile
device_001228,customer_service_terminal
device_001229,corporate_workstation
device_001230,corporate_workstation
device_001231,desktop
device_001232,tablet
device_001233,tablet
device_001234,tablet
device_001235,tablet
device_001236,mobile
device_001237,customer_service_terminal
device_001238,desktop
device_001239,mobile
device_001240,customer_service_terminal
device_001241,corporate_workstation
device_001242,customer_service_terminal
device_001243,mobile
device_001244,mobile
device_001245,mobile
device_001246,customer_service_terminal
device_001247,tablet
device_001248,desktop
device_001249,mobile
device_001250,corporate_workstation
device_001251,desktop
device_001252,customer_service_terminal
device_001253,mobile
device_001254,corporate_workstation
device_001255,mobile
device_001256,mobile
device_001257,corporate_workstation
device_001258,desktop
device_001259,tablet
device_001260,tablet
device_001261,customer_service_terminal
device_001262,tablet
device_001263,desktop
device_001264,mobile
device_001265,mobile
device_001266,tablet
device_001267,customer_service_terminal
device_001268,mobile
device_001269,customer_service_terminal
device_001270,tablet
device_001271,mobile
device_001272,mobile
device_001273,customer_service_terminal
device_001274,tablet
device_001275,customer_service_terminal
device_001276,corporate_workstation
device_001277,tablet
device_001278,corporate_workstation
device_001279,desktop
device_001280,corporate_workstation
device_001281,tablet
device_001282,mobile
device_001283,tablet
device_001284,customer_service_terminal
device_001285,mobile
device_001286,desktop
device_001287,tablet
device_001288,customer_service_terminal
device_001289,desktop
device_001290,desktop
device_001291,mobile
