account_id,merchant_id,edge_timestamp
acct_001047,merchant_000074,2025-02-19T19:20:20
acct_001062,merchant_000002,2025-09-19T19:05:45
acct_000966,merchant_000064,2025-06-14T15:26:02
acct_000469,merchant_000031,2025-08-04T16:08:39
acct_001024,merchant_000069,2025-10-07T20:06:32
acct_000123,merchant_000061,2025-11-22T19:46:59
acct_000720,merchant_000069,2025-03-09T18:49:11
acct_000587,merchant_000022,2025-09-06T18:38:39
acct_000643,merchant_000035,2025-08-24T02:35:48
acct_000048,merchant_000033,2025-10-16T21:25:14
acct_000111,merchant_000068,2025-10-25T02:16:58
acct_000259,merchant_000004,2025-01-14T15:40:05
acct_001105,merchant_000059,2025-09-03T01:47:21
acct_000905,merchant_000034,2025-03-02T11:23:33
acct_000600,merchant_000071,2025-05-26T02:36:48
acct_000491,merchant_000037,2025-09-09T20:03:27
acct_000933,merchant_000025,2025-05-05T12:36:58
acct_000309,merchant_000044,2025-06-13T04:56:56
acct_000300,merchant_000010,2025-07-30T22:54:57
acct_000510,merchant_000032,2025-10-14T11:06:26
acct_000662,merchant_000071,2025-07-22T07:23:04
acct_000890,merchant_000036,2025-08-16T01:46:11
acct_000694,merchant_000020,2025-09-30T08:51:07
acct_000396,merchant_000046,2025-10-09T07:53:22
acct_000663,merchant_000071,2025-03-04T06:30:32
acct_000746,merchant_000069,2025-11-15T02:05:48
acct_000227,merchant_000006,2025-11-21T08:33:58
acct_000146,merchant_000063,2025-12-27T13:20:59
acct_000623,merchant_000067,2025-02-07T17:13:01
acct_000851,merchant_000046,2025-09-19T22:43:34
acct_001094,merchant_000041,2025-08-02T15:07:46
acct_000493,merchant_000049,2025-10-25T08:55:04
acct_000455,merchant_000003,2025-10-27T15:06:58
acct_000320,merchant_000075,2025-04-08T00:50:06
acct_000989,merchant_000013,2025-08-20T03:57:24
acct_000890,merchant_000030,2025-10-18T08:52:12
acct_000654,merchant_000042,2025-07-15T02:43:20
acct_000185,merchant_000051,2025-02-27T11:34:32
acct_000277,merchant_000063,2025-06-03T12:38:17
acct_000881,merchant_000012,2025-02-13T16:51:15
acct_000717,merchant_000057,2025-01-18T10:17:20
acct_000303,merchant_000015,2025-04-29T11:54:22
acct_000990,merchant_000049,2025-08-15T09:59:59
acct_000109,merchant_000009,2025-05-31T22:26:07
acct_000792,merchant_000013,2025-12-18T00:41:53
acct_000082,merchant_000040,2025-05-10T13:05:39
acct_001027,merchant_000033,2025-12-08T05:51:56
acct_000466,merchant_000020,2025-06-15T14:56:30
acct_001073,merchant_000073,2025-12-23T04:06:16
acct_000848,merchant_000036,2025-03-01T00:20:32
acct_000476,merchant_000046,2025-01-31T20:45:52
acct_000971,merchant_000029,2025-01-13T12:24:04
acct_001004,merchant_000032,2025-06-16T01:06:28
acct_001099,merchant_000067,2025-02-12T10:54:06
acct_000816,merchant_000060,2025-03-06T15:46:03
acct_001026,merchant_000070,2025-02-22T13:08:58
acct_000664,merchant_000012,2025-02-14T08:05:39
acct_000350,merchant_000021,2025-12-04T09:58:32
acct_000270,merchant_000002,2025-06-28T02:51:33
acct_000930,merchant_000077,2025-08-22T01:21:25
acct_000076,merchant_000074,2025-11-22T10:51:38
acct_000364,merchant_000047,2025-12-28T18:01:16
acct_000563,merchant_000068,2025-03-23T11:54:02
acct_000589,merchant_000034,2025-07-24T01:00:04
acct_001009,merchant_000038,2025-03-17T04:04:02
acct_000435,merchant_000037,2025-04-09T19:20:35
acct_000060,merchant_000044,2025-12-25T04:16:13
acct_000115,merchant_000041,2025-08-04T14:37:35
acct_000064,merchant_000022,2025-08-10T17:56:04
acct_000178,merchant_000048,2025-06-25T12:04:20
acct_000190,merchant_000062,2025-12-18T10:47:57
acct_000202,merchant_000027,2025-10-09T09:29:16
acct_000179,merchant_000014,2025-07-22T04:08:09
acct_000567,merchant_000016,2025-04-16T21:19:17
acct_000653,merchant_000074,2025-04-06T01:56:06
acct_000104,merchant_000012,2025-06-15T14:56:55
acct_000406,merchant_000073,2025-02-21T04:25:15
acct_000529,merchant_000043,2025-11-03T07:57:01
acct_000350,merchant_000078,2025-08-12T04:23:22
acct_000500,merchant_000050,2025-01-26T15:43:23
acct_000160,merchant_000077,2025-06-29T18:37:09
acct_000777,merchant_000012,2025-03-26T12:17:19
acct_000916,merchant_000039,2025-08-10T11:21:40
acct_001046,merchant_000038,2025-01-25T05:42:30
acct_000064,merchant_000051,2025-08-31T19:25:10
acct_000788,merchant_000020,2025-04-23T00:44:36
acct_000872,merchant_000055,2025-08-03T09:28:45
acct_000485,merchant_000070,2025-08-12T19:59:35
acct_000573,merchant_000067,2025-12-12T14:36:48
acct_000640,merchant_000069,2025-10-30T08:23:55
acct_000604,merchant_000077,2025-10-19T01:08:59
acct_000598,merchant_000011,2025-02-19T06:03:37
acct_000229,merchant_000020,2025-09-13T23:46:33
acct_000068,merchant_000077,2025-12-29T16:58:08
acct_000707,merchant_000015,2025-01-21T09:33:06
acct_000972,merchant_000056,2025-01-05T14:34:17
acct_000725,merchant_000043,2025-04-15T23:37:19
acct_000400,merchant_000041,2025-08-01T16:07:08
acct_000396,merchant_000008,2025-12-31T11:30:17
acct_000770,merchant_000015,2025-09-28T03:57:42
acct_000663,merchant_000036,2025-10-29T19:09:08
acct_000411,merchant_000014,2025-02-25T20:59:23
acct_000514,merchant_000020,2025-09-11T13:08:45
acct_001005,merchant_000009,2025-07-29T18:21:52
acct_000736,merchant_000052,2025-01-22T10:27:05
acct_000081,merchant_000039,2025-09-28T06:05:34
acct_000396,merchant_000031,2025-07-09T23:58:40
acct_001072,merchant_000020,2025-10-15T19:06:02
acct_000094,merchant_000002,2025-03-08T21:28:37
acct_000218,merchant_000079,2025-03-27T15:53:05
acct_000282,merchant_000006,2025-08-19T07:57:18
acct_000084,merchant_000021,2025-01-07T01:41:06
acct_001072,merchant_000023,2025-08-26T02:37:35
acct_001106,merchant_000027,2025-04-18T08:28:57
acct_000891,merchant_000006,2025-02-10T13:16:30
acct_000668,merchant_000042,2025-03-30T11:04:57
acct_000443,merchant_000048,2025-02-22T23:22:59
acct_000123,merchant_000060,2025-06-28T02:15:55
acct_000349,merchant_000012,2025-06-09T21:17:10
acct_000506,merchant_000075,2025-03-28T08:58:47
acct_000964,merchant_000068,2025-06-03T03:19:48
acct_000833,merchant_000038,2025-04-03T20:13:22
acct_000050,merchant_000052,2025-03-13T19:49:09
acct_001088,merchant_000035,2025-09-29T02:20:38
acct_000113,merchant_000007,2025-02-13T02:16:59
acct_000284,merchant_000015,2025-09-10T01:28:34
acct_000657,merchant_000065,2025-09-22T04:10:21
acct_001092,merchant_000009,2025-03-15T03:34:57
acct_000338,merchant_000064,2025-02-28T10:44:37
acct_000044,merchant_000003,2025-12-05T13:42:22
acct_001086,merchant_000039,2025-08-09T07:10:07
acct_000341,merchant_000037,2025-03-12T18:58:38
acct_000903,merchant_000027,2025-08-07T10:45:39
acct_000052,merchant_000019,2025-06-27T21:14:56
acct_000302,merchant_000044,2025-09-25T15:18:55
acct_000452,merchant_000042,2025-01-22T08:57:02
acct_000913,merchant_000025,2025-07-10T11:28:06
acct_000758,merchant_000037,2025-05-14T22:53:21
acct_000869,merchant_000077,2025-02-03T10:18:17
acct_000770,merchant_000035,2025-06-10T23:33:02
acct_001005,merchant_000075,2025-04-29T00:41:14
acct_000968,merchant_000054,2025-03-11T15:52:15
acct_000741,merchant_000034,2025-09-01T21:20:50
acct_000945,merchant_000007,2025-04-16T21:28:18
acct_000376,merchant_000070,2025-05-06T06:54:49
acct_000295,merchant_000037,2025-05-25T20:44:39
acct_000386,merchant_000069,2025-10-04T17:25:14
acct_000983,merchant_000018,2025-11-14T07:21:09
acct_000292,merchant_000027,2025-02-20T13:43:19
acct_000088,merchant_000066,2025-08-19T08:48:09
acct_000410,merchant_000004,2025-02-05T06:07:28
acct_000029,merchant_000037,2025-03-08T17:02:40
acct_000901,merchant_000049,2025-06-14T16:49:21
acct_001016,merchant_000072,2025-10-08T10:48:02
acct_000463,merchant_000055,2025-03-15T07:36:12
acct_000209,merchant_000026,2025-05-12T12:16:32
acct_000820,merchant_000063,2025-07-18T14:43:43
acct_000061,merchant_000009,2025-07-13T10:57:13
acct_001065,merchant_000026,2025-04-25T00:12:17
acct_000771,merchant_000005,2025-03-10T16:32:24
acct_000797,merchant_000073,2025-09-20T03:41:06
acct_001014,merchant_000037,2025-05-05T11:06:57
acct_000780,merchant_000046,2025-06-09T23:27:43
acct_000625,merchant_000003,2025-07-29T02:24:30
acct_000046,merchant_000050,2025-05-06T05:11:05
acct_000696,merchant_000047,2025-06-19T07:43:54
acct_000824,merchant_000075,2025-02-06T18:58:52
acct_000619,merchant_000056,2025-09-15T15:51:52
acct_000039,merchant_000074,2025-07-13T20:54:54
acct_000123,merchant_000060,2025-02-27T09:04:15
acct_000132,merchant_000035,2025-11-16T21:32:24
acct_000503,merchant_000072,2025-06-19T09:03:12
acct_000361,merchant_000003,2025-01-22T11:41:15
acct_000288,merchant_000065,2025-12-29T07:35:19
acct_000251,merchant_000050,2025-11-09T22:59:17
acct_000837,merchant_000008,2025-07-10T10:28:23
acct_000297,merchant_000040,2025-01-09T04:25:33
acct_000491,merchant_000040,2025-09-06T03:26:12
acct_000805,merchant_000031,2025-04-26T12:10:56
acct_000165,merchant_000043,2025-10-06T14:31:20
acct_000670,merchant_000007,2025-09-07T02:01:39
acct_000169,merchant_000067,2025-10-05T02:53:52
acct_000671,merchant_000054,2025-05-23T18:16:34
acct_000533,merchant_000022,2025-08-09T07:05:13
acct_000546,merchant_000049,2025-02-20T13:32:44
acct_000299,merchant_000031,2025-08-28T21:11:49
acct_000663,merchant_000050,2025-10-03T03:15:43
acct_000726,merchant_000065,2025-08-29T15:37:48
acct_000695,merchant_000041,2025-10-03T20:03:42
acct_000739,merchant_000079,2025-11-19T04:19:53
acct_000310,merchant_000007,2025-03-15T08:51:41
acct_001014,merchant_000072,2025-07-08T10:23:14
acct_000370,merchant_000035,2025-08-07T17:50:46
acct_001021,merchant_000004,2025-04-21T09:41:35
acct_000983,merchant_000077,2025-09-13T13:03:47
acct_000580,merchant_000010,2025-08-01T11:51:56
acct_000334,merchant_000037,2025-09-09T08:02:34
acct_000736,merchant_000066,2025-03-19T14:56:06
acct_000755,merchant_000012,2025-01-16T16:54:37
acct_001075,merchant_000056,2025-01-31T18:02:24
acct_000098,merchant_000066,2025-02-11T19:12:16
acct_001032,merchant_000023,2025-11-02T07:42:05
acct_000922,merchant_000028,2025-03-13T21:08:22
acct_000978,merchant_000078,2025-10-09T21:59:04
acct_000277,merchant_000003,2025-09-28T07:29:33
acct_000304,merchant_000015,2025-03-06T12:12:55
acct_000803,merchant_000014,2025-09-02T19:50:45
acct_001052,merchant_000068,2025-01-08T09:16:33
acct_000711,merchant_000003,2025-03-04T15:44:11
acct_000960,merchant_000050,2025-06-11T21:25:36
acct_000177,merchant_000026,2025-03-02T16:57:10
acct_000038,merchant_000046,2025-09-20T21:25:29
acct_000728,merchant_000035,2025-12-15T02:17:11
acct_000937,merchant_000072,2025-01-17T07:11:00
acct_001037,merchant_000020,2025-09-09T07:20:37
acct_000850,merchant_000020,2025-10-20T12:23:28
acct_001058,merchant_000057,2025-02-26T12:56:38
acct_000337,merchant_000005,2025-09-14T09:17:16
acct_000421,merchant_000045,2025-12-11T17:43:46
acct_000259,merchant_000028,2025-02-06T01:08:27
acct_000530,merchant_000055,2025-07-16T05:30:01
acct_000011,merchant_000075,2025-08-08T15:44:53
acct_000508,merchant_000075,2025-03-16T18:44:42
acct_000267,merchant_000010,2025-05-24T10:04:17
acct_000902,merchant_000021,2025-02-26T01:24:14
acct_000067,merchant_000048,2025-12-24T22:50:31
acct_000767,merchant_000004,2025-11-04T06:33:10
acct_000251,merchant_000006,2025-06-12T04:04:57
acct_000272,merchant_000058,2025-09-17T02:56:53
acct_000695,merchant_000036,2025-09-08T20:22:42
acct_001110,merchant_000067,2025-03-15T13:17:50
acct_000422,merchant_000057,2025-02-02T20:58:33
acct_000050,merchant_000033,2025-02-05T08:24:55
acct_000121,merchant_000008,2025-04-26T17:47:17
acct_000107,merchant_000076,2025-04-02T20:15:25
acct_000135,merchant_000030,2025-12-21T20:37:42
acct_000172,merchant_000048,2025-07-29T21:15:48
acct_000593,merchant_000062,2025-04-17T03:22:04
acct_000144,merchant_000016,2025-11-19T12:48:12
acct_000536,merchant_000042,2025-05-13T16:13:14
acct_000159,merchant_000016,2025-05-18T02:08:57
acct_000396,merchant_000003,2025-10-22T12:59:45
acct_000076,merchant_000001,2025-03-18T03:39:40
acct_000360,merchant_000009,2025-02-19T11:44:31
acct_000875,merchant_000056,2025-11-24T21:50:01
acct_001091,merchant_000051,2025-03-17T13:52:45
acct_000404,merchant_000009,2025-09-01T02:41:36
acct_000970,merchant_000007,2025-11-16T02:10:55
acct_000256,merchant_000049,2025-05-02T15:58:33
acct_000197,merchant_000059,2025-05-30T02:23:38
acct_000395,merchant_000077,2025-10-05T00:25:56
acct_000381,merchant_000008,2025-02-19T14:04:15
acct_000703,merchant_000067,2025-08-16T18:00:58
acct_000411,merchant_000044,2025-03-15T12:55:18
acct_000333,merchant_000064,2025-03-27T05:00:39
acct_000679,merchant_000024,2025-11-17T19:39:50
acct_000738,merchant_000026,2025-04-21T08:00:43
acct_000208,merchant_000049,2025-09-12T07:49:23
acct_000351,merchant_000009,2025-02-16T00:26:16
acct_000095,merchant_000038,2025-11-03T15:29:29
acct_000964,merchant_000050,2025-10-19T18:41:54
acct_000550,merchant_000005,2025-03-22T11:14:24
acct_000322,merchant_000011,2025-02-22T04:02:57
acct_000873,merchant_000053,2025-05-23T17:27:34
acct_000169,merchant_000066,2025-08-01T07:09:53
acct_000684,merchant_000033,2025-04-28T13:30:49
acct_001113,merchant_000037,2025-11-16T08:28:26
acct_000176,merchant_000055,2025-10-27T02:08:30
acct_000263,merchant_000064,2025-11-11T17:29:18
acct_000614,merchant_000073,2025-11-02T00:03:55
acct_001095,merchant_000014,2025-05-08T17:01:25
acct_001001,merchant_000009,2025-12-20T22:21:14
acct_000023,merchant_000051,2025-03-02T23:40:35
acct_000973,merchant_000040,2025-08-17T03:49:18
acct_000506,merchant_000063,2025-06-28T17:25:02
acct_000610,merchant_000054,2025-04-07T18:06:17
acct_000090,merchant_000036,2025-12-09T18:00:59
acct_000249,merchant_000065,2025-10-25T16:39:43
acct_000946,merchant_000025,2025-06-04T01:16:21
acct_000497,merchant_000036,2025-11-23T19:55:52
acct_000560,merchant_000023,2025-03-26T03:32:00
acct_000108,merchant_000026,2025-12-27T17:14:06
acct_001050,merchant_000042,2025-08-07T06:43:26
acct_000663,merchant_000041,2025-01-05T15:40:28
acct_000842,merchant_000064,2025-02-09T12:58:17
acct_000796,merchant_000041,2025-11-27T17:03:37
acct_000477,merchant_000030,2025-01-09T05:43:22
acct_000768,merchant_000020,2025-05-26T22:13:28
acct_000082,merchant_000037,2025-10-19T11:38:29
acct_000456,merchant_000024,2025-06-21T19:06:08
acct_000419,merchant_000076,2025-08-02T03:37:32
acct_000510,merchant_000058,2025-09-04T20:15:23
acct_000888,merchant_000003,2025-10-23T21:41:44
acct_000780,merchant_000037,2025-05-26T16:37:20
acct_000027,merchant_000063,2025-06-07T02:43:41
acct_000523,merchant_000048,2025-09-28T11:26:05
acct_000058,merchant_000019,2025-04-09T18:08:10
acct_000788,merchant_000011,2025-07-21T09:06:55
acct_000183,merchant_000045,2025-11-13T05:09:18
acct_000856,merchant_000056,2025-03-08T06:25:35
acct_000381,merchant_000025,2025-04-11T17:20:06
acct_000567,merchant_000075,2025-04-02T04:18:33
acct_000086,merchant_000001,2025-05-26T21:27:32
acct_000740,merchant_000046,2025-12-06T01:40:17
acct_001087,merchant_000048,2025-06-25T12:10:54
acct_000660,merchant_000006,2025-11-10T14:59:03
acct_000976,merchant_000038,2025-08-24T19:16:12
acct_000618,merchant_000022,2025-12-15T03:08:00
acct_000184,merchant_000021,2025-12-27T18:56:23
acct_001008,merchant_000029,2025-12-28T20:49:07
acct_000895,merchant_000015,2025-04-24T00:05:51
acct_000748,merchant_000029,2025-02-11T09:27:10
acct_000581,merchant_000077,2025-05-05T07:54:54
acct_000313,merchant_000007,2025-12-25T12:27:17
acct_000692,merchant_000045,2025-10-22T06:24:29
acct_000200,merchant_000007,2025-11-27T00:48:02
acct_000297,merchant_000002,2025-05-21T16:11:20
acct_000345,merchant_000061,2025-03-11T18:17:59
acct_001001,merchant_000023,2025-09-11T12:30:31
acct_000564,merchant_000016,2025-02-15T07:02:54
acct_000983,merchant_000076,2025-03-12T07:56:33
acct_000807,merchant_000068,2025-07-09T17:44:22
acct_000369,merchant_000041,2025-02-17T18:51:55
acct_000745,merchant_000001,2025-04-07T10:40:09
acct_000722,merchant_000013,2025-09-15T08:02:16
acct_000736,merchant_000010,2025-08-02T12:57:37
acct_000294,merchant_000035,2025-09-03T21:06:16
acct_000889,merchant_000010,2025-04-15T21:44:58
acct_000561,merchant_000029,2025-05-28T01:06:33
acct_000578,merchant_000007,2025-03-08T07:28:52
acct_000020,merchant_000017,2025-02-25T09:46:55
acct_000938,merchant_000060,2025-07-15T01:06:57
acct_000641,merchant_000010,2025-10-11T11:39:19
acct_001091,merchant_000079,2025-03-15T20:38:36
acct_001073,merchant_000047,2025-11-22T23:51:30
acct_000512,merchant_000038,2025-04-27T04:32:27
acct_001056,merchant_000080,2025-11-26T11:12:42
acct_000382,merchant_000013,2025-06-17T07:22:57
acct_000374,merchant_000014,2025-06-20T07:47:16
acct_000407,merchant_000006,2025-02-21T21:59:27
acct_000545,merchant_000071,2025-07-12T11:01:29
acct_000044,merchant_000065,2025-01-06T07:13:02
acct_000996,merchant_000032,2025-08-28T20:34:18
acct_000879,merchant_000065,2025-08-26T07:52:08
acct_000300,merchant_000012,2025-12-02T16:19:37
acct_001045,merchant_000039,2025-02-12T17:47:11
acct_000002,merchant_000028,2025-04-21T19:20:48
acct_000199,merchant_000017,2025-05-09T15:07:01
acct_000787,merchant_000017,2025-09-02T11:54:42
acct_000154,merchant_000039,2025-10-09T16:45:29
acct_000518,merchant_000058,2025-09-02T14:45:50
acct_000265,merchant_000008,2025-11-05T12:15:17
acct_000800,merchant_000027,2025-03-13T11:37:21
acct_000550,merchant_000029,2025-01-18T17:08:20
acct_000510,merchant_000001,2025-09-09T21:48:51
acct_000604,merchant_000046,2025-03-27T03:50:02
acct_000528,merchant_000029,2025-05-06T22:21:01
acct_000889,merchant_000012,2025-07-12T14:41:35
acct_000578,merchant_000023,2025-11-14T11:38:41
acct_000825,merchant_000018,2025-10-10T05:56:14
acct_000549,merchant_000002,2025-11-04T10:48:45
acct_000981,merchant_000070,2025-09-26T18:17:29
acct_000851,merchant_000004,2025-03-30T00:45:55
acct_000231,merchant_000029,2025-02-09T12:15:02
acct_000089,merchant_000068,2025-05-11T00:58:22
acct_000213,merchant_000048,2025-12-29T07:05:20
