consumer_id,account_id,edge_timestamp
consumer_000080,acct_000096,2025-02-27T06:16:47
consumer_000081,acct_000097,2025-02-27T22:58:17
consumer_000082,acct_000098,2025-03-12T06:53:04
consumer_000083,acct_000099,2025-03-08T00:53:12
consumer_000084,acct_000100,2025-02-16T23:16:16
consumer_000084,acct_000101,2025-02-19T15:01:38
consumer_000085,acct_000102,2025-07-19T15:01:44
consumer_000086,acct_000103,2025-08-01T15:59:32
consumer_000087,acct_000104,2025-02-10T04:38:09
consumer_000088,acct_000105,2025-06-04T20:21:16
consumer_000089,acct_000106,2025-08-31T02:47:27
consumer_000089,acct_000107,2025-01-09T02:36:12
consumer_000089,acct_000108,2025-03-21T12:51:27
consumer_000090,acct_000109,2025-11-05T16:35:29
consumer_000090,acct_000110,2025-05-05T08:55:44
consumer_000091,acct_000111,2025-11-15T07:10:48
consumer_000092,acct_000112,2025-07-28T08:48:57
consumer_000093,acct_000113,2025-11-15T04:14:22
consumer_000094,acct_000114,2025-03-26T07:05:41
consumer_000095,acct_000115,2025-10-28T10:21:02
consumer_000095,acct_000116,2025-12-18T12:17:29
consumer_000095,acct_000117,2025-03-09T18:41:08
consumer_000096,acct_000118,2025-10-06T09:55:40
consumer_000097,acct_000119,2025-12-15T01:25:52
consumer_000098,acct_000120,2025-02-28T01:14:39
consumer_000099,acct_000121,2025-03-30T09:48:24
consumer_000100,acct_000122,2025-03-06T15:08:08
consumer_000101,acct_000123,2025-07-12T04:39:52
consumer_000102,acct_000124,2025-02-25T18:48:02
consumer_000103,acct_000125,2025-03-29T13:49:50
consumer_000104,acct_000126,2025-04-29T10:31:34
consumer_000105,acct_000127,2025-04-11T14:28:15
consumer_000105,acct_000128,2025-02-23T15:59:30
consumer_000105,acct_000129,2025-04-15T01:13:12
consumer_000106,acct_000130,2025-01-28T17:31:58
consumer_000107,acct_000131,2025-12-15T23:41:08
consumer_000108,acct_000132,2025-10-26T18:19:44
consumer_000109,acct_000133,2025-12-09T02:50:03
consumer_000110,acct_000134,2025-06-02T05:09:08
consumer_000111,acct_000135,2025-11-26T23:23:52
consumer_000111,acct_000136,2025-01-23T11:40:20
consumer_000111,acct_000137,2025-07-20T07:08:43
consumer_000112,acct_000138,2025-03-25T05:13:14
consumer_000113,acct_000139,2025-08-05T00:07:19
consumer_000114,acct_000140,2025-07-23T21:44:17
consumer_000115,acct_000141,2025-12-29T18:37:47
consumer_000116,acct_000142,2025-09-08T05:05:07
consumer_000117,acct_000143,2025-09-17T05:26:46
consumer_000118,acct_000144,2025-02-01T15:26:00
consumer_000119,acct_000145,2025-04-09T18:09:53
consumer_000119,acct_000146,2025-10-22T03:52:38
consumer_000120,acct_000147,2025-07-30T23:43:27
consumer_000121,acct_000148,2025-08-15T20:16:36
consumer_000121,acct_000149,2025-09-09T17:34:28
consumer_000122,acct_000150,2025-08-20T00:34:08
consumer_000123,acct_000151,2025-04-16T06:08:46
consumer_000124,acct_000152,2025-07-30T11:16:50
consumer_000125,acct_000153,2025-12-31T03:13:18
consumer_000126,acct_000154,2025-09-17T22:56:41
consumer_000127,acct_000155,2025-03-06T18:14:24
consumer_000128,acct_000156,2025-09-18T09:06:50
consumer_000129,acct_000157,2025-03-05T17:21:02
consumer_000130,acct_000158,2025-03-25T08:21:03
consumer_000131,acct_000159,2025-09-24T07:47:00
consumer_000131,acct_000160,2025-03-16T09:24:46
consumer_000132,acct_000161,2025-02-19T06:49:51
consumer_000133,acct_000162,2025-03-10T12:40:44
consumer_000133,acct_000163,2025-07-15T00:01:32
consumer_000134,acct_000164,2025-12-31T20:10:54
consumer_000135,acct_000165,2025-10-10T10:48:24
consumer_000135,acct_000166,2025-04-27T22:25:13
consumer_000136,acct_000167,2025-06-15T01:01:53
consumer_000136,acct_000168,2025-10-20T22:45:44
consumer_000137,acct_000169,2025-11-30T03:10:59
consumer_000138,acct_000170,2025-06-03T11:26:29
consumer_000139,acct_000171,2025-02-16T09:27:42
consumer_000140,acct_000172,2025-08-22T16:25:24
consumer_000141,acct_000173,2025-08-15T16:30:00
consumer_000142,acct_000174,2025-08-09T05:30:05
consumer_000143,acct_000175,2025-06-22T16:58:08
consumer_000143,acct_000176,2025-02-01T11:44:45
consumer_000143,acct_000177,2025-01-18T15:07:59
consumer_000144,acct_000178,2025-07-17T09:51:01
consumer_000144,acct_000179,2025-10-02T15:41:11
consumer_000144,acct_000180,2025-02-06T10:19:23
consumer_000145,acct_000181,2025-10-25T12:25:55
consumer_000146,acct_000182,2025-07-17T16:28:33
consumer_000147,acct_000183,2025-06-05T08:28:01
consumer_000148,acct_000184,2025-03-18T10:22:28
consumer_000149,acct_000185,2025-02-26T23:24:26
consumer_000150,acct_000186,2025-12-30T18:32:51
consumer_000151,acct_000187,2025-12-22T15:53:28
consumer_000152,acct_000188,2025-12-19T05:55:55
consumer_000153,acct_000189,2025-02-13T01:54:44
consumer_000154,acct_000190,2025-04-04T03:54:42
consumer_000155,acct_000191,2025-09-07T18:47:52
consumer_000156,acct_000192,2025-03-30T01:42:28
consumer_000157,acct_000193,2025-06-23T05:53:13
consumer_000158,acct_000194,2025-12-30T19:21:06
consumer_000159,acct_000195,2025-10-20T08:02:58
consumer_000159,acct_000196,2025-09-27T01:53:38
consumer_000160,acct_000197,2025-05-04T12:02:16
consumer_000161,acct_000198,2025-10-05T22:37:51
consumer_000162,acct_000199,2025-09-22T10:42:20
consumer_000162,acct_000200,2025-11-29T05:17:28
consumer_000163,acct_000201,2025-03-11T08:25:24
consumer_000164,acct_000202,2025-02-01T08:03:25
consumer_000165,acct_000203,2025-10-30T14:08:10
consumer_000166,acct_000204,2025-04-11T23:02:05
consumer_000167,acct_000205,2025-05-14T21:12:24
consumer_000167,acct_000206,2025-09-15T02:23:18
consumer_000168,acct_000207,2025-05-19T17:11:32
consumer_000169,acct_000208,2025-11-17T13:21:11
consumer_000170,acct_000209,2025-04-28T06:06:00
consumer_000171,acct_000210,2025-04-10T22:43:29
consumer_000172,acct_000211,2025-06-23T10:36:14
consumer_000173,acct_000212,2025-02-20T23:07:15
consumer_000174,acct_000213,2025-03-01T22:29:15
consumer_000175,acct_000214,2025-07-05T15:59:36
consumer_000176,acct_000215,2025-01-11T19:55:34
consumer_000177,acct_000216,2025-10-05T10:51:35
consumer_000178,acct_000217,2025-01-20T21:52:40
consumer_000179,acct_000218,2025-12-06T03:40:15
consumer_000180,acct_000219,2025-04-13T13:53:15
consumer_000181,acct_000220,2025-07-20T08:48:09
consumer_000181,acct_000221,2025-12-19T16:24:50
consumer_000182,acct_000222,2025-08-26T01:37:39
consumer_000183,acct_000223,2025-12-23T15:59:15
consumer_000184,acct_000224,2025-09-22T14:18:12
consumer_000185,acct_000225,2025-09-05T09:23:27
consumer_000186,acct_000226,2025-08-29T01:43:57
consumer_000187,acct_000227,2025-07-11T05:41:58
consumer_000188,acct_000228,2025-11-08T12:28:48
consumer_000189,acct_000229,2025-04-13T06:45:21
consumer_000190,acct_000230,2025-10-27T22:05:37
consumer_000191,acct_000231,2025-04-09T17:46:22
consumer_000192,acct_000232,2025-03-06T04:42:23
consumer_000193,acct_000233,2025-12-19T20:30:53
consumer_000194,acct_000234,2025-03-10T00:06:14
consumer_000195,acct_000235,2025-09-13T09:32:18
consumer_000196,acct_000236,2025-05-14T07:11:33
consumer_000196,acct_000237,2025-08-27T04:30:41
consumer_000197,acct_000238,2025-09-23T05:06:26
consumer_000198,acct_000239,2025-12-01T02:34:33
consumer_000199,acct_000240,2025-06-25T17:04:19
consumer_000199,acct_000241,2025-03-19T22:06:04
consumer_000200,acct_000242,2025-01-13T08:47:45
consumer_000200,acct_000243,2025-03-26T19:25:58
consumer_000201,acct_000244,2025-07-10T22:12:49
consumer_000202,acct_000245,2025-04-09T06:44:43
consumer_000202,acct_000246,2025-07-20T01:10:30
consumer_000203,acct_000247,2025-11-30T20:45:16
consumer_000204,acct_000248,2025-11-09T22:52:13
consumer_000205,acct_000249,2025-05-22T15:37:51
consumer_000206,acct_000250,2025-09-09T13:28:55
consumer_000207,acct_000251,2025-01-21T06:36:26
consumer_000208,acct_000252,2025-07-23T18:10:22
consumer_000209,acct_000253,2025-03-24T08:12:16
consumer_000210,acct_000254,2025-11-01T04:47:35
consumer_000210,acct_000255,2025-06-20T01:57:54
consumer_000211,acct_000256,2025-11-23T03:54:02
consumer_000212,acct_000257,2025-04-15T09:39:04
consumer_000213,acct_000258,2025-11-25T18:58:39
consumer_000214,acct_000259,2025-03-28T08:09:01
consumer_000215,acct_000260,2025-02-26T08:02:09
consumer_000216,acct_000261,2025-10-13T03:24:49
consumer_000217,acct_000262,2025-01-20T13:41:57
consumer_000218,acct_000263,2025-10-19T22:54:45
consumer_000219,acct_000264,2025-12-18T07:32:00
consumer_000220,acct_000265,2025-12-12T01:11:01
consumer_000221,acct_000266,2025-01-21T06:39:34
consumer_000222,acct_000267,2025-06-05T09:44:22
consumer_000223,acct_000268,2025-09-13T19:56:02
consumer_000223,acct_000269,2025-01-02T17:18:09
consumer_000224,acct_000270,2025-11-19T14:58:00
consumer_000225,acct_000271,2025-09-09T16:51:50
consumer_000226,acct_000272,2025-10-31T15:09:56
consumer_000227,acct_000273,2025-08-02T21:13:55
consumer_000228,acct_000274,2025-04-06T17:45:26
consumer_000229,acct_000275,2025-01-01T18:21:11
consumer_000230,acct_000276,2025-09-06T04:27:58
consumer_000230,acct_000277,2025-06-26T13:22:40
consumer_000231,acct_000278,2025-07-09T07:56:11
consumer_000231,acct_000279,2025-04-05T10:27:15
consumer_000232,acct_000280,2025-06-18T19:47:15
consumer_000233,acct_000281,2025-10-17T23:25:27
consumer_000234,acct_000282,2025-09-15T22:44:46
consumer_000235,acct_000283,2025-05-29T06:57:09
consumer_000236,acct_000284,2025-07-07T13:44:51
consumer_000236,acct_000285,2025-10-23T07:56:33
consumer_000237,acct_000286,2025-05-22T03:24:19
consumer_000237,acct_000287,2025-07-17T04:34:58
consumer_000238,acct_000288,2025-05-19T03:38:03
consumer_000238,acct_000289,2025-08-14T20:31:31
consumer_000239,acct_000290,2025-07-21T11:39:22
consumer_000239,acct_000291,2025-06-21T13:33:05
consumer_000240,acct_000292,2025-12-18T09:28:39
consumer_000241,acct_000293,2025-07-08T22:45:02
consumer_000241,acct_000294,2025-02-06T08:40:04
consumer_000241,acct_000295,2025-10-10T09:55:52
consumer_000242,acct_000296,2025-10-12T21:38:35
consumer_000243,acct_000297,2025-12-21T01:43:26
consumer_000243,acct_000298,2025-10-13T10:03:33
consumer_000244,acct_000299,2025-05-04T04:19:50
consumer_000245,acct_000300,2025-07-01T16:16:46
consumer_000246,acct_000301,2025-11-23T09:53:11
consumer_000247,acct_000302,2025-04-02T00:29:31
consumer_000247,acct_000303,2025-03-29T21:07:58
consumer_000247,acct_000304,2025-04-01T08:06:19
consumer_000248,acct_000305,2025-05-10T02:09:20
consumer_000249,acct_000306,2025-03-28T08:45:30
consumer_000250,acct_000307,2025-07-14T18:41:26
consumer_000251,acct_000308,2025-03-24T06:47:18
consumer_000252,acct_000309,2025-07-13T17:18:41
consumer_000253,acct_000310,2025-10-25T10:22:21
consumer_000254,acct_000311,2025-08-18T01:33:50
consumer_000255,acct_000312,2025-01-15T11:25:11
consumer_000256,acct_000313,2025-03-13T14:14:30
consumer_000257,acct_000314,2025-04-06T18:53:59
consumer_000257,acct_000315,2025-07-27T10:47:20
consumer_000257,acct_000316,2025-10-08T22:16:08
consumer_000258,acct_000317,2025-12-28T06:33:08
consumer_000259,acct_000318,2025-10-18T13:28:58
consumer_000260,acct_000319,2025-08-18T22:56:33
consumer_000261,acct_000320,2025-12-22T03:58:55
consumer_000262,acct_000321,2025-04-24T00:31:16
consumer_000263,acct_000322,2025-10-31T10:30:28
consumer_000264,acct_000323,2025-09-20T02:31:34
consumer_000264,acct_000324,2025-01-22T18:07:52
consumer_000264,acct_000325,2025-05-07T19:24:16
consumer_000265,acct_000326,2025-06-19T15:26:49
consumer_000266,acct_000327,2025-08-19T17:48:48
consumer_000266,acct_000328,2025-10-12T01:12:03
consumer_000266,acct_000329,2025-04-23T09:49:19
consumer_000267,acct_000330,2025-09-21T17:09:01
consumer_000268,acct_000331,2025-11-19T22:40:39
consumer_000269,acct_000332,2025-06-28T01:30:27
consumer_000270,acct_000333,2025-05-28T12:08:20
consumer_000271,acct_000334,2025-10-23T22:55:54
consumer_000272,acct_000335,2025-02-10T16:22:09
consumer_000272,acct_000336,2025-08-26T15:30:39
consumer_000273,acct_000337,2025-03-07T13:02:31
consumer_000274,acct_000338,2025-06-29T22:35:26
consumer_000275,acct_000339,2025-12-31T17:09:30
consumer_000276,acct_000340,2025-10-14T17:57:15
consumer_000277,acct_000341,2025-12-11T03:33:41
consumer_000278,acct_000342,2025-07-23T16:37:11
consumer_000278,acct_000343,2025-02-16T12:36:26
consumer_000279,acct_000344,2025-03-01T13:41:21
consumer_000280,acct_000345,2025-10-16T14:31:25
consumer_000281,acct_000346,2025-09-20T17:44:24
consumer_000282,acct_000347,2025-12-17T02:25:12
consumer_000283,acct_000348,2025-01-18T01:19:49
consumer_000284,acct_000349,2025-06-29T04:43:07
consumer_000285,acct_000350,2025-08-24T04:36:36
consumer_000286,acct_000351,2025-09-03T10:31:21
consumer_000287,acct_000352,2025-06-05T15:51:50
consumer_000288,acct_000353,2025-03-02T02:19:30
consumer_000289,acct_000354,2025-04-19T16:31:09
consumer_000290,acct_000355,2025-07-30T02:07:51
consumer_000291,acct_000356,2025-01-14T23:20:44
consumer_000292,acct_000357,2025-12-08T11:38:01
consumer_000293,acct_000358,2025-08-12T02:04:28
consumer_000293,acct_000359,2025-11-06T17:53:40
consumer_000294,acct_000360,2025-08-27T08:06:07
consumer_000295,acct_000361,2025-05-18T03:49:15
consumer_000296,acct_000362,2025-03-03T11:12:29
consumer_000297,acct_000363,2025-03-04T02:20:26
consumer_000298,acct_000364,2025-04-12T19:42:49
consumer_000299,acct_000365,2025-09-13T03:52:43
consumer_000300,acct_000366,2025-02-21T14:04:36
consumer_000301,acct_000367,2025-10-20T23:14:36
consumer_000302,acct_000368,2025-06-26T12:42:03
consumer_000303,acct_000369,2025-05-08T06:36:02
consumer_000304,acct_000370,2025-06-15T17:03:45
consumer_000305,acct_000371,2025-02-14T23:43:24
consumer_000306,acct_000372,2025-12-04T21:41:58
consumer_000306,acct_000373,2025-06-24T17:07:03
consumer_000307,acct_000374,2025-10-06T07:28:11
consumer_000308,acct_000375,2025-04-06T07:44:36
consumer_000309,acct_000376,2025-12-15T17:33:53
consumer_000310,acct_000377,2025-06-23T10:43:44
consumer_000311,acct_000378,2025-02-28T17:32:42
consumer_000312,acct_000379,2025-01-22T02:44:18
consumer_000312,acct_000380,2025-01-31T15:07:31
consumer_000313,acct_000381,2025-07-04T19:46:30
consumer_000314,acct_000382,2025-11-27T12:42:59
consumer_000315,acct_000383,2025-10-10T07:17:10
consumer_000316,acct_000384,2025-09-27T06:10:21
consumer_000317,acct_000385,2025-11-19T11:08:06
consumer_000318,acct_000386,2025-01-09T19:59:44
consumer_000319,acct_000387,2025-01-25T17:11:07
consumer_000320,acct_000388,2025-02-13T15:04:48
consumer_000321,acct_000389,2025-06-23T06:57:36
consumer_000322,acct_000390,2025-05-05T17:36:25
consumer_000323,acct_000391,2025-09-05T19:09:50
consumer_000324,acct_000392,2025-05-09T04:50:41
consumer_000325,acct_000393,2025-05-10T07:15:37
consumer_000326,acct_000394,2025-09-27T08:13:58
consumer_000327,acct_000395,2025-06-02T00:37:33
consumer_000328,acct_000396,2025-06-26T13:51:11
consumer_000329,acct_000397,2025-06-28T12:00:19
consumer_000330,acct_000398,2025-12-05T20:16:32
consumer_000331,acct_000399,2025-04-25T06:56:36
consumer_000332,acct_000400,2025-07-06T09:08:55
consumer_000333,acct_000401,2025-04-07T05:37:30
consumer_000334,acct_000402,2025-05-24T01:29:10
consumer_000334,acct_000403,2025-02-13T10:48:30
consumer_000334,acct_000404,2025-01-17T18:03:16
consumer_000335,acct_000405,2025-12-12T14:38:06
consumer_000336,acct_000406,2025-06-12T13:56:45
consumer_000337,acct_000407,2025-06-26T01:02:04
consumer_000338,acct_000408,2025-10-05T20:41:21
consumer_000339,acct_000409,2025-04-28T22:21:52
consumer_000340,acct_000410,2025-12-03T12:21:38
consumer_000341,acct_000411,2025-04-26T09:07:42
consumer_000341,acct_000412,2025-04-12T03:18:26
consumer_000341,acct_000413,2025-09-26T14:40:10
consumer_000342,acct_000414,2025-08-23T21:37:40
consumer_000342,acct_000415,2025-11-03T14:45:25
consumer_000342,acct_000416,2025-08-24T03:36:17
consumer_000343,acct_000417,2025-11-03T21:07:08
consumer_000344,acct_000418,2025-07-17T07:45:40
consumer_000345,acct_000419,2025-08-07T21:38:10
consumer_000346,acct_000420,2025-01-17T11:43:20
consumer_000347,acct_000421,2025-11-02T01:17:49
consumer_000348,acct_000422,2025-10-03T10:46:12
consumer_000348,acct_000423,2025-07-10T16:01:57
consumer_000348,acct_000424,2025-02-18T08:05:53
consumer_000349,acct_000425,2025-09-30T05:43:15
consumer_000350,acct_000426,2025-06-04T18:53:06
consumer_000351,acct_000427,2025-07-09T14:21:41
consumer_000352,acct_000428,2025-09-01T20:18:53
consumer_000353,acct_000429,2025-07-10T22:38:28
consumer_000354,acct_000430,2025-07-21T16:50:35
consumer_000355,acct_000431,2025-12-15T01:07:45
consumer_000356,acct_000432,2025-11-24T13:14:40
consumer_000357,acct_000433,2025-10-14T19:46:42
consumer_000358,acct_000434,2025-10-04T09:16:31
consumer_000359,acct_000435,2025-07-20T02:25:58
consumer_000360,acct_000436,2025-01-21T07:35:51
consumer_000360,acct_000437,2025-04-02T06:45:06
consumer_000361,acct_000438,2025-01-08T01:08:48
consumer_000362,acct_000439,2025-11-11T14:37:36
consumer_000363,acct_000440,2025-03-06T08:26:38
consumer_000364,acct_000441,2025-04-22T05:07:50
consumer_000365,acct_000442,2025-10-19T18:10:26
consumer_000366,acct_000443,2025-08-12T13:02:18
consumer_000367,acct_000444,2025-11-26T14:51:50
consumer_000368,acct_000445,2025-02-22T15:24:17
consumer_000369,acct_000446,2025-03-27T02:15:50
consumer_000370,acct_000447,2025-09-19T22:53:32
consumer_000371,acct_000448,2025-09-20T16:21:34
consumer_000371,acct_000449,2025-10-11T16:09:54
consumer_000372,acct_000450,2025-01-01T18:03:20
consumer_000372,acct_000451,2025-12-24T05:35:41
consumer_000372,acct_000452,2025-01-04T18:28:41
consumer_000373,acct_000453,2025-08-06T12:07:54
consumer_000374,acct_000454,2025-03-25T06:23:06
consumer_000374,acct_000455,2025-03-29T03:08:53
consumer_000374,acct_000456,2025-04-28T12:50:44
consumer_000375,acct_000457,2025-02-16T20:37:20
consumer_000376,acct_000458,2025-12-15T20:48:14
consumer_000376,acct_000459,2025-07-27T04:01:52
consumer_000376,acct_000460,2025-07-06T08:12:35
consumer_000377,acct_000461,2025-11-09T18:38:43
consumer_000378,acct_000462,2025-02-16T18:17:03
consumer_000379,acct_000463,2025-10-30T16:30:57
consumer_000380,acct_000464,2025-05-05T07:58:33
consumer_000380,acct_000465,2025-10-02T12:23:38
consumer_000380,acct_000466,2025-05-02T13:11:32
consumer_000381,acct_000467,2025-11-03T19:24:29
consumer_000382,acct_000468,2025-09-23T21:12:24
consumer_000383,acct_000469,2025-01-08T02:07:22
consumer_000384,acct_000470,2025-11-11T03:55:16
consumer_000385,acct_000471,2025-03-18T02:36:01
consumer_000386,acct_000472,2025-08-28T15:07:04
consumer_000387,acct_000473,2025-08-31T21:00:38
consumer_000388,acct_000474,2025-03-17T09:19:27
consumer_000389,acct_000475,2025-01-22T06:31:12
consumer_000390,acct_000476,2025-10-29T20:56:07
consumer_000391,acct_000477,2025-11-23T06:53:20
consumer_000392,acct_000478,2025-03-31T05:58:31
consumer_000393,acct_000479,2025-07-17T21:22:25
consumer_000394,acct_000480,2025-11-29T10:55:40
consumer_000395,acct_000481,2025-12-30T11:54:27
consumer_000396,acct_000482,2025-01-04T19:01:41
consumer_000397,acct_000483,2025-03-15T22:24:50
consumer_000398,acct_000484,2025-10-19T20:30:31
consumer_000399,acct_000485,2025-05-24T08:58:50
consumer_000400,acct_000486,2025-04-15T15:40:08
consumer_000401,acct_000487,2025-03-21T22:10:04
consumer_000402,acct_000488,2025-02-10T22:41:13
consumer_000403,acct_000489,2025-11-18T03:08:46
consumer_000404,acct_000490,2025-12-24T21:50:12
consumer_000405,acct_000491,2025-04-07T19:31:33
consumer_000406,acct_000492,2025-06-21T06:37:39
consumer_000407,acct_000493,2025-10-13T16:49:06
consumer_000408,acct_000494,2025-03-27T10:58:44
consumer_000409,acct_000495,2025-02-12T11:03:03
consumer_000410,acct_000496,2025-02-28T15:29:36
consumer_000410,acct_000497,2025-12-28T20:02:06
consumer_000410,acct_000498,2025-10-04T04:56:08
consumer_000411,acct_000499,2025-08-10T19:56:33
consumer_000412,acct_000500,2025-05-24T08:42:32
consumer_000413,acct_000501,2025-11-06T03:13:17
consumer_000413,acct_000502,2025-09-27T15:50:03
consumer_000414,acct_000503,2025-01-12T04:47:35
consumer_000415,acct_000504,2025-11-05T15:36:10
consumer_000415,acct_000505,2025-10-28T22:46:37
consumer_000416,acct_000506,2025-04-16T01:50:50
consumer_000417,acct_000507,2025-08-02T22:06:44
consumer_000418,acct_000508,2025-12-16T05:58:52
consumer_000419,acct_000509,2025-07-19T22:50:33
consumer_000420,acct_000510,2025-09-01T11:34:45
consumer_000421,acct_000511,2025-11-30T06:36:02
consumer_000421,acct_000512,2025-12-19T20:27:01
consumer_000421,acct_000513,2025-10-12T12:44:11
consumer_000422,acct_000514,2025-07-31T20:02:59
consumer_000423,acct_000515,2025-02-12T01:41:08
consumer_000424,acct_000516,2025-10-27T11:41:11
consumer_000425,acct_000517,2025-08-28T09:40:04
consumer_000426,acct_000518,2025-07-30T03:33:53
consumer_000427,acct_000519,2025-07-13T15:39:36
consumer_000428,acct_000520,2025-09-30T12:57:23
consumer_000429,acct_000521,2025-05-22T17:51:38
consumer_000429,acct_000522,2025-08-08T11:35:41
consumer_000430,acct_000523,2025-11-26T05:40:31
consumer_000431,acct_000524,2025-08-08T20:22:08
consumer_000431,acct_000525,2025-06-29T14:29:37
consumer_000431,acct_000526,2025-03-30T15:40:30
consumer_000432,acct_000527,2025-02-23T15:26:13
consumer_000433,acct_000528,2025-09-27T14:25:40
consumer_000434,acct_000529,2025-03-10T21:37:23
consumer_000435,acct_000530,2025-09-07T09:12:51
consumer_000436,acct_000531,2025-08-15T12:48:43
consumer_000437,acct_000532,2025-02-21T17:16:08
consumer_000438,acct_000533,2025-12-06T17:20:15
consumer_000439,acct_000534,2025-11-20T17:16:46
consumer_000439,acct_000535,2025-07-06T19:01:28
consumer_000440,acct_000536,2025-07-23T23:03:34
consumer_000441,acct_000537,2025-01-16T03:27:02
