tag_id,entity_type,entity_id,scenario_type,is_adversarial,is_hard_negative
tag_000304,EMPLOYEE,emp_000003,legitimate_high_volume_support,False,True
tag_000305,EMPLOYEE,emp_000003,legitimate_high_volume_support,False,True
tag_000306,TRANSACTION,txn_003859,legitimate_access_before_txn,False,True
tag_000307,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000308,EMPLOYEE,emp_000023,legitimate_high_volume_support,False,True
tag_000309,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000310,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000311,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000312,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000313,TRANSACTION,txn_003860,legitimate_access_before_txn,False,True
tag_000314,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000315,TRANSACTION,txn_003861,legitimate_access_before_txn,False,True
tag_000316,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000317,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000318,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000319,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000320,EMPLOYEE,emp_000003,legitimate_high_volume_support,False,True
tag_000321,EMPLOYEE,emp_000028,legitimate_high_volume_support,False,True
tag_000322,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000323,EMPLOYEE,emp_000017,legitimate_high_volume_support,False,True
tag_000324,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000325,TRANSACTION,txn_003862,legitimate_access_before_txn,False,True
tag_000326,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000327,TRANSACTION,txn_003863,legitimate_access_before_txn,False,True
tag_000328,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000329,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000330,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000331,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000332,TRANSACTION,txn_003864,legitimate_access_before_txn,False,True
tag_000333,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000334,EMPLOYEE,emp_000010,legitimate_high_volume_support,False,True
tag_000335,TRANSACTION,txn_003865,legitimate_access_before_txn,False,True
tag_000336,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000337,EMPLOYEE,emp_000010,legitimate_high_volume_support,False,True
tag_000338,TRANSACTION,txn_003866,legitimate_access_before_txn,False,True
tag_000339,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000340,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000341,EMPLOYEE,emp_000028,legitimate_high_volume_support,False,True
tag_000342,TRANSACTION,txn_003867,legitimate_access_before_txn,False,True
tag_000343,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000344,TRANSACTION,txn_003868,legitimate_access_before_txn,False,True
tag_000345,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000346,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000347,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000348,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000349,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000350,EMPLOYEE,emp_000010,legitimate_high_volume_support,False,True
tag_000351,TRANSACTION,txn_003869,legitimate_access_before_txn,False,True
tag_000352,EMPLOYEE,emp_000009,legitimate_analyst_repeated_review,False,True
tag_000353,EMPLOYEE,emp_000033,legitimate_analyst_repeated_review,False,True
tag_000354,EMPLOYEE,emp_000009,legitimate_analyst_repeated_review,False,True
tag_000355,EMPLOYEE,emp_000012,legitimate_analyst_repeated_review,False,True
tag_000356,EMPLOYEE,emp_000012,legitimate_analyst_repeated_review,False,True
tag_000357,EMPLOYEE,emp_000016,legitimate_analyst_repeated_review,False,True
tag_000358,EMPLOYEE,emp_000012,legitimate_analyst_repeated_review,False,True
tag_000359,EMPLOYEE,emp_000012,legitimate_analyst_repeated_review,False,True
tag_000360,EMPLOYEE,emp_000012,legitimate_analyst_repeated_review,False,True
tag_000361,EMPLOYEE,emp_000009,legitimate_analyst_repeated_review,False,True
tag_000362,EMPLOYEE,emp_000016,legitimate_analyst_repeated_review,False,True
tag_000363,EMPLOYEE,emp_000033,legitimate_analyst_repeated_review,False,True
tag_000364,EMPLOYEE,emp_000016,legitimate_analyst_repeated_review,False,True
tag_000365,EMPLOYEE,emp_000012,legitimate_analyst_repeated_review,False,True
tag_000366,EMPLOYEE,emp_000033,legitimate_analyst_repeated_review,False,True
tag_000367,EMPLOYEE,emp_000009,legitimate_analyst_repeated_review,False,True
tag_000368,EMPLOYEE,emp_000009,legitimate_analyst_repeated_review,False,True
tag_000369,EMPLOYEE,emp_000009,legitimate_analyst_repeated_review,False,True
tag_000370,EMPLOYEE,emp_000033,legitimate_analyst_repeated_review,False,True
tag_000371,EMPLOYEE,emp_000016,legitimate_analyst_repeated_review,False,True
tag_000372,EMPLOYEE,emp_000016,legitimate_analyst_repeated_review,False,True
tag_000373,EMPLOYEE,emp_000033,legitimate_analyst_repeated_review,False,True
tag_000374,EMPLOYEE,emp_000033,legitimate_analyst_repeated_review,False,True
tag_000375,EMPLOYEE,emp_000016,legitimate_analyst_repeated_review,False,True
tag_000376,EMPLOYEE,emp_000033,legitimate_analyst_repeated_review,False,True
