label_id,entity_type,entity_id,ground_truth,label_timestamp,label_source,label_confidence
label_000069,TRANSACTION,txn_000069,LEGITIMATE,2025-05-18T11:19:24,automated_baseline,0.94
label_000070,TRANSACTION,txn_000070,LEGITIMATE,2025-01-24T17:29:58,automated_baseline,0.94
label_000071,TRANSACTION,txn_000071,LEGITIMATE,2025-07-31T12:06:25,fraud_analyst_review,0.88
label_000072,TRANSACTION,txn_000072,LEGITIMATE,2025-11-11T01:20:01,automated_baseline,0.93
label_000073,TRANSACTION,txn_000073,LEGITIMATE,2025-04-02T22:04:58,automated_baseline,0.95
label_000074,TRANSACTION,txn_000074,LEGITIMATE,2025-07-30T14:16:03,automated_baseline,0.85
label_000075,TRANSACTION,txn_000075,LEGITIMATE,2025-10-06T11:28:35,fraud_analyst_review,0.98
label_000076,TRANSACTION,txn_000076,LEGITIMATE,2025-02-23T00:12:18,fraud_analyst_review,0.88
label_000077,TRANSACTION,txn_000077,LEGITIMATE,2025-03-12T00:21:40,automated_baseline,0.93
label_000078,TRANSACTION,txn_000078,LEGITIMATE,2025-05-09T14:54:48,fraud_analyst_review,0.91
label_000079,TRANSACTION,txn_000079,LEGITIMATE,2025-10-07T19:06:28,fraud_analyst_review,0.92
label_000080,TRANSACTION,txn_000080,LEGITIMATE,2025-09-10T19:33:33,fraud_analyst_review,0.85
label_000081,TRANSACTION,txn_000081,LEGITIMATE,2025-03-10T11:44:18,fraud_analyst_review,0.95
label_000082,TRANSACTION,txn_000082,LEGITIMATE,2025-05-09T15:11:30,fraud_analyst_review,0.94
label_000083,TRANSACTION,txn_000083,LEGITIMATE,2025-11-23T04:38:40,fraud_analyst_review,0.88
label_000084,TRANSACTION,txn_000084,LEGITIMATE,2025-11-24T02:11:40,fraud_analyst_review,0.97
label_000085,TRANSACTION,txn_000085,LEGITIMATE,2025-02-05T10:15:26,automated_baseline,0.91
label_000086,TRANSACTION,txn_000086,LEGITIMATE,2025-01-24T23:16:14,fraud_analyst_review,0.99
label_000087,TRANSACTION,txn_000087,LEGITIMATE,2025-07-27T23:26:21,automated_baseline,0.87
label_000088,TRANSACTION,txn_000088,LEGITIMATE,2025-01-17T13:55:05,automated_baseline,0.9
label_000089,TRANSACTION,txn_000089,LEGITIMATE,2025-11-02T12:04:59,automated_baseline,0.87
label_000090,TRANSACTION,txn_000090,LEGITIMATE,2025-12-03T22:51:19,fraud_analyst_review,0.93
label_000091,TRANSACTION,txn_000091,LEGITIMATE,2025-08-25T09:47:41,automated_baseline,0.86
label_000092,TRANSACTION,txn_000092,LEGITIMATE,2025-05-01T18:45:27,automated_baseline,0.89
label_000093,TRANSACTION,txn_000093,LEGITIMATE,2025-09-08T18:03:25,fraud_analyst_review,0.96
label_000094,TRANSACTION,txn_000094,LEGITIMATE,2025-02-22T16:45:52,automated_baseline,0.97
label_000095,TRANSACTION,txn_000095,LEGITIMATE,2025-04-17T09:55:19,automated_baseline,0.88
label_000096,TRANSACTION,txn_000096,LEGITIMATE,2025-08-03T04:17:09,automated_baseline,0.89
label_000097,TRANSACTION,txn_000097,LEGITIMATE,2025-09-21T06:02:39,automated_baseline,0.92
label_000098,TRANSACTION,txn_000098,LEGITIMATE,2025-11-09T16:41:28,fraud_analyst_review,0.89
label_000099,TRANSACTION,txn_000099,LEGITIMATE,2025-07-18T16:18:12,automated_baseline,0.92
label_000100,TRANSACTION,txn_000100,LEGITIMATE,2025-09-12T19:36:40,fraud_analyst_review,0.94
label_000101,TRANSACTION,txn_000101,LEGITIMATE,2025-06-11T03:08:06,fraud_analyst_review,0.95
label_000102,TRANSACTION,txn_000102,LEGITIMATE,2025-04-27T14:35:06,automated_baseline,0.98
label_000103,TRANSACTION,txn_000103,LEGITIMATE,2025-06-13T08:05:18,automated_baseline,0.92
label_000104,TRANSACTION,txn_000104,LEGITIMATE,2025-02-16T13:05:55,automated_baseline,0.99
label_000105,TRANSACTION,txn_000105,LEGITIMATE,2025-07-09T08:56:58,automated_baseline,0.92
label_000106,TRANSACTION,txn_000106,LEGITIMATE,2025-06-06T16:19:59,fraud_analyst_review,0.98
label_000107,TRANSACTION,txn_000107,LEGITIMATE,2025-03-29T22:01:57,fraud_analyst_review,0.87
label_000108,TRANSACTION,txn_000108,LEGITIMATE,2025-07-23T14:10:49,fraud_analyst_review,0.96
label_000109,TRANSACTION,txn_000109,LEGITIMATE,2025-03-24T01:50:08,automated_baseline,0.9
label_000110,TRANSACTION,txn_000110,LEGITIMATE,2025-09-11T20:42:30,automated_baseline,0.88
label_000111,TRANSACTION,txn_000111,LEGITIMATE,2025-04-15T20:36:09,automated_baseline,0.89
label_000112,TRANSACTION,txn_000112,LEGITIMATE,2025-11-19T22:28:50,automated_baseline,0.93
label_000113,TRANSACTION,txn_000113,LEGITIMATE,2025-09-18T20:14:28,automated_baseline,0.98
label_000114,TRANSACTION,txn_000114,LEGITIMATE,2025-02-08T18:32:11,automated_baseline,0.97
label_000115,TRANSACTION,txn_000115,LEGITIMATE,2025-05-19T20:47:48,automated_baseline,0.91
label_000116,TRANSACTION,txn_000116,LEGITIMATE,2025-09-09T23:49:15,automated_baseline,0.86
label_000117,TRANSACTION,txn_000117,LEGITIMATE,2025-08-26T10:13:41,fraud_analyst_review,0.98
label_000118,TRANSACTION,txn_000118,LEGITIMATE,2025-09-12T10:01:46,automated_baseline,0.99
label_000119,TRANSACTION,txn_000119,LEGITIMATE,2025-09-15T00:26:52,automated_baseline,0.97
label_000120,TRANSACTION,txn_000120,LEGITIMATE,2025-11-26T16:51:51,fraud_analyst_review,0.88
label_000121,TRANSACTION,txn_000121,LEGITIMATE,2025-06-06T15:46:50,fraud_analyst_review,0.87
label_000122,TRANSACTION,txn_000122,LEGITIMATE,2025-08-05T10:10:14,fraud_analyst_review,0.97
label_000123,TRANSACTION,txn_000123,LEGITIMATE,2025-11-24T23:01:32,fraud_analyst_review,0.95
label_000124,TRANSACTION,txn_000124,LEGITIMATE,2025-08-01T17:54:46,automated_baseline,0.97
label_000125,TRANSACTION,txn_000125,LEGITIMATE,2025-02-16T21:50:56,fraud_analyst_review,0.87
label_000126,TRANSACTION,txn_000126,LEGITIMATE,2025-02-22T07:55:54,automated_baseline,0.95
label_000127,TRANSACTION,txn_000127,LEGITIMATE,2025-12-09T08:27:19,fraud_analyst_review,0.97
label_000128,TRANSACTION,txn_000128,LEGITIMATE,2025-03-26T10:39:50,automated_baseline,0.92
label_000129,TRANSACTION,txn_000129,LEGITIMATE,2025-07-06T14:31:19,fraud_analyst_review,0.97
label_000130,TRANSACTION,txn_000130,LEGITIMATE,2025-02-26T10:51:35,automated_baseline,0.95
label_000131,TRANSACTION,txn_000131,LEGITIMATE,2025-08-28T08:03:01,fraud_analyst_review,0.95
label_000132,TRANSACTION,txn_000132,LEGITIMATE,2025-01-21T21:57:22,fraud_analyst_review,0.96
label_000133,TRANSACTION,txn_000133,LEGITIMATE,2025-09-23T04:02:30,fraud_analyst_review,0.87
label_000134,TRANSACTION,txn_000134,LEGITIMATE,2025-01-16T13:37:23,fraud_analyst_review,0.92
label_000135,TRANSACTION,txn_000135,LEGITIMATE,2025-03-27T11:05:40,fraud_analyst_review,0.86
label_000136,TRANSACTION,txn_000136,LEGITIMATE,2025-03-27T20:03:27,automated_baseline,0.94
label_000137,TRANSACTION,txn_000137,LEGITIMATE,2025-12-22T17:43:32,automated_baseline,0.98
label_000138,TRANSACTION,txn_000138,LEGITIMATE,2025-07-09T02:29:55,automated_baseline,0.94
label_000139,TRANSACTION,txn_000139,LEGITIMATE,2025-07-31T20:13:57,automated_baseline,0.91
label_000140,TRANSACTION,txn_000140,LEGITIMATE,2025-08-05T18:39:18,fraud_analyst_review,0.85
label_000141,TRANSACTION,txn_000141,LEGITIMATE,2025-01-18T16:52:52,fraud_analyst_review,0.93
label_000142,TRANSACTION,txn_000142,LEGITIMATE,2025-03-02T18:12:25,fraud_analyst_review,0.98
label_000143,TRANSACTION,txn_000143,LEGITIMATE,2025-02-17T20:49:05,fraud_analyst_review,0.88
label_000144,TRANSACTION,txn_000144,LEGITIMATE,2025-03-04T12:36:12,automated_baseline,0.97
label_000145,TRANSACTION,txn_000145,LEGITIMATE,2025-04-08T09:05:40,automated_baseline,0.89
label_000146,TRANSACTION,txn_000146,LEGITIMATE,2025-08-28T09:30:40,fraud_analyst_review,0.98
label_000147,TRANSACTION,txn_000147,LEGITIMATE,2025-04-18T11:52:34,fraud_analyst_review,0.91
label_000148,TRANSACTION,txn_000148,LEGITIMATE,2025-02-01T21:24:00,automated_baseline,0.95
label_000149,TRANSACTION,txn_000149,LEGITIMATE,2025-06-07T09:17:36,fraud_analyst_review,0.94
label_000150,TRANSACTION,txn_000150,LEGITIMATE,2025-02-21T23:53:49,automated_baseline,0.97
label_000151,TRANSACTION,txn_000151,LEGITIMATE,2025-03-19T13:45:14,fraud_analyst_review,0.86
label_000152,TRANSACTION,txn_000152,LEGITIMATE,2025-01-17T16:01:12,fraud_analyst_review,0.97
label_000153,TRANSACTION,txn_000153,LEGITIMATE,2025-01-19T10:07:12,fraud_analyst_review,0.97
label_000154,TRANSACTION,txn_000154,LEGITIMATE,2025-09-11T21:48:43,fraud_analyst_review,0.9
label_000155,TRANSACTION,txn_000155,LEGITIMATE,2025-11-04T21:03:10,automated_baseline,0.88
label_000156,TRANSACTION,txn_000156,LEGITIMATE,2025-05-21T16:52:45,automated_baseline,0.92
label_000157,TRANSACTION,txn_000157,LEGITIMATE,2025-04-05T16:16:18,automated_baseline,0.97
label_000158,TRANSACTION,txn_000158,LEGITIMATE,2025-06-07T12:32:36,fraud_analyst_review,0.98
label_000159,TRANSACTION,txn_000159,LEGITIMATE,2025-08-22T09:38:21,fraud_analyst_review,0.87
label_000160,TRANSACTION,txn_000160,LEGITIMATE,2025-02-28T08:18:58,automated_baseline,0.93
label_000161,TRANSACTION,txn_000161,LEGITIMATE,2025-07-07T08:15:40,fraud_analyst_review,0.92
label_000162,TRANSACTION,txn_000162,LEGITIMATE,2025-11-03T16:41:29,automated_baseline,0.91
label_000163,TRANSACTION,txn_000163,LEGITIMATE,2025-06-08T18:20:48,fraud_analyst_review,0.91
label_000164,TRANSACTION,txn_000164,LEGITIMATE,2025-08-08T07:33:29,fraud_analyst_review,0.93
label_000165,TRANSACTION,txn_000165,LEGITIMATE,2025-04-09T14:47:44,automated_baseline,0.95
label_000166,TRANSACTION,txn_000166,LEGITIMATE,2025-11-02T06:55:25,automated_baseline,0.9
label_000167,TRANSACTION,txn_000167,LEGITIMATE,2025-01-25T22:06:23,fraud_analyst_review,0.94
label_000168,TRANSACTION,txn_000168,LEGITIMATE,2025-01-05T04:14:41,automated_baseline,0.96
label_000169,TRANSACTION,txn_000169,LEGITIMATE,2025-04-03T22:53:00,fraud_analyst_review,0.93
label_000170,TRANSACTION,txn_000170,LEGITIMATE,2025-12-22T09:48:06,automated_baseline,0.91
label_000171,TRANSACTION,txn_000171,LEGITIMATE,2025-02-20T08:19:31,fraud_analyst_review,0.97
label_000172,TRANSACTION,txn_000172,LEGITIMATE,2025-07-07T20:44:26,automated_baseline,0.92
label_000173,TRANSACTION,txn_000173,LEGITIMATE,2025-06-10T04:39:19,automated_baseline,0.89
label_000174,TRANSACTION,txn_000174,LEGITIMATE,2025-05-02T22:58:22,automated_baseline,0.92
label_000175,TRANSACTION,txn_000175,LEGITIMATE,2025-11-21T06:28:33,automated_baseline,0.94
label_000176,TRANSACTION,txn_000176,LEGITIMATE,2025-05-25T04:24:08,fraud_analyst_review,0.88
label_000177,TRANSACTION,txn_000177,LEGITIMATE,2025-02-19T20:48:20,automated_baseline,0.91
label_000178,TRANSACTION,txn_000178,LEGITIMATE,2025-09-19T19:39:45,automated_baseline,0.93
label_000179,TRANSACTION,txn_000179,LEGITIMATE,2025-06-14T16:18:02,fraud_analyst_review,0.91
label_000180,TRANSACTION,txn_000180,LEGITIMATE,2025-08-04T16:28:39,fraud_analyst_review,0.96
label_000181,TRANSACTION,txn_000181,LEGITIMATE,2025-10-07T21:19:32,automated_baseline,0.91
label_000182,TRANSACTION,txn_000182,LEGITIMATE,2025-11-22T20:33:59,fraud_analyst_review,0.9
label_000183,TRANSACTION,txn_000183,LEGITIMATE,2025-03-09T19:52:11,fraud_analyst_review,0.97
label_000184,TRANSACTION,txn_000184,LEGITIMATE,2025-09-06T19:30:39,automated_baseline,0.86
label_000185,TRANSACTION,txn_000185,LEGITIMATE,2025-08-24T03:22:48,fraud_analyst_review,0.91
label_000186,TRANSACTION,txn_000186,LEGITIMATE,2025-10-16T21:38:14,automated_baseline,0.98
label_000187,TRANSACTION,txn_000187,LEGITIMATE,2025-10-25T02:56:58,automated_baseline,0.88
label_000188,TRANSACTION,txn_000188,LEGITIMATE,2025-01-14T16:40:05,fraud_analyst_review,0.93
label_000189,TRANSACTION,txn_000189,LEGITIMATE,2025-09-03T02:32:21,fraud_analyst_review,0.93
label_000190,TRANSACTION,txn_000190,LEGITIMATE,2025-03-02T12:26:33,fraud_analyst_review,0.89
label_000191,TRANSACTION,txn_000191,LEGITIMATE,2025-05-26T03:26:48,fraud_analyst_review,0.88
label_000192,TRANSACTION,txn_000192,LEGITIMATE,2025-09-09T20:12:27,automated_baseline,0.87
label_000193,TRANSACTION,txn_000193,LEGITIMATE,2025-05-05T12:53:58,fraud_analyst_review,0.95
label_000194,TRANSACTION,txn_000194,LEGITIMATE,2025-06-13T05:01:56,fraud_analyst_review,0.86
label_000195,TRANSACTION,txn_000195,LEGITIMATE,2025-07-30T23:43:57,automated_baseline,0.87
label_000196,TRANSACTION,txn_000196,LEGITIMATE,2025-10-22T11:06:26,fraud_analyst_review,0.95
label_000197,TRANSACTION,txn_000197,LEGITIMATE,2025-07-22T07:30:04,automated_baseline,0.99
label_000198,TRANSACTION,txn_000198,LEGITIMATE,2025-08-16T01:58:11,automated_baseline,0.87
label_000199,TRANSACTION,txn_000199,LEGITIMATE,2025-09-30T10:03:07,fraud_analyst_review,0.96
label_000200,TRANSACTION,txn_000200,LEGITIMATE,2025-10-09T08:56:22,automated_baseline,0.93
label_000201,TRANSACTION,txn_000201,LEGITIMATE,2025-03-04T07:52:32,fraud_analyst_review,0.95
label_000202,TRANSACTION,txn_000202,LEGITIMATE,2025-11-15T02:25:48,fraud_analyst_review,0.9
label_000203,TRANSACTION,txn_000203,LEGITIMATE,2025-11-21T10:03:58,fraud_analyst_review,0.86
label_000204,TRANSACTION,txn_000204,LEGITIMATE,2025-12-27T13:28:59,fraud_analyst_review,0.92
label_000205,TRANSACTION,txn_000205,LEGITIMATE,2025-02-07T18:21:01,automated_baseline,0.93
label_000206,TRANSACTION,txn_000206,LEGITIMATE,2025-09-19T23:07:34,fraud_analyst_review,0.92
label_000207,TRANSACTION,txn_000207,LEGITIMATE,2025-08-02T16:29:46,fraud_analyst_review,0.97
label_000208,TRANSACTION,txn_000208,LEGITIMATE,2025-11-02T08:55:04,fraud_analyst_review,0.85
label_000209,TRANSACTION,txn_000209,LEGITIMATE,2025-10-26T22:13:04,fraud_analyst_review,0.85
label_000210,TRANSACTION,txn_000210,LEGITIMATE,2025-11-05T15:06:58,automated_baseline,0.86
label_000211,TRANSACTION,txn_000211,LEGITIMATE,2025-04-08T02:03:06,automated_baseline,0.95
label_000212,TRANSACTION,txn_000212,LEGITIMATE,2025-08-20T04:08:24,automated_baseline,0.98
label_000213,TRANSACTION,txn_000213,LEGITIMATE,2025-10-18T10:13:12,fraud_analyst_review,0.86
label_000214,TRANSACTION,txn_000214,LEGITIMATE,2025-07-15T03:34:20,fraud_analyst_review,0.96
label_000215,TRANSACTION,txn_000215,LEGITIMATE,2025-02-27T12:26:32,fraud_analyst_review,0.96
label_000216,TRANSACTION,txn_000216,LEGITIMATE,2025-06-12T12:38:17,automated_baseline,0.88
label_000217,TRANSACTION,txn_000217,LEGITIMATE,2025-02-13T17:36:15,automated_baseline,0.96
label_000218,TRANSACTION,txn_000218,LEGITIMATE,2025-01-18T10:28:20,automated_baseline,0.95
label_000219,TRANSACTION,txn_000219,LEGITIMATE,2025-04-29T12:22:22,automated_baseline,0.93
label_000220,TRANSACTION,txn_000220,LEGITIMATE,2025-08-15T10:36:59,automated_baseline,0.96
label_000221,TRANSACTION,txn_000221,LEGITIMATE,2025-05-31T22:40:07,automated_baseline,0.89
label_000222,TRANSACTION,txn_000222,LEGITIMATE,2025-12-18T01:07:53,fraud_analyst_review,0.93
label_000223,TRANSACTION,txn_000223,LEGITIMATE,2025-05-10T13:51:39,fraud_analyst_review,0.94
label_000224,TRANSACTION,txn_000224,LEGITIMATE,2025-12-08T07:16:56,automated_baseline,0.86
label_000225,TRANSACTION,txn_000225,LEGITIMATE,2025-06-15T16:11:30,automated_baseline,0.97
label_000226,TRANSACTION,txn_000226,LEGITIMATE,2025-12-23T04:25:16,automated_baseline,0.96
label_000227,TRANSACTION,txn_000227,LEGITIMATE,2025-03-01T01:39:32,fraud_analyst_review,0.93
label_000228,TRANSACTION,txn_000228,LEGITIMATE,2025-01-31T21:46:52,fraud_analyst_review,0.88
label_000229,TRANSACTION,txn_000229,LEGITIMATE,2025-01-13T12:33:04,automated_baseline,0.98
label_000230,TRANSACTION,txn_000230,LEGITIMATE,2025-06-16T01:47:28,fraud_analyst_review,0.94
label_000231,TRANSACTION,txn_000231,LEGITIMATE,2025-02-12T11:26:06,fraud_analyst_review,0.99
label_000232,TRANSACTION,txn_000232,LEGITIMATE,2025-02-14T13:01:06,automated_baseline,0.89
label_000233,TRANSACTION,txn_000233,LEGITIMATE,2025-03-06T16:05:03,fraud_analyst_review,0.97
label_000234,TRANSACTION,txn_000234,LEGITIMATE,2025-02-22T14:24:58,automated_baseline,0.97
label_000235,TRANSACTION,txn_000235,LEGITIMATE,2025-02-14T08:55:39,automated_baseline,0.9
label_000236,TRANSACTION,txn_000236,LEGITIMATE,2025-12-04T10:56:32,fraud_analyst_review,0.94
label_000237,TRANSACTION,txn_000237,LEGITIMATE,2025-06-28T03:55:33,automated_baseline,0.88
label_000238,TRANSACTION,txn_000238,LEGITIMATE,2025-08-22T01:28:25,automated_baseline,0.87
label_000239,TRANSACTION,txn_000239,LEGITIMATE,2025-11-22T11:45:38,automated_baseline,0.87
label_000240,TRANSACTION,txn_000240,LEGITIMATE,2025-12-28T18:56:16,automated_baseline,0.89
label_000241,TRANSACTION,txn_000241,LEGITIMATE,2025-03-23T13:15:02,automated_baseline,0.92
label_000242,TRANSACTION,txn_000242,LEGITIMATE,2025-07-24T02:13:04,fraud_analyst_review,0.92
label_000243,TRANSACTION,txn_000243,LEGITIMATE,2025-03-17T05:23:02,fraud_analyst_review,0.91
label_000244,TRANSACTION,txn_000244,LEGITIMATE,2025-04-09T19:21:35,automated_baseline,0.95
label_000245,TRANSACTION,txn_000245,LEGITIMATE,2025-12-25T05:15:13,fraud_analyst_review,0.91
label_000246,TRANSACTION,txn_000246,LEGITIMATE,2025-08-04T15:23:35,automated_baseline,0.99
label_000247,TRANSACTION,txn_000247,LEGITIMATE,2025-08-10T18:36:04,fraud_analyst_review,0.95
label_000248,TRANSACTION,txn_000248,LEGITIMATE,2025-06-25T12:19:20,fraud_analyst_review,0.96
label_000249,TRANSACTION,txn_000249,LEGITIMATE,2025-12-18T11:55:57,fraud_analyst_review,0.96
label_000250,TRANSACTION,txn_000250,LEGITIMATE,2025-10-09T09:30:16,fraud_analyst_review,0.98
label_000251,TRANSACTION,txn_000251,LEGITIMATE,2025-07-22T04:48:09,automated_baseline,0.89
label_000252,TRANSACTION,txn_000252,LEGITIMATE,2025-04-25T21:19:17,automated_baseline,0.88
label_000253,TRANSACTION,txn_000253,LEGITIMATE,2025-04-06T02:53:06,automated_baseline,0.87
label_000254,TRANSACTION,txn_000254,LEGITIMATE,2025-06-15T16:25:55,fraud_analyst_review,0.94
label_000255,TRANSACTION,txn_000255,LEGITIMATE,2025-02-21T05:25:15,fraud_analyst_review,0.88
label_000256,TRANSACTION,txn_000256,LEGITIMATE,2025-11-03T08:58:01,automated_baseline,0.9
label_000257,TRANSACTION,txn_000257,LEGITIMATE,2025-08-12T05:23:22,fraud_analyst_review,0.93
label_000258,TRANSACTION,txn_000258,LEGITIMATE,2025-01-26T16:39:23,fraud_analyst_review,0.93
label_000259,TRANSACTION,txn_000259,LEGITIMATE,2025-06-29T19:29:09,automated_baseline,0.93
label_000260,TRANSACTION,txn_000260,LEGITIMATE,2025-03-26T13:42:19,automated_baseline,0.91
