label_id,entity_type,entity_id,ground_truth,label_timestamp,label_source,label_confidence
label_000147,TRANSACTION,txn_000147,LEGITIMATE,2025-11-01T14:06:32,fraud_analyst_review,0.88
label_000148,TRANSACTION,txn_000148,LEGITIMATE,2025-01-03T14:02:28,fraud_analyst_review,0.97
label_000149,TRANSACTION,txn_000149,LEGITIMATE,2025-06-21T02:26:23,fraud_analyst_review,0.9
label_000150,TRANSACTION,txn_000150,LEGITIMATE,2025-03-24T17:54:42,fraud_analyst_review,0.9
label_000151,TRANSACTION,txn_000151,LEGITIMATE,2025-08-05T04:38:08,automated_baseline,0.88
label_000152,TRANSACTION,txn_000152,LEGITIMATE,2025-08-17T13:37:03,automated_baseline,0.92
label_000153,TRANSACTION,txn_000153,LEGITIMATE,2025-05-02T06:51:02,fraud_analyst_review,0.89
label_000154,TRANSACTION,txn_000154,LEGITIMATE,2025-08-26T21:52:28,fraud_analyst_review,0.89
label_000155,TRANSACTION,txn_000155,LEGITIMATE,2025-04-17T16:17:02,fraud_analyst_review,0.88
label_000156,TRANSACTION,txn_000156,LEGITIMATE,2025-05-29T04:50:36,fraud_analyst_review,0.87
label_000157,TRANSACTION,txn_000157,LEGITIMATE,2025-06-26T22:10:53,automated_baseline,0.95
label_000158,TRANSACTION,txn_000158,LEGITIMATE,2025-03-26T18:00:29,automated_baseline,0.96
label_000159,TRANSACTION,txn_000159,LEGITIMATE,2025-03-28T09:06:29,automated_baseline,0.93
label_000160,TRANSACTION,txn_000160,LEGITIMATE,2025-08-06T10:50:46,fraud_analyst_review,0.93
label_000161,TRANSACTION,txn_000161,LEGITIMATE,2025-04-15T17:30:32,fraud_analyst_review,0.93
label_000162,TRANSACTION,txn_000162,LEGITIMATE,2025-04-18T07:28:32,automated_baseline,0.99
label_000163,TRANSACTION,txn_000163,LEGITIMATE,2025-05-06T17:02:27,automated_baseline,0.95
label_000164,TRANSACTION,txn_000164,LEGITIMATE,2025-01-21T17:05:22,fraud_analyst_review,0.93
label_000165,TRANSACTION,txn_000165,LEGITIMATE,2025-08-02T10:54:39,automated_baseline,0.94
label_000166,TRANSACTION,txn_000166,LEGITIMATE,2025-03-17T09:02:35,automated_baseline,0.94
label_000167,TRANSACTION,txn_000167,LEGITIMATE,2025-03-09T10:01:35,automated_baseline,0.97
label_000168,TRANSACTION,txn_000168,LEGITIMATE,2025-08-12T15:26:35,automated_baseline,0.99
label_000169,TRANSACTION,txn_000169,LEGITIMATE,2025-10-28T07:45:28,fraud_analyst_review,0.86
label_000170,TRANSACTION,txn_000170,LEGITIMATE,2025-06-09T17:27:36,automated_baseline,0.88
label_000171,TRANSACTION,txn_000171,LEGITIMATE,2025-06-13T16:08:15,fraud_analyst_review,0.91
label_000172,TRANSACTION,txn_000172,LEGITIMATE,2025-11-14T08:26:51,automated_baseline,0.94
label_000173,TRANSACTION,txn_000173,LEGITIMATE,2025-12-05T13:24:25,automated_baseline,0.98
label_000174,TRANSACTION,txn_000174,LEGITIMATE,2025-11-30T10:51:37,fraud_analyst_review,0.94
label_000175,TRANSACTION,txn_000175,LEGITIMATE,2025-03-15T01:53:35,fraud_analyst_review,0.94
label_000176,TRANSACTION,txn_000176,LEGITIMATE,2025-07-20T22:20:07,fraud_analyst_review,0.96
label_000177,TRANSACTION,txn_000177,LEGITIMATE,2025-11-18T23:05:48,fraud_analyst_review,0.96
label_000178,TRANSACTION,txn_000178,LEGITIMATE,2025-12-10T09:46:14,fraud_analyst_review,0.89
label_000179,TRANSACTION,txn_000179,LEGITIMATE,2025-12-10T21:01:14,fraud_analyst_review,0.97
label_000180,TRANSACTION,txn_000180,LEGITIMATE,2025-03-24T07:40:14,automated_baseline,0.96
label_000181,TRANSACTION,txn_000181,LEGITIMATE,2025-06-26T16:42:44,automated_baseline,0.95
label_000182,TRANSACTION,txn_000182,LEGITIMATE,2025-11-18T08:04:16,automated_baseline,0.9
label_000183,TRANSACTION,txn_000183,LEGITIMATE,2025-11-10T02:30:49,fraud_analyst_review,0.99
label_000184,TRANSACTION,txn_000184,LEGITIMATE,2025-06-29T22:00:26,automated_baseline,0.9
label_000185,TRANSACTION,txn_000185,LEGITIMATE,2025-09-18T21:16:07,automated_baseline,0.94
label_000186,TRANSACTION,txn_000186,LEGITIMATE,2025-03-26T21:17:56,automated_baseline,0.89
label_000187,TRANSACTION,txn_000187,LEGITIMATE,2025-12-13T10:56:35,automated_baseline,0.86
label_000188,TRANSACTION,txn_000188,LEGITIMATE,2025-07-03T10:26:30,automated_baseline,0.93
label_000189,TRANSACTION,txn_000189,LEGITIMATE,2025-12-08T18:21:26,fraud_analyst_review,0.98
label_000190,TRANSACTION,txn_000190,LEGITIMATE,2025-05-25T07:48:43,automated_baseline,0.97
label_000191,TRANSACTION,txn_000191,LEGITIMATE,2025-03-22T15:24:03,fraud_analyst_review,0.96
label_000192,TRANSACTION,txn_000192,LEGITIMATE,2025-05-13T03:18:52,fraud_analyst_review,0.92
label_000193,TRANSACTION,txn_000193,LEGITIMATE,2025-05-13T12:56:52,fraud_analyst_review,0.94
label_000194,TRANSACTION,txn_000194,LEGITIMATE,2025-10-21T13:52:22,fraud_analyst_review,0.97
label_000195,TRANSACTION,txn_000195,LEGITIMATE,2025-01-02T10:00:04,fraud_analyst_review,0.92
label_000196,TRANSACTION,txn_000196,LEGITIMATE,2025-01-15T10:05:17,fraud_analyst_review,0.91
label_000197,TRANSACTION,txn_000197,LEGITIMATE,2025-01-09T03:33:10,fraud_analyst_review,0.88
label_000198,TRANSACTION,txn_000198,LEGITIMATE,2025-09-22T22:29:34,automated_baseline,0.87
label_000199,TRANSACTION,txn_000199,LEGITIMATE,2025-10-20T10:27:28,automated_baseline,0.99
label_000200,TRANSACTION,txn_000200,LEGITIMATE,2025-01-26T18:34:17,automated_baseline,0.99
label_000201,TRANSACTION,txn_000201,LEGITIMATE,2025-01-05T11:43:37,automated_baseline,0.87
label_000202,TRANSACTION,txn_000202,LEGITIMATE,2025-01-28T00:02:58,automated_baseline,0.98
label_000203,TRANSACTION,txn_000203,LEGITIMATE,2025-02-07T11:22:27,fraud_analyst_review,0.97
label_000204,TRANSACTION,txn_000204,LEGITIMATE,2025-01-28T17:40:07,automated_baseline,0.86
label_000205,TRANSACTION,txn_000205,LEGITIMATE,2025-11-10T04:35:17,automated_baseline,0.95
label_000206,TRANSACTION,txn_000206,LEGITIMATE,2025-06-30T15:00:13,fraud_analyst_review,0.91
label_000207,TRANSACTION,txn_000207,LEGITIMATE,2025-06-04T18:33:51,fraud_analyst_review,0.98
label_000208,TRANSACTION,txn_000208,LEGITIMATE,2025-10-16T07:27:35,fraud_analyst_review,0.87
label_000209,TRANSACTION,txn_000209,LEGITIMATE,2025-03-17T05:37:01,automated_baseline,0.85
label_000210,TRANSACTION,txn_000210,LEGITIMATE,2025-10-26T19:16:56,fraud_analyst_review,0.96
label_000211,TRANSACTION,txn_000211,LEGITIMATE,2025-05-13T16:21:57,automated_baseline,0.86
label_000212,TRANSACTION,txn_000212,LEGITIMATE,2025-11-08T07:09:32,automated_baseline,0.92
label_000213,TRANSACTION,txn_000213,LEGITIMATE,2025-10-27T17:56:33,automated_baseline,0.91
label_000214,TRANSACTION,txn_000214,LEGITIMATE,2025-02-21T21:53:05,automated_baseline,0.99
label_000215,TRANSACTION,txn_000215,LEGITIMATE,2025-02-19T23:41:42,automated_baseline,0.91
label_000216,TRANSACTION,txn_000216,LEGITIMATE,2025-02-22T03:54:42,fraud_analyst_review,0.89
label_000217,TRANSACTION,txn_000217,LEGITIMATE,2025-05-16T22:06:15,automated_baseline,0.9
label_000218,TRANSACTION,txn_000218,LEGITIMATE,2025-09-06T15:26:14,fraud_analyst_review,0.86
label_000219,TRANSACTION,txn_000219,LEGITIMATE,2025-09-17T11:05:54,fraud_analyst_review,0.94
label_000220,TRANSACTION,txn_000220,LEGITIMATE,2025-09-19T09:00:54,fraud_analyst_review,0.96
label_000221,TRANSACTION,txn_000221,LEGITIMATE,2025-10-10T22:32:02,fraud_analyst_review,0.92
label_000222,TRANSACTION,txn_000222,LEGITIMATE,2025-05-21T09:56:24,automated_baseline,0.88
label_000223,TRANSACTION,txn_000223,LEGITIMATE,2025-09-23T11:25:58,fraud_analyst_review,0.86
label_000224,TRANSACTION,txn_000224,LEGITIMATE,2025-05-17T11:50:16,automated_baseline,0.95
label_000225,TRANSACTION,txn_000225,LEGITIMATE,2025-02-26T08:14:54,fraud_analyst_review,0.87
label_000226,TRANSACTION,txn_000226,LEGITIMATE,2025-04-22T03:01:30,automated_baseline,0.95
label_000227,TRANSACTION,txn_000227,LEGITIMATE,2025-02-10T12:51:41,fraud_analyst_review,0.9
label_000228,TRANSACTION,txn_000228,LEGITIMATE,2025-12-18T19:35:22,automated_baseline,0.87
label_000229,TRANSACTION,txn_000229,LEGITIMATE,2025-04-14T07:15:26,automated_baseline,0.89
label_000230,TRANSACTION,txn_000230,LEGITIMATE,2025-08-19T05:04:04,fraud_analyst_review,0.95
label_000231,TRANSACTION,txn_000231,LEGITIMATE,2025-01-12T08:36:21,fraud_analyst_review,0.89
label_000232,TRANSACTION,txn_000232,LEGITIMATE,2025-05-02T09:14:32,automated_baseline,0.87
label_000233,TRANSACTION,txn_000233,LEGITIMATE,2025-05-19T23:36:40,fraud_analyst_review,0.9
label_000234,TRANSACTION,txn_000234,LEGITIMATE,2025-09-15T16:00:30,fraud_analyst_review,0.95
label_000235,TRANSACTION,txn_000235,LEGITIMATE,2025-09-08T09:56:59,fraud_analyst_review,0.97
label_000236,TRANSACTION,txn_000236,LEGITIMATE,2025-11-24T16:26:53,fraud_analyst_review,0.89
label_000237,TRANSACTION,txn_000237,LEGITIMATE,2025-07-08T09:41:52,automated_baseline,0.97
label_000238,TRANSACTION,txn_000238,LEGITIMATE,2025-12-20T11:27:53,automated_baseline,0.87
label_000239,TRANSACTION,txn_000239,LEGITIMATE,2025-05-07T13:08:34,fraud_analyst_review,0.91
label_000240,TRANSACTION,txn_000240,LEGITIMATE,2025-02-20T07:49:08,fraud_analyst_review,0.91
label_000241,TRANSACTION,txn_000241,LEGITIMATE,2025-08-14T03:34:51,automated_baseline,0.85
label_000242,TRANSACTION,txn_000242,LEGITIMATE,2025-03-01T18:38:57,automated_baseline,0.96
label_000243,TRANSACTION,txn_000243,LEGITIMATE,2025-06-26T10:46:51,automated_baseline,0.88
label_000244,TRANSACTION,txn_000244,LEGITIMATE,2025-05-23T07:12:27,automated_baseline,0.91
label_000245,TRANSACTION,txn_000245,LEGITIMATE,2025-11-20T01:27:50,fraud_analyst_review,0.88
label_000246,TRANSACTION,txn_000246,LEGITIMATE,2025-03-19T19:21:29,fraud_analyst_review,0.94
label_000247,TRANSACTION,txn_000247,LEGITIMATE,2025-05-20T14:42:40,automated_baseline,0.89
label_000248,TRANSACTION,txn_000248,LEGITIMATE,2025-09-15T08:46:29,automated_baseline,0.85
label_000249,TRANSACTION,txn_000249,LEGITIMATE,2025-08-22T15:15:00,fraud_analyst_review,0.86
label_000250,TRANSACTION,txn_000250,LEGITIMATE,2025-03-14T17:24:10,automated_baseline,0.89
label_000251,TRANSACTION,txn_000251,LEGITIMATE,2025-07-03T19:14:56,fraud_analyst_review,0.89
label_000252,TRANSACTION,txn_000252,LEGITIMATE,2025-08-03T16:01:29,automated_baseline,0.99
label_000253,TRANSACTION,txn_000253,LEGITIMATE,2025-05-24T01:25:59,automated_baseline,0.99
label_000254,TRANSACTION,txn_000254,LEGITIMATE,2025-09-13T10:36:13,fraud_analyst_review,0.92
label_000255,TRANSACTION,txn_000255,LEGITIMATE,2025-01-01T13:43:08,fraud_analyst_review,0.95
label_000256,TRANSACTION,txn_000256,LEGITIMATE,2025-01-02T20:28:58,automated_baseline,0.89
label_000257,TRANSACTION,txn_000257,LEGITIMATE,2025-12-15T14:39:33,fraud_analyst_review,0.88
label_000258,TRANSACTION,txn_000258,LEGITIMATE,2025-06-22T16:08:57,automated_baseline,0.86
label_000259,TRANSACTION,txn_000259,LEGITIMATE,2025-04-30T09:41:29,automated_baseline,0.86
label_000260,TRANSACTION,txn_000260,LEGITIMATE,2025-12-07T02:41:13,automated_baseline,0.98
