tag_id,entity_type,entity_id,scenario_type,is_adversarial,is_hard_negative
tag_000047,EMPLOYEE,emp_000470,legitimate_high_volume_support,False,True
tag_000048,EMPLOYEE,emp_000156,legitimate_high_volume_support,False,True
tag_000049,EMPLOYEE,emp_000114,legitimate_high_volume_support,False,True
tag_000050,EMPLOYEE,emp_000167,legitimate_high_volume_support,False,True
tag_000051,EMPLOYEE,emp_000258,legitimate_high_volume_support,False,True
tag_000052,EMPLOYEE,emp_000082,legitimate_high_volume_support,False,True
tag_000053,TRANSACTION,txn_076168,legitimate_access_before_txn,False,True
tag_000054,EMPLOYEE,emp_000345,legitimate_high_volume_support,False,True
tag_000055,EMPLOYEE,emp_000436,legitimate_high_volume_support,False,True
tag_000056,EMPLOYEE,emp_000186,legitimate_high_volume_support,False,True
tag_000057,TRANSACTION,txn_076169,legitimate_access_before_txn,False,True
tag_000058,EMPLOYEE,emp_000047,legitimate_high_volume_support,False,True
tag_000059,TRANSACTION,txn_076170,legitimate_access_before_txn,False,True
tag_000060,EMPLOYEE,emp_000528,legitimate_high_volume_support,False,True
tag_000061,TRANSACTION,txn_076171,legitimate_access_before_txn,False,True
tag_000062,EMPLOYEE,emp_000592,legitimate_high_volume_support,False,True
tag_000063,TRANSACTION,txn_076172,legitimate_access_before_txn,False,True
tag_000064,EMPLOYEE,emp_000436,legitimate_high_volume_support,False,True
tag_000065,TRANSACTION,txn_076173,legitimate_access_before_txn,False,True
tag_000066,EMPLOYEE,emp_000407,legitimate_high_volume_support,False,True
tag_000067,EMPLOYEE,emp_000553,legitimate_high_volume_support,False,True
tag_000068,TRANSACTION,txn_076174,legitimate_access_before_txn,False,True
tag_000069,EMPLOYEE,emp_000263,legitimate_high_volume_support,False,True
tag_000070,TRANSACTION,txn_076175,legitimate_access_before_txn,False,True
tag_000071,EMPLOYEE,emp_000376,legitimate_high_volume_support,False,True
tag_000072,EMPLOYEE,emp_000376,legitimate_high_volume_support,False,True
tag_000073,EMPLOYEE,emp_000437,legitimate_high_volume_support,False,True
tag_000074,EMPLOYEE,emp_000365,legitimate_high_volume_support,False,True
tag_000075,EMPLOYEE,emp_000076,legitimate_high_volume_support,False,True
tag_000076,EMPLOYEE,emp_000343,legitimate_high_volume_support,False,True
tag_000077,EMPLOYEE,emp_000343,legitimate_high_volume_support,False,True
tag_000078,EMPLOYEE,emp_000460,legitimate_high_volume_support,False,True
tag_000079,EMPLOYEE,emp_000275,legitimate_high_volume_support,False,True
tag_000080,TRANSACTION,txn_076176,legitimate_access_before_txn,False,True
tag_000081,EMPLOYEE,emp_000208,legitimate_high_volume_support,False,True
tag_000082,TRANSACTION,txn_076177,legitimate_access_before_txn,False,True
tag_000083,EMPLOYEE,emp_000345,legitimate_high_volume_support,False,True
tag_000084,EMPLOYEE,emp_000562,legitimate_high_volume_support,False,True
tag_000085,EMPLOYEE,emp_000074,legitimate_high_volume_support,False,True
tag_000086,EMPLOYEE,emp_000337,legitimate_high_volume_support,False,True
tag_000087,TRANSACTION,txn_076178,legitimate_access_before_txn,False,True
tag_000088,EMPLOYEE,emp_000043,legitimate_high_volume_support,False,True
tag_000089,EMPLOYEE,emp_000334,legitimate_high_volume_support,False,True
tag_000090,EMPLOYEE,emp_000461,legitimate_high_volume_support,False,True
tag_000091,EMPLOYEE,emp_000170,legitimate_high_volume_support,False,True
tag_000092,TRANSACTION,txn_076179,legitimate_access_before_txn,False,True
tag_000093,EMPLOYEE,emp_000161,legitimate_high_volume_support,False,True
tag_000094,TRANSACTION,txn_076180,legitimate_access_before_txn,False,True
tag_000095,EMPLOYEE,emp_000275,legitimate_high_volume_support,False,True
tag_000096,EMPLOYEE,emp_000225,legitimate_high_volume_support,False,True
tag_000097,EMPLOYEE,emp_000383,legitimate_high_volume_support,False,True
tag_000098,EMPLOYEE,emp_000592,legitimate_high_volume_support,False,True
tag_000099,EMPLOYEE,emp_000410,legitimate_high_volume_support,False,True
tag_000100,EMPLOYEE,emp_000511,legitimate_high_volume_support,False,True
tag_000101,TRANSACTION,txn_076181,legitimate_access_before_txn,False,True
tag_000102,EMPLOYEE,emp_000395,legitimate_high_volume_support,False,True
tag_000103,TRANSACTION,txn_076182,legitimate_access_before_txn,False,True
tag_000104,EMPLOYEE,emp_000253,legitimate_high_volume_support,False,True
tag_000105,TRANSACTION,txn_076183,legitimate_access_before_txn,False,True
tag_000106,EMPLOYEE,emp_000395,legitimate_high_volume_support,False,True
tag_000107,EMPLOYEE,emp_000272,legitimate_high_volume_support,False,True
tag_000108,TRANSACTION,txn_076184,legitimate_access_before_txn,False,True
tag_000109,EMPLOYEE,emp_000050,legitimate_high_volume_support,False,True
tag_000110,EMPLOYEE,emp_000595,legitimate_high_volume_support,False,True
tag_000111,EMPLOYEE,emp_000068,legitimate_high_volume_support,False,True
tag_000112,EMPLOYEE,emp_000127,legitimate_high_volume_support,False,True
tag_000113,EMPLOYEE,emp_000514,legitimate_high_volume_support,False,True
tag_000114,EMPLOYEE,emp_000114,legitimate_high_volume_support,False,True
tag_000115,EMPLOYEE,emp_000149,legitimate_high_volume_support,False,True
tag_000116,EMPLOYEE,emp_000250,legitimate_high_volume_support,False,True
tag_000117,TRANSACTION,txn_076185,legitimate_access_before_txn,False,True
tag_000118,EMPLOYEE,emp_000045,legitimate_high_volume_support,False,True
tag_000119,EMPLOYEE,emp_000155,legitimate_high_volume_support,False,True
tag_000120,EMPLOYEE,emp_000156,legitimate_high_volume_support,False,True
tag_000121,EMPLOYEE,emp_000502,legitimate_high_volume_support,False,True
tag_000122,EMPLOYEE,emp_000481,legitimate_high_volume_support,False,True
tag_000123,EMPLOYEE,emp_000426,legitimate_high_volume_support,False,True
tag_000124,EMPLOYEE,emp_000140,legitimate_high_volume_support,False,True
tag_000125,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000126,EMPLOYEE,emp_000046,legitimate_high_volume_support,False,True
tag_000127,EMPLOYEE,emp_000258,legitimate_high_volume_support,False,True
tag_000128,TRANSACTION,txn_076186,legitimate_access_before_txn,False,True
tag_000129,EMPLOYEE,emp_000071,legitimate_high_volume_support,False,True
tag_000130,EMPLOYEE,emp_000026,legitimate_high_volume_support,False,True
tag_000131,EMPLOYEE,emp_000517,legitimate_high_volume_support,False,True
tag_000132,EMPLOYEE,emp_000045,legitimate_high_volume_support,False,True
tag_000133,EMPLOYEE,emp_000461,legitimate_high_volume_support,False,True
tag_000134,EMPLOYEE,emp_000325,legitimate_high_volume_support,False,True
tag_000135,EMPLOYEE,emp_000074,legitimate_high_volume_support,False,True
tag_000136,EMPLOYEE,emp_000407,legitimate_high_volume_support,False,True
tag_000137,EMPLOYEE,emp_000069,legitimate_high_volume_support,False,True
tag_000138,EMPLOYEE,emp_000498,legitimate_high_volume_support,False,True
tag_000139,EMPLOYEE,emp_000282,legitimate_high_volume_support,False,True
tag_000140,TRANSACTION,txn_076187,legitimate_access_before_txn,False,True
tag_000141,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000142,EMPLOYEE,emp_000140,legitimate_high_volume_support,False,True
tag_000143,EMPLOYEE,emp_000462,legitimate_high_volume_support,False,True
tag_000144,TRANSACTION,txn_076188,legitimate_access_before_txn,False,True
tag_000145,EMPLOYEE,emp_000090,legitimate_high_volume_support,False,True
tag_000146,EMPLOYEE,emp_000166,legitimate_high_volume_support,False,True
tag_000147,TRANSACTION,txn_076189,legitimate_access_before_txn,False,True
tag_000148,EMPLOYEE,emp_000393,legitimate_high_volume_support,False,True
tag_000149,TRANSACTION,txn_076190,legitimate_access_before_txn,False,True
tag_000150,EMPLOYEE,emp_000598,legitimate_high_volume_support,False,True
tag_000151,EMPLOYEE,emp_000091,legitimate_high_volume_support,False,True
tag_000152,EMPLOYEE,emp_000505,legitimate_high_volume_support,False,True
tag_000153,EMPLOYEE,emp_000382,legitimate_high_volume_support,False,True
tag_000154,EMPLOYEE,emp_000337,legitimate_high_volume_support,False,True
tag_000155,EMPLOYEE,emp_000482,legitimate_high_volume_support,False,True
tag_000156,EMPLOYEE,emp_000235,legitimate_high_volume_support,False,True
tag_000157,EMPLOYEE,emp_000140,legitimate_high_volume_support,False,True
tag_000158,EMPLOYEE,emp_000500,legitimate_high_volume_support,False,True
tag_000159,EMPLOYEE,emp_000313,legitimate_high_volume_support,False,True
tag_000160,EMPLOYEE,emp_000595,legitimate_high_volume_support,False,True
tag_000161,EMPLOYEE,emp_000149,legitimate_high_volume_support,False,True
tag_000162,EMPLOYEE,emp_000193,legitimate_high_volume_support,False,True
tag_000163,EMPLOYEE,emp_000263,legitimate_high_volume_support,False,True
tag_000164,TRANSACTION,txn_076191,legitimate_access_before_txn,False,True
tag_000165,EMPLOYEE,emp_000043,legitimate_high_volume_support,False,True
tag_000166,EMPLOYEE,emp_000512,legitimate_high_volume_support,False,True
tag_000167,EMPLOYEE,emp_000511,legitimate_high_volume_support,False,True
tag_000168,EMPLOYEE,emp_000511,legitimate_high_volume_support,False,True
tag_000169,EMPLOYEE,emp_000225,legitimate_high_volume_support,False,True
tag_000170,TRANSACTION,txn_076192,legitimate_access_before_txn,False,True
tag_000171,EMPLOYEE,emp_000135,legitimate_high_volume_support,False,True
tag_000172,EMPLOYEE,emp_000160,legitimate_high_volume_support,False,True
tag_000173,TRANSACTION,txn_076193,legitimate_access_before_txn,False,True
tag_000174,EMPLOYEE,emp_000531,legitimate_high_volume_support,False,True
tag_000175,TRANSACTION,txn_076194,legitimate_access_before_txn,False,True
tag_000176,EMPLOYEE,emp_000581,legitimate_high_volume_support,False,True
tag_000177,EMPLOYEE,emp_000143,legitimate_high_volume_support,False,True
tag_000178,EMPLOYEE,emp_000076,legitimate_high_volume_support,False,True
tag_000179,TRANSACTION,txn_076195,legitimate_access_before_txn,False,True
tag_000180,EMPLOYEE,emp_000003,legitimate_high_volume_support,False,True
tag_000181,EMPLOYEE,emp_000127,legitimate_high_volume_support,False,True
tag_000182,EMPLOYEE,emp_000071,legitimate_high_volume_support,False,True
tag_000183,TRANSACTION,txn_076196,legitimate_access_before_txn,False,True
tag_000184,EMPLOYEE,emp_000313,legitimate_high_volume_support,False,True
tag_000185,TRANSACTION,txn_076197,legitimate_access_before_txn,False,True
tag_000186,EMPLOYEE,emp_000132,legitimate_high_volume_support,False,True
tag_000187,EMPLOYEE,emp_000074,legitimate_high_volume_support,False,True
tag_000188,EMPLOYEE,emp_000089,legitimate_high_volume_support,False,True
tag_000189,EMPLOYEE,emp_000454,legitimate_high_volume_support,False,True
tag_000190,EMPLOYEE,emp_000170,legitimate_high_volume_support,False,True
tag_000191,EMPLOYEE,emp_000495,legitimate_high_volume_support,False,True
tag_000192,EMPLOYEE,emp_000575,legitimate_high_volume_support,False,True
tag_000193,EMPLOYEE,emp_000085,legitimate_high_volume_support,False,True
tag_000194,TRANSACTION,txn_076198,legitimate_access_before_txn,False,True
tag_000195,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000196,EMPLOYEE,emp_000359,legitimate_high_volume_support,False,True
tag_000197,EMPLOYEE,emp_000198,legitimate_high_volume_support,False,True
tag_000198,TRANSACTION,txn_076199,legitimate_access_before_txn,False,True
tag_000199,EMPLOYEE,emp_000251,legitimate_high_volume_support,False,True
tag_000200,EMPLOYEE,emp_000169,legitimate_high_volume_support,False,True
tag_000201,EMPLOYEE,emp_000259,legitimate_high_volume_support,False,True
tag_000202,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000203,TRANSACTION,txn_076200,legitimate_access_before_txn,False,True
tag_000204,EMPLOYEE,emp_000125,legitimate_high_volume_support,False,True
tag_000205,TRANSACTION,txn_076201,legitimate_access_before_txn,False,True
tag_000206,EMPLOYEE,emp_000467,legitimate_high_volume_support,False,True
tag_000207,EMPLOYEE,emp_000068,legitimate_high_volume_support,False,True
tag_000208,EMPLOYEE,emp_000279,legitimate_high_volume_support,False,True
tag_000209,EMPLOYEE,emp_000157,legitimate_high_volume_support,False,True
tag_000210,TRANSACTION,txn_076202,legitimate_access_before_txn,False,True
tag_000211,EMPLOYEE,emp_000074,legitimate_high_volume_support,False,True
tag_000212,TRANSACTION,txn_076203,legitimate_access_before_txn,False,True
tag_000213,EMPLOYEE,emp_000319,legitimate_high_volume_support,False,True
tag_000214,TRANSACTION,txn_076204,legitimate_access_before_txn,False,True
tag_000215,EMPLOYEE,emp_000345,legitimate_high_volume_support,False,True
tag_000216,EMPLOYEE,emp_000238,legitimate_high_volume_support,False,True
tag_000217,EMPLOYEE,emp_000076,legitimate_high_volume_support,False,True
tag_000218,EMPLOYEE,emp_000140,legitimate_high_volume_support,False,True
tag_000219,EMPLOYEE,emp_000544,legitimate_high_volume_support,False,True
tag_000220,EMPLOYEE,emp_000500,legitimate_high_volume_support,False,True
tag_000221,TRANSACTION,txn_076205,legitimate_access_before_txn,False,True
tag_000222,EMPLOYEE,emp_000492,legitimate_high_volume_support,False,True
tag_000223,TRANSACTION,txn_076206,legitimate_access_before_txn,False,True
tag_000224,EMPLOYEE,emp_000120,legitimate_high_volume_support,False,True
tag_000225,EMPLOYEE,emp_000428,legitimate_high_volume_support,False,True
tag_000226,EMPLOYEE,emp_000362,legitimate_high_volume_support,False,True
tag_000227,TRANSACTION,txn_076207,legitimate_access_before_txn,False,True
tag_000228,EMPLOYEE,emp_000348,legitimate_high_volume_support,False,True
tag_000229,EMPLOYEE,emp_000378,legitimate_high_volume_support,False,True
tag_000230,EMPLOYEE,emp_000135,legitimate_high_volume_support,False,True
tag_000231,EMPLOYEE,emp_000548,legitimate_high_volume_support,False,True
tag_000232,EMPLOYEE,emp_000189,legitimate_high_volume_support,False,True
tag_000233,TRANSACTION,txn_076208,legitimate_access_before_txn,False,True
tag_000234,EMPLOYEE,emp_000319,legitimate_high_volume_support,False,True
tag_000235,EMPLOYEE,emp_000530,legitimate_high_volume_support,False,True
tag_000236,EMPLOYEE,emp_000382,legitimate_high_volume_support,False,True
tag_000237,EMPLOYEE,emp_000592,legitimate_high_volume_support,False,True
tag_000238,TRANSACTION,txn_076209,legitimate_access_before_txn,False,True
tag_000239,EMPLOYEE,emp_000245,legitimate_high_volume_support,False,True
tag_000240,EMPLOYEE,emp_000149,legitimate_high_volume_support,False,True
tag_000241,EMPLOYEE,emp_000131,legitimate_high_volume_support,False,True
tag_000242,EMPLOYEE,emp_000127,legitimate_high_volume_support,False,True
tag_000243,TRANSACTION,txn_076210,legitimate_access_before_txn,False,True
tag_000244,EMPLOYEE,emp_000027,legitimate_high_volume_support,False,True
tag_000245,TRANSACTION,txn_076211,legitimate_access_before_txn,False,True
tag_000246,EMPLOYEE,emp_000229,legitimate_high_volume_support,False,True
tag_000247,EMPLOYEE,emp_000206,legitimate_high_volume_support,False,True
tag_000248,EMPLOYEE,emp_000599,legitimate_high_volume_support,False,True
tag_000249,EMPLOYEE,emp_000512,legitimate_high_volume_support,False,True
tag_000250,TRANSACTION,txn_076212,legitimate_access_before_txn,False,True
tag_000251,EMPLOYEE,emp_000376,legitimate_high_volume_support,False,True
tag_000252,EMPLOYEE,emp_000402,legitimate_high_volume_support,False,True
tag_000253,EMPLOYEE,emp_000232,legitimate_high_volume_support,False,True
tag_000254,TRANSACTION,txn_076213,legitimate_access_before_txn,False,True
tag_000255,EMPLOYEE,emp_000157,legitimate_high_volume_support,False,True
tag_000256,TRANSACTION,txn_076214,legitimate_access_before_txn,False,True
tag_000257,EMPLOYEE,emp_000482,legitimate_high_volume_support,False,True
tag_000258,EMPLOYEE,emp_000344,legitimate_high_volume_support,False,True
tag_000259,EMPLOYEE,emp_000455,legitimate_high_volume_support,False,True
tag_000260,EMPLOYEE,emp_000067,legitimate_high_volume_support,False,True
tag_000261,EMPLOYEE,emp_000120,legitimate_high_volume_support,False,True
tag_000262,EMPLOYEE,emp_000505,legitimate_high_volume_support,False,True
tag_000263,EMPLOYEE,emp_000143,legitimate_high_volume_support,False,True
tag_000264,EMPLOYEE,emp_000348,legitimate_high_volume_support,False,True
tag_000265,TRANSACTION,txn_076215,legitimate_access_before_txn,False,True
tag_000266,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000267,EMPLOYEE,emp_000219,legitimate_high_volume_support,False,True
tag_000268,EMPLOYEE,emp_000387,legitimate_high_volume_support,False,True
tag_000269,EMPLOYEE,emp_000512,legitimate_high_volume_support,False,True
tag_000270,EMPLOYEE,emp_000467,legitimate_high_volume_support,False,True
tag_000271,EMPLOYEE,emp_000284,legitimate_high_volume_support,False,True
tag_000272,EMPLOYEE,emp_000396,legitimate_high_volume_support,False,True
tag_000273,TRANSACTION,txn_076216,legitimate_access_before_txn,False,True
tag_000274,EMPLOYEE,emp_000257,legitimate_high_volume_support,False,True
tag_000275,TRANSACTION,txn_076217,legitimate_access_before_txn,False,True
tag_000276,EMPLOYEE,emp_000068,legitimate_high_volume_support,False,True
tag_000277,TRANSACTION,txn_076218,legitimate_access_before_txn,False,True
tag_000278,EMPLOYEE,emp_000470,legitimate_high_volume_support,False,True
tag_000279,EMPLOYEE,emp_000149,legitimate_high_volume_support,False,True
tag_000280,TRANSACTION,txn_076219,legitimate_access_before_txn,False,True
tag_000281,EMPLOYEE,emp_000482,legitimate_high_volume_support,False,True
tag_000282,EMPLOYEE,emp_000466,legitimate_high_volume_support,False,True
tag_000283,EMPLOYEE,emp_000043,legitimate_high_volume_support,False,True
tag_000284,TRANSACTION,txn_076220,legitimate_access_before_txn,False,True
tag_000285,EMPLOYEE,emp_000043,legitimate_high_volume_support,False,True
tag_000286,EMPLOYEE,emp_000020,legitimate_high_volume_support,False,True
tag_000287,EMPLOYEE,emp_000359,legitimate_high_volume_support,False,True
tag_000288,EMPLOYEE,emp_000126,legitimate_high_volume_support,False,True
tag_000289,EMPLOYEE,emp_000502,legitimate_high_volume_support,False,True
tag_000290,EMPLOYEE,emp_000415,legitimate_high_volume_support,False,True
tag_000291,EMPLOYEE,emp_000013,legitimate_high_volume_support,False,True
tag_000292,EMPLOYEE,emp_000494,legitimate_high_volume_support,False,True
tag_000293,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000294,EMPLOYEE,emp_000209,legitimate_high_volume_support,False,True
tag_000295,EMPLOYEE,emp_000343,legitimate_high_volume_support,False,True
tag_000296,EMPLOYEE,emp_000035,legitimate_high_volume_support,False,True
tag_000297,TRANSACTION,txn_076221,legitimate_access_before_txn,False,True
tag_000298,EMPLOYEE,emp_000095,legitimate_high_volume_support,False,True
tag_000299,EMPLOYEE,emp_000337,legitimate_high_volume_support,False,True
tag_000300,EMPLOYEE,emp_000294,legitimate_high_volume_support,False,True
tag_000301,EMPLOYEE,emp_000494,legitimate_high_volume_support,False,True
tag_000302,TRANSACTION,txn_076222,legitimate_access_before_txn,False,True
tag_000303,EMPLOYEE,emp_000365,legitimate_high_volume_support,False,True
tag_000304,TRANSACTION,txn_076223,legitimate_access_before_txn,False,True
tag_000305,EMPLOYEE,emp_000462,legitimate_high_volume_support,False,True
tag_000306,EMPLOYEE,emp_000461,legitimate_high_volume_support,False,True
tag_000307,EMPLOYEE,emp_000359,legitimate_high_volume_support,False,True
tag_000308,TRANSACTION,txn_076224,legitimate_access_before_txn,False,True
tag_000309,EMPLOYEE,emp_000166,legitimate_high_volume_support,False,True
tag_000310,EMPLOYEE,emp_000080,legitimate_high_volume_support,False,True
tag_000311,EMPLOYEE,emp_000008,legitimate_high_volume_support,False,True
tag_000312,EMPLOYEE,emp_000251,legitimate_high_volume_support,False,True
tag_000313,TRANSACTION,txn_076225,legitimate_access_before_txn,False,True
tag_000314,EMPLOYEE,emp_000284,legitimate_high_volume_support,False,True
tag_000315,EMPLOYEE,emp_000359,legitimate_high_volume_support,False,True
tag_000316,TRANSACTION,txn_076226,legitimate_access_before_txn,False,True
tag_000317,EMPLOYEE,emp_000529,legitimate_high_volume_support,False,True
tag_000318,TRANSACTION,txn_076227,legitimate_access_before_txn,False,True
tag_000319,EMPLOYEE,emp_000014,legitimate_high_volume_support,False,True
tag_000320,TRANSACTION,txn_076228,legitimate_access_before_txn,False,True
tag_000321,EMPLOYEE,emp_000132,legitimate_high_volume_support,False,True
tag_000322,EMPLOYEE,emp_000208,legitimate_high_volume_support,False,True
tag_000323,EMPLOYEE,emp_000089,legitimate_high_volume_support,False,True
tag_000324,EMPLOYEE,emp_000375,legitimate_high_volume_support,False,True
tag_000325,EMPLOYEE,emp_000002,legitimate_high_volume_support,False,True
tag_000326,EMPLOYEE,emp_000294,legitimate_high_volume_support,False,True
tag_000327,TRANSACTION,txn_076229,legitimate_access_before_txn,False,True
tag_000328,EMPLOYEE,emp_000247,legitimate_high_volume_support,False,True
tag_000329,EMPLOYEE,emp_000225,legitimate_high_volume_support,False,True
tag_000330,TRANSACTION,txn_076230,legitimate_access_before_txn,False,True
tag_000331,EMPLOYEE,emp_000348,legitimate_high_volume_support,False,True
tag_000332,EMPLOYEE,emp_000350,legitimate_high_volume_support,False,True
tag_000333,EMPLOYEE,emp_000219,legitimate_high_volume_support,False,True
tag_000334,EMPLOYEE,emp_000319,legitimate_high_volume_support,False,True
tag_000335,TRANSACTION,txn_076231,legitimate_access_before_txn,False,True
tag_000336,EMPLOYEE,emp_000334,legitimate_high_volume_support,False,True
tag_000337,TRANSACTION,txn_076232,legitimate_access_before_txn,False,True
tag_000338,EMPLOYEE,emp_000507,legitimate_high_volume_support,False,True
tag_000339,EMPLOYEE,emp_000414,legitimate_high_volume_support,False,True
tag_000340,TRANSACTION,txn_076233,legitimate_access_before_txn,False,True
tag_000341,EMPLOYEE,emp_000406,legitimate_high_volume_support,False,True
tag_000342,EMPLOYEE,emp_000567,legitimate_high_volume_support,False,True
tag_000343,EMPLOYEE,emp_000120,legitimate_high_volume_support,False,True
tag_000344,EMPLOYEE,emp_000170,legitimate_high_volume_support,False,True
tag_000345,EMPLOYEE,emp_000595,legitimate_high_volume_support,False,True
tag_000346,EMPLOYEE,emp_000211,legitimate_high_volume_support,False,True
tag_000347,EMPLOYEE,emp_000011,legitimate_high_volume_support,False,True
tag_000348,EMPLOYEE,emp_000314,legitimate_high_volume_support,False,True
tag_000349,EMPLOYEE,emp_000491,legitimate_high_volume_support,False,True
tag_000350,TRANSACTION,txn_076234,legitimate_access_before_txn,False,True
tag_000351,EMPLOYEE,emp_000431,legitimate_high_volume_support,False,True
tag_000352,TRANSACTION,txn_076235,legitimate_access_before_txn,False,True
tag_000353,EMPLOYEE,emp_000091,legitimate_high_volume_support,False,True
tag_000354,EMPLOYEE,emp_000160,legitimate_high_volume_support,False,True
tag_000355,EMPLOYEE,emp_000492,legitimate_high_volume_support,False,True
tag_000356,TRANSACTION,txn_076236,legitimate_access_before_txn,False,True
tag_000357,EMPLOYEE,emp_000426,legitimate_high_volume_support,False,True
tag_000358,TRANSACTION,txn_076237,legitimate_access_before_txn,False,True
tag_000359,EMPLOYEE,emp_000461,legitimate_high_volume_support,False,True
tag_000360,TRANSACTION,txn_076238,legitimate_access_before_txn,False,True
tag_000361,EMPLOYEE,emp_000146,legitimate_high_volume_support,False,True
tag_000362,EMPLOYEE,emp_000327,legitimate_high_volume_support,False,True
tag_000363,TRANSACTION,txn_076239,legitimate_access_before_txn,False,True
tag_000364,EMPLOYEE,emp_000189,legitimate_high_volume_support,False,True
tag_000365,EMPLOYEE,emp_000567,legitimate_high_volume_support,False,True
tag_000366,EMPLOYEE,emp_000528,legitimate_high_volume_support,False,True
tag_000367,EMPLOYEE,emp_000598,legitimate_high_volume_support,False,True
tag_000368,EMPLOYEE,emp_000276,legitimate_high_volume_support,False,True
tag_000369,EMPLOYEE,emp_000004,legitimate_high_volume_support,False,True
tag_000370,TRANSACTION,txn_076240,legitimate_access_before_txn,False,True
tag_000371,EMPLOYEE,emp_000312,legitimate_high_volume_support,False,True
tag_000372,EMPLOYEE,emp_000437,legitimate_high_volume_support,False,True
tag_000373,EMPLOYEE,emp_000454,legitimate_high_volume_support,False,True
tag_000374,EMPLOYEE,emp_000264,legitimate_high_volume_support,False,True
tag_000375,TRANSACTION,txn_076241,legitimate_access_before_txn,False,True
tag_000376,EMPLOYEE,emp_000314,legitimate_high_volume_support,False,True
tag_000377,EMPLOYEE,emp_000543,legitimate_high_volume_support,False,True
tag_000378,TRANSACTION,txn_076242,legitimate_access_before_txn,False,True
