ip_id,ip_type
ip_000133,datacenter_proxy
ip_000134,unknown
ip_000135,datacenter_proxy
ip_000136,corporate_nat
ip_000137,corporate_nat
ip_000138,unknown
ip_000139,mobile_carrier
ip_000140,residential
ip_000141,residential
ip_000142,mobile_carrier
ip_000143,datacenter_proxy
ip_000144,unknown
ip_000145,datacenter_proxy
ip_000146,mobile_carrier
ip_000147,unknown
ip_000148,residential
ip_000149,residential
ip_000150,datacenter_proxy
ip_000151,corporate_nat
ip_000152,mobile_carrier
ip_000153,mobile_carrier
ip_000154,datacenter_proxy
ip_000155,mobile_carrier
ip_000156,residential
ip_000157,datacenter_proxy
ip_000158,residential
ip_000159,unknown
ip_000160,unknown
ip_000161,corporate_nat
ip_000162,mobile_carrier
ip_000163,unknown
ip_000164,mobile_carrier
ip_000165,residential
ip_000166,datacenter_proxy
ip_000167,unknown
ip_000168,datacenter_proxy
ip_000169,unknown
ip_000170,mobile_carrier
ip_000171,unknown
ip_000172,unknown
ip_000173,residential
ip_000174,corporate_nat
ip_000175,residential
ip_000176,datacenter_proxy
ip_000177,mobile_carrier
ip_000178,mobile_carrier
ip_000179,unknown
ip_000180,mobile_carrier
ip_000181,corporate_nat
ip_000182,corporate_nat
ip_000183,unknown
ip_000184,unknown
ip_000185,datacenter_proxy
ip_000186,unknown
ip_000187,residential
ip_000188,residential
ip_000189,residential
ip_000190,corporate_nat
ip_000191,mobile_carrier
ip_000192,datacenter_proxy
ip_000193,unknown
ip_000194,datacenter_proxy
ip_000195,corporate_nat
ip_000196,unknown
ip_000197,unknown
ip_000198,corporate_nat
ip_000199,mobile_carrier
ip_000200,unknown
ip_000201,mobile_carrier
ip_000202,corporate_nat
ip_000203,datacenter_proxy
ip_000204,unknown
ip_000205,mobile_carrier
ip_000206,unknown
ip_000207,mobile_carrier
ip_000208,unknown
ip_000209,unknown
ip_000210,unknown
ip_000211,datacenter_proxy
ip_000212,unknown
ip_000213,mobile_carrier
ip_000214,datacenter_proxy
ip_000215,residential
ip_000216,mobile_carrier
ip_000217,mobile_carrier
ip_000218,residential
ip_000219,datacenter_proxy
ip_000220,unknown
ip_000221,mobile_carrier
ip_000222,residential
ip_000223,unknown
ip_000224,datacenter_proxy
ip_000225,mobile_carrier
ip_000226,unknown
ip_000227,unknown
ip_000228,corporate_nat
ip_000229,residential
ip_000230,unknown
ip_000231,datacenter_proxy
ip_000232,corporate_nat
ip_000233,unknown
ip_000234,unknown
ip_000235,datacenter_proxy
ip_000236,corporate_nat
ip_000237,corporate_nat
ip_000238,residential
ip_000239,unknown
ip_000240,residential
ip_000241,corporate_nat
ip_000242,residential
ip_000243,datacenter_proxy
ip_000244,mobile_carrier
ip_000245,datacenter_proxy
ip_000246,corporate_nat
ip_000247,datacenter_proxy
ip_000248,corporate_nat
ip_000249,datacenter_proxy
ip_000250,unknown
ip_000251,unknown
ip_000252,datacenter_proxy
ip_000253,residential
ip_000254,corporate_nat
ip_000255,unknown
ip_000256,corporate_nat
ip_000257,unknown
ip_000258,mobile_carrier
ip_000259,datacenter_proxy
ip_000260,unknown
ip_000261,datacenter_proxy
ip_000262,mobile_carrier
ip_000263,corporate_nat
ip_000264,datacenter_proxy
ip_000265,unknown
ip_000266,mobile_carrier
ip_000267,unknown
ip_000268,mobile_carrier
ip_000269,mobile_carrier
ip_000270,unknown
ip_000271,datacenter_proxy
ip_000272,corporate_nat
ip_000273,corporate_nat
ip_000274,mobile_carrier
ip_000275,unknown
ip_000276,mobile_carrier
ip_000277,corporate_nat
ip_000278,mobile_carrier
ip_000279,mobile_carrier
ip_000280,corporate_nat
ip_000281,datacenter_proxy
ip_000282,mobile_carrier
ip_000283,datacenter_proxy
ip_000284,mobile_carrier
ip_000285,unknown
ip_000286,mobile_carrier
ip_000287,mobile_carrier
ip_000288,residential
ip_000289,unknown
ip_000290,unknown
ip_000291,datacenter_proxy
ip_000292,datacenter_proxy
ip_000293,mobile_carrier
ip_000294,corporate_nat
ip_000295,mobile_carrier
ip_000296,residential
ip_000297,mobile_carrier
ip_000298,residential
ip_000299,mobile_carrier
ip_000300,datacenter_proxy
ip_000301,mobile_carrier
ip_000302,datacenter_proxy
ip_000303,corporate_nat
ip_000304,corporate_nat
ip_000305,unknown
ip_000306,mobile_carrier
ip_000307,unknown
ip_000308,mobile_carrier
ip_000309,corporate_nat
ip_000310,residential
ip_000311,unknown
ip_000312,unknown
ip_000313,corporate_nat
ip_000314,corporate_nat
ip_000315,residential
ip_000316,unknown
ip_000317,corporate_nat
ip_000318,corporate_nat
ip_000319,residential
ip_000320,residential
ip_000321,datacenter_proxy
ip_000322,mobile_carrier
ip_000323,datacenter_proxy
ip_000324,residential
ip_000325,corporate_nat
ip_000326,residential
ip_000327,unknown
ip_000328,corporate_nat
ip_000329,datacenter_proxy
ip_000330,datacenter_proxy
ip_000331,datacenter_proxy
ip_000332,corporate_nat
ip_000333,mobile_carrier
ip_000334,mobile_carrier
ip_000335,mobile_carrier
ip_000336,residential
ip_000337,residential
ip_000338,unknown
ip_000339,corporate_nat
ip_000340,unknown
ip_000341,residential
ip_000342,corporate_nat
ip_000343,datacenter_proxy
ip_000344,corporate_nat
ip_000345,residential
ip_000346,datacenter_proxy
ip_000347,datacenter_proxy
ip_000348,corporate_nat
ip_000349,mobile_carrier
ip_000350,residential
ip_000351,residential
ip_000352,mobile_carrier
ip_000353,unknown
ip_000354,unknown
ip_000355,residential
ip_000356,mobile_carrier
ip_000357,mobile_carrier
ip_000358,datacenter_proxy
ip_000359,unknown
ip_000360,unknown
ip_000361,datacenter_proxy
ip_000362,corporate_nat
ip_000363,unknown
ip_000364,datacenter_proxy
ip_000365,mobile_carrier
ip_000366,corporate_nat
ip_000367,residential
ip_000368,mobile_carrier
ip_000369,corporate_nat
ip_000370,datacenter_proxy
ip_000371,mobile_carrier
ip_000372,corporate_nat
ip_000373,residential
ip_000374,mobile_carrier
ip_000375,mobile_carrier
ip_000376,unknown
ip_000377,corporate_nat
ip_000378,corporate_nat
ip_000379,unknown
ip_000380,datacenter_proxy
ip_000381,datacenter_proxy
ip_000382,unknown
ip_000383,mobile_carrier
ip_000384,residential
ip_000385,datacenter_proxy
ip_000386,residential
ip_000387,corporate_nat
ip_000388,corporate_nat
ip_000389,datacenter_proxy
ip_000390,mobile_carrier
ip_000391,corporate_nat
ip_000392,residential
ip_000393,mobile_carrier
ip_000394,datacenter_proxy
ip_000395,corporate_nat
ip_000396,datacenter_proxy
ip_000397,mobile_carrier
ip_000398,mobile_carrier
ip_000399,mobile_carrier
ip_000400,unknown
ip_000401,unknown
ip_000402,residential
ip_000403,mobile_carrier
ip_000404,mobile_carrier
ip_000405,corporate_nat
ip_000406,residential
ip_000407,residential
ip_000408,datacenter_proxy
ip_000409,mobile_carrier
ip_000410,corporate_nat
ip_000411,datacenter_proxy
ip_000412,unknown
ip_000413,mobile_carrier
ip_000414,residential
ip_000415,mobile_carrier
ip_000416,mobile_carrier
ip_000417,unknown
ip_000418,corporate_nat
ip_000419,corporate_nat
ip_000420,corporate_nat
ip_000421,datacenter_proxy
ip_000422,corporate_nat
ip_000423,datacenter_proxy
ip_000424,unknown
ip_000425,mobile_carrier
ip_000426,datacenter_proxy
ip_000427,unknown
ip_000428,datacenter_proxy
ip_000429,unknown
ip_000430,corporate_nat
ip_000431,corporate_nat
ip_000432,unknown
ip_000433,residential
ip_000434,unknown
ip_000435,datacenter_proxy
ip_000436,unknown
ip_000437,mobile_carrier
ip_000438,residential
ip_000439,unknown
ip_000440,residential
ip_000441,residential
ip_000442,unknown
ip_000443,unknown
ip_000444,corporate_nat
ip_000445,unknown
ip_000446,unknown
ip_000447,corporate_nat
ip_000448,corporate_nat
ip_000449,mobile_carrier
ip_000450,unknown
ip_000451,datacenter_proxy
ip_000452,residential
ip_000453,corporate_nat
ip_000454,unknown
ip_000455,datacenter_proxy
ip_000456,residential
ip_000457,unknown
ip_000458,datacenter_proxy
ip_000459,residential
ip_000460,datacenter_proxy
ip_000461,corporate_nat
ip_000462,unknown
ip_000463,datacenter_proxy
ip_000464,datacenter_proxy
ip_000465,unknown
ip_000466,residential
ip_000467,unknown
ip_000468,datacenter_proxy
ip_000469,mobile_carrier
ip_000470,residential
ip_000471,datacenter_proxy
ip_000472,mobile_carrier
ip_000473,residential
ip_000474,corporate_nat
ip_000475,unknown
ip_000476,residential
ip_000477,residential
ip_000478,datacenter_proxy
ip_000479,mobile_carrier
ip_000480,residential
ip_000481,unknown
ip_000482,residential
ip_000483,residential
ip_000484,datacenter_proxy
ip_000485,residential
ip_000486,mobile_carrier
ip_000487,datacenter_proxy
ip_000488,corporate_nat
ip_000489,corporate_nat
ip_000490,datacenter_proxy
ip_000491,mobile_carrier
ip_000492,datacenter_proxy
ip_000493,datacenter_proxy
ip_000494,datacenter_proxy
ip_000495,datacenter_proxy
